nMed	DataHora	Tensao
1	15/03/2017 11:20:16	9.915291
2	15/03/2017 11:20:18	9.913318
3	15/03/2017 11:20:19	9.913268
4	15/03/2017 11:20:21	9.911364
5	15/03/2017 11:20:22	9.909550
6	15/03/2017 11:20:24	9.911122
7	15/03/2017 11:20:25	9.913723
8	15/03/2017 11:20:27	9.913965
9	15/03/2017 11:20:28	9.914378
10	15/03/2017 11:20:30	9.915085
11	15/03/2017 11:20:32	9.905332
12	15/03/2017 11:20:33	9.906809
13	15/03/2017 11:20:35	9.908497
14	15/03/2017 11:20:36	9.901994
15	15/03/2017 11:20:38	9.903756
16	15/03/2017 11:20:39	9.906291
17	15/03/2017 11:20:41	9.906591
18	15/03/2017 11:20:42	9.905416
19	15/03/2017 11:20:44	9.912923
20	15/03/2017 11:20:45	9.902701
21	15/03/2017 11:20:47	9.900237
22	15/03/2017 11:20:48	9.908009
23	15/03/2017 11:20:50	9.906683
24	15/03/2017 11:20:51	9.906335
25	15/03/2017 11:20:53	9.904183
26	15/03/2017 11:20:54	9.904637
27	15/03/2017 11:20:56	9.905350
28	15/03/2017 11:20:57	9.904960
29	15/03/2017 11:20:59	9.907187
30	15/03/2017 11:21:00	9.904322
31	15/03/2017 11:21:02	9.903106
32	15/03/2017 11:21:03	9.904638
33	15/03/2017 11:21:05	9.907131
34	15/03/2017 11:21:07	9.907152
35	15/03/2017 11:21:08	9.905645
36	15/03/2017 11:21:10	9.908071
37	15/03/2017 11:21:11	9.903097
38	15/03/2017 11:21:13	9.900779
39	15/03/2017 11:21:14	9.907648
40	15/03/2017 11:21:16	9.906772
41	15/03/2017 11:21:17	9.905992
42	15/03/2017 11:21:19	9.904308
43	15/03/2017 11:21:20	9.904727
44	15/03/2017 11:21:22	9.905431
45	15/03/2017 11:21:23	9.905325
46	15/03/2017 11:21:25	9.908830
47	15/03/2017 11:21:26	9.905751
48	15/03/2017 11:21:28	9.903792
49	15/03/2017 11:21:29	9.904993
50	15/03/2017 11:21:31	9.907276
51	15/03/2017 11:21:33	9.906470
52	15/03/2017 11:21:34	9.905130
53	15/03/2017 11:21:36	9.903262
54	15/03/2017 11:21:37	9.903172
55	15/03/2017 11:21:39	9.901575
56	15/03/2017 11:21:40	9.906892
57	15/03/2017 11:21:42	9.907073
58	15/03/2017 11:21:43	9.906057
59	15/03/2017 11:21:45	9.904304
60	15/03/2017 11:21:46	9.904656
61	15/03/2017 11:21:48	9.904860
62	15/03/2017 11:21:49	9.906987
63	15/03/2017 11:21:51	9.908859
64	15/03/2017 11:21:52	9.907173
65	15/03/2017 11:21:54	9.904075
66	15/03/2017 11:21:55	9.905165
67	15/03/2017 11:21:57	9.907474
68	15/03/2017 11:21:58	9.906741
69	15/03/2017 11:22:00	9.904925
70	15/03/2017 11:22:02	9.903282
71	15/03/2017 11:22:03	9.903156
72	15/03/2017 11:22:05	9.902757
73	15/03/2017 11:22:06	9.906480
74	15/03/2017 11:22:08	9.907285
75	15/03/2017 11:22:09	9.906074
76	15/03/2017 11:22:11	9.904271
77	15/03/2017 11:22:12	9.904658
78	15/03/2017 11:22:14	9.904378
79	15/03/2017 11:22:15	9.906525
80	15/03/2017 11:22:17	9.908267
81	15/03/2017 11:22:18	9.908162
82	15/03/2017 11:22:20	9.904250
83	15/03/2017 11:22:21	9.905287
84	15/03/2017 11:22:23	9.907334
85	15/03/2017 11:22:24	9.906354
86	15/03/2017 11:22:26	9.904715
87	15/03/2017 11:22:27	9.903289
88	15/03/2017 11:22:29	9.903346
89	15/03/2017 11:22:31	9.903488
90	15/03/2017 11:22:32	9.906752
91	15/03/2017 11:22:34	9.907377
92	15/03/2017 11:22:35	9.906057
93	15/03/2017 11:22:37	9.904363
94	15/03/2017 11:22:38	9.904754
95	15/03/2017 11:22:40	9.904849
96	15/03/2017 11:22:41	9.906432
97	15/03/2017 11:22:43	9.908720
98	15/03/2017 11:22:44	9.906238
