nMed	DataHora	Tensao
262	15/03/2017 12:33:44	9.906397
263	15/03/2017 12:33:45	9.908372
264	15/03/2017 12:33:47	9.907890
265	15/03/2017 12:33:49	9.906628
266	15/03/2017 12:33:50	9.905042
267	15/03/2017 12:33:52	9.905084
268	15/03/2017 12:33:53	9.904271
269	15/03/2017 12:33:55	9.904958
270	15/03/2017 12:33:56	9.904425
271	15/03/2017 12:33:58	9.903762
272	15/03/2017 12:33:59	9.904143
273	15/03/2017 12:34:01	9.904466
274	15/03/2017 12:34:02	9.902577
275	15/03/2017 12:34:04	9.904658
276	15/03/2017 12:34:05	9.905005
277	15/03/2017 12:34:07	9.905523
278	15/03/2017 12:34:08	9.905062
279	15/03/2017 12:34:10	9.905488
280	15/03/2017 12:34:11	9.906995
281	15/03/2017 12:34:13	9.908498
282	15/03/2017 12:34:14	9.908467
283	15/03/2017 12:34:16	9.907344
284	15/03/2017 12:34:17	9.905646
285	15/03/2017 12:34:19	9.906028
286	15/03/2017 12:34:20	9.907405
287	15/03/2017 12:34:22	9.908098
288	15/03/2017 12:34:24	9.907044
289	15/03/2017 12:34:25	9.905884
290	15/03/2017 12:34:27	9.904968
291	15/03/2017 12:34:28	9.905693
292	15/03/2017 12:34:30	9.905943
293	15/03/2017 12:34:31	9.905274
294	15/03/2017 12:34:33	9.904505
295	15/03/2017 12:34:34	9.903792
296	15/03/2017 12:34:36	9.904059
297	15/03/2017 12:34:37	9.905237
298	15/03/2017 12:34:39	9.904648
299	15/03/2017 12:34:40	9.904849
300	15/03/2017 12:34:42	9.904267
301	15/03/2017 12:34:43	9.904516
302	15/03/2017 12:34:45	9.905081
303	15/03/2017 12:34:46	9.906106
304	15/03/2017 12:34:48	9.908551
305	15/03/2017 12:34:49	9.908530
306	15/03/2017 12:34:51	9.907756
307	15/03/2017 12:34:53	9.905430
308	15/03/2017 12:34:54	9.905465
309	15/03/2017 12:34:56	9.906258
310	15/03/2017 12:34:57	9.908434
311	15/03/2017 12:34:59	9.908142
312	15/03/2017 12:35:00	9.907002
313	15/03/2017 12:35:02	9.905091
314	15/03/2017 12:35:03	9.905108
315	15/03/2017 12:35:05	9.905258
316	15/03/2017 12:35:06	9.905732
317	15/03/2017 12:35:08	9.905069
318	15/03/2017 12:35:09	9.904497
319	15/03/2017 12:35:11	9.904128
320	15/03/2017 12:35:12	9.904320
321	15/03/2017 12:35:14	9.901788
322	15/03/2017 12:35:15	9.904249
323	15/03/2017 12:35:17	9.904364
324	15/03/2017 12:35:18	9.905036
325	15/03/2017 12:35:20	9.904598
326	15/03/2017 12:35:21	9.905195
327	15/03/2017 12:35:23	9.906583
328	15/03/2017 12:35:24	9.907916
329	15/03/2017 12:35:26	9.908110
330	15/03/2017 12:35:28	9.907115
331	15/03/2017 12:35:29	9.905370
332	15/03/2017 12:35:31	9.905795
333	15/03/2017 12:35:32	9.907312
334	15/03/2017 12:35:34	9.908541
335	15/03/2017 12:35:35	9.907772
336	15/03/2017 12:35:37	9.906276
337	15/03/2017 12:35:38	9.905059
338	15/03/2017 12:35:40	9.905490
339	15/03/2017 12:35:41	9.905372
340	15/03/2017 12:35:43	9.904675
341	15/03/2017 12:35:44	9.903096
342	15/03/2017 12:35:46	9.903256
343	15/03/2017 12:35:47	9.903997
344	15/03/2017 12:35:49	9.905312
345	15/03/2017 12:35:50	9.906017
346	15/03/2017 12:35:52	9.906780
347	15/03/2017 12:35:54	9.906706
348	15/03/2017 12:35:55	9.905336
349	15/03/2017 12:35:57	9.905173
350	15/03/2017 12:35:58	9.906120
351	15/03/2017 12:36:00	9.908747
352	15/03/2017 12:36:01	9.908841
353	15/03/2017 12:36:03	9.907626
354	15/03/2017 12:36:04	9.905272
355	15/03/2017 12:36:06	9.905323
356	15/03/2017 12:36:07	9.905805
357	15/03/2017 12:36:09	9.906690
358	15/03/2017 12:36:10	9.905777
359	15/03/2017 12:36:12	9.905107
360	15/03/2017 12:36:13	9.904427
361	15/03/2017 12:36:15	9.904519
362	15/03/2017 12:36:16	9.902749
363	15/03/2017 12:36:18	9.903784
364	15/03/2017 12:36:19	9.903882
365	15/03/2017 12:36:21	9.904560
366	15/03/2017 12:36:23	9.904570
367	15/03/2017 12:36:24	9.905138
368	15/03/2017 12:36:26	9.906493
369	15/03/2017 12:36:27	9.907939
370	15/03/2017 12:36:29	9.908281
371	15/03/2017 12:36:30	9.907175
372	15/03/2017 12:36:32	9.905456
373	15/03/2017 12:36:33	9.905939
374	15/03/2017 12:36:35	9.907356
375	15/03/2017 12:36:36	9.908447
376	15/03/2017 12:36:38	9.907744
377	15/03/2017 12:36:39	9.906354
378	15/03/2017 12:36:41	9.905243
379	15/03/2017 12:36:42	9.905691
380	15/03/2017 12:36:44	9.906299
381	15/03/2017 12:36:45	9.905214
382	15/03/2017 12:36:47	9.904474
383	15/03/2017 12:36:48	9.904144
384	15/03/2017 12:36:50	9.904256
385	15/03/2017 12:36:52	9.905240
386	15/03/2017 12:36:53	9.904004
387	15/03/2017 12:36:55	9.904496
388	15/03/2017 12:36:56	9.903281
389	15/03/2017 12:36:58	9.904618
390	15/03/2017 12:36:59	9.904897
391	15/03/2017 12:37:01	9.906065
392	15/03/2017 12:37:02	9.908519
393	15/03/2017 12:37:04	9.908673
394	15/03/2017 12:37:05	9.907758
395	15/03/2017 12:37:07	9.905543
396	15/03/2017 12:37:08	9.905478
397	15/03/2017 12:37:10	9.906180
398	15/03/2017 12:37:11	9.908195
399	15/03/2017 12:37:13	9.907514
400	15/03/2017 12:37:14	9.906433
401	15/03/2017 12:37:16	9.904847
402	15/03/2017 12:37:18	9.904847
403	15/03/2017 12:37:19	9.903987
404	15/03/2017 12:37:21	9.904699
405	15/03/2017 12:37:22	9.903585
406	15/03/2017 12:37:24	9.903840
407	15/03/2017 12:37:25	9.904395
408	15/03/2017 12:37:27	9.904954
409	15/03/2017 12:37:28	9.906025
410	15/03/2017 12:37:30	9.907577
411	15/03/2017 12:37:31	9.908017
412	15/03/2017 12:37:33	9.907080
413	15/03/2017 12:37:34	9.905382
414	15/03/2017 12:37:36	9.905797
415	15/03/2017 12:37:37	9.907387
416	15/03/2017 12:37:39	9.908437
417	15/03/2017 12:37:40	9.907680
418	15/03/2017 12:37:42	9.905977
419	15/03/2017 12:37:44	9.905096
420	15/03/2017 12:37:45	9.905511
421	15/03/2017 12:37:47	9.905549
422	15/03/2017 12:37:48	9.904793
423	15/03/2017 12:37:50	9.902984
424	15/03/2017 12:37:51	9.903281
425	15/03/2017 12:37:53	9.904186
426	15/03/2017 12:37:54	9.905354
427	15/03/2017 12:37:56	9.906363
428	15/03/2017 12:37:57	9.907030
429	15/03/2017 12:37:59	9.906777
430	15/03/2017 12:38:00	9.905498
431	15/03/2017 12:38:02	9.905317
432	15/03/2017 12:38:03	9.906230
433	15/03/2017 12:38:05	9.908733
434	15/03/2017 12:38:07	9.908673
435	15/03/2017 12:38:08	9.907444
436	15/03/2017 12:38:10	9.905195
437	15/03/2017 12:38:11	9.905204
438	15/03/2017 12:38:13	9.905429
439	15/03/2017 12:38:14	9.906022
440	15/03/2017 12:38:16	9.905224
441	15/03/2017 12:38:17	9.904841
442	15/03/2017 12:38:19	9.904196
443	15/03/2017 12:38:20	9.904280
444	15/03/2017 12:38:22	9.901844
445	15/03/2017 12:38:23	9.903835
446	15/03/2017 12:38:25	9.904152
447	15/03/2017 12:38:26	9.904662
448	15/03/2017 12:38:28	9.904753
449	15/03/2017 12:38:29	9.905292
450	15/03/2017 12:38:31	9.906700
451	15/03/2017 12:38:33	9.908191
452	15/03/2017 12:38:34	9.908317
453	15/03/2017 12:38:36	9.907059
454	15/03/2017 12:38:37	9.905416
455	15/03/2017 12:38:39	9.905758
456	15/03/2017 12:38:40	9.907284
457	15/03/2017 12:38:42	9.908114
458	15/03/2017 12:38:43	9.907529
459	15/03/2017 12:38:45	9.906125
460	15/03/2017 12:38:46	9.904886
461	15/03/2017 12:38:48	9.905548
462	15/03/2017 12:38:49	9.906486
463	15/03/2017 12:38:51	9.905277
464	15/03/2017 12:38:52	9.904485
465	15/03/2017 12:38:54	9.904166
466	15/03/2017 12:38:55	9.904143
467	15/03/2017 12:38:57	9.905147
468	15/03/2017 12:38:58	9.903859
469	15/03/2017 12:39:00	9.904186
470	15/03/2017 12:39:01	9.902940
471	15/03/2017 12:39:03	9.903963
472	15/03/2017 12:39:04	9.904454
473	15/03/2017 12:39:06	9.905665
474	15/03/2017 12:39:08	9.908146
475	15/03/2017 12:39:09	9.907914
476	15/03/2017 12:39:11	9.907324
477	15/03/2017 12:39:12	9.905189
478	15/03/2017 12:39:14	9.905302
479	15/03/2017 12:39:15	9.906184
480	15/03/2017 12:39:17	9.908496
481	15/03/2017 12:39:18	9.908449
482	15/03/2017 12:39:20	9.907207
483	15/03/2017 12:39:21	9.905154
484	15/03/2017 12:39:23	9.905226
485	15/03/2017 12:39:24	9.905707
486	15/03/2017 12:39:26	9.906863
487	15/03/2017 12:39:27	9.906244
488	15/03/2017 12:39:29	9.905594
489	15/03/2017 12:39:30	9.904501
490	15/03/2017 12:39:32	9.904607
491	15/03/2017 12:39:33	9.903985
492	15/03/2017 12:39:35	9.904477
493	15/03/2017 12:39:36	9.904004
494	15/03/2017 12:39:38	9.903700
495	15/03/2017 12:39:39	9.903927
496	15/03/2017 12:39:41	9.904185
497	15/03/2017 12:39:43	9.903334
498	15/03/2017 12:39:44	9.905101
499	15/03/2017 12:39:46	9.906295
500	15/03/2017 12:39:47	9.906297
501	15/03/2017 12:39:49	9.905052
502	15/03/2017 12:39:50	9.905454
503	15/03/2017 12:39:52	9.906808
504	15/03/2017 12:39:53	9.908440
505	15/03/2017 12:39:55	9.908359
506	15/03/2017 12:39:56	9.906985
507	15/03/2017 12:39:58	9.905277
508	15/03/2017 12:39:59	9.905694
509	15/03/2017 12:40:01	9.907258
510	15/03/2017 12:40:02	9.907829
511	15/03/2017 12:40:04	9.906741
512	15/03/2017 12:40:05	9.905351
513	15/03/2017 12:40:07	9.904658
514	15/03/2017 12:40:08	9.905350
515	15/03/2017 12:40:10	9.905912
516	15/03/2017 12:40:11	9.905120
517	15/03/2017 12:40:13	9.903854
518	15/03/2017 12:40:14	9.903578
519	15/03/2017 12:40:16	9.903845
520	15/03/2017 12:40:18	9.905097
521	15/03/2017 12:40:19	9.905170
522	15/03/2017 12:40:21	9.906198
523	15/03/2017 12:40:22	9.905851
524	15/03/2017 12:40:24	9.905309
525	15/03/2017 12:40:25	9.905084
526	15/03/2017 12:40:27	9.906033
527	15/03/2017 12:40:28	9.908542
528	15/03/2017 12:40:30	9.908677
529	15/03/2017 12:40:31	9.907561
530	15/03/2017 12:40:33	9.905140
531	15/03/2017 12:40:34	9.905336
532	15/03/2017 12:40:36	9.905924
533	15/03/2017 12:40:37	9.907645
534	15/03/2017 12:40:39	9.907018
535	15/03/2017 12:40:40	9.905685
536	15/03/2017 12:40:42	9.904504
537	15/03/2017 12:40:44	9.904511
538	15/03/2017 12:40:45	9.903433
539	15/03/2017 12:40:47	9.904186
540	15/03/2017 12:40:48	9.903943
541	15/03/2017 12:40:50	9.903501
542	15/03/2017 12:40:51	9.904020
543	15/03/2017 12:40:53	9.904540
544	15/03/2017 12:40:54	9.904539
545	15/03/2017 12:40:56	9.906855
546	15/03/2017 12:40:57	9.907647
547	15/03/2017 12:40:59	9.906765
548	15/03/2017 12:41:00	9.905180
549	15/03/2017 12:41:02	9.905607
550	15/03/2017 12:41:03	9.907101
551	15/03/2017 12:41:05	9.908565
552	15/03/2017 12:41:06	9.908049
553	15/03/2017 12:41:08	9.906544
554	15/03/2017 12:41:09	9.905032
555	15/03/2017 12:41:11	9.905664
556	15/03/2017 12:41:13	9.907040
557	15/03/2017 12:41:14	9.906090
558	15/03/2017 12:41:16	9.905029
559	15/03/2017 12:41:17	9.904369
560	15/03/2017 12:41:19	9.904221
561	15/03/2017 12:41:20	9.905116
562	15/03/2017 12:41:22	9.905008
563	15/03/2017 12:41:23	9.904583
564	15/03/2017 12:41:25	9.902497
565	15/03/2017 12:41:26	9.902974
566	15/03/2017 12:41:28	9.904024
567	15/03/2017 12:41:29	9.905301
568	15/03/2017 12:41:31	9.905968
569	15/03/2017 12:41:32	9.906576
570	15/03/2017 12:41:34	9.907025
571	15/03/2017 12:41:35	9.905361
572	15/03/2017 12:41:37	9.905237
573	15/03/2017 12:41:38	9.906076
574	15/03/2017 12:41:40	9.908584
575	15/03/2017 12:41:41	9.908723
576	15/03/2017 12:41:43	9.907538
577	15/03/2017 12:41:45	9.905239
578	15/03/2017 12:41:46	9.905336
579	15/03/2017 12:41:48	9.905870
580	15/03/2017 12:41:49	9.907045
581	15/03/2017 12:41:51	9.906080
582	15/03/2017 12:41:52	9.905389
583	15/03/2017 12:41:54	9.904461
584	15/03/2017 12:41:55	9.904533
585	15/03/2017 12:41:57	9.902937
586	15/03/2017 12:41:58	9.903955
587	15/03/2017 12:42:00	9.903575
588	15/03/2017 12:42:01	9.903583
589	15/03/2017 12:42:03	9.904061
590	15/03/2017 12:42:04	9.904391
591	15/03/2017 12:42:06	9.903730
592	15/03/2017 12:42:07	9.905777
593	15/03/2017 12:42:09	9.907024
594	15/03/2017 12:42:10	9.906589
595	15/03/2017 12:42:12	9.905084
596	15/03/2017 12:42:13	9.905454
597	15/03/2017 12:42:15	9.906956
598	15/03/2017 12:42:17	9.908557
599	15/03/2017 12:42:18	9.908372
600	15/03/2017 12:42:20	9.906947
601	15/03/2017 12:42:21	9.905216
602	15/03/2017 12:42:23	9.905629
603	15/03/2017 12:42:24	9.907216
604	15/03/2017 12:42:26	9.907708
605	15/03/2017 12:42:27	9.906799
606	15/03/2017 12:42:29	9.905250
607	15/03/2017 12:42:30	9.904647
608	15/03/2017 12:42:32	9.905318
609	15/03/2017 12:42:33	9.905712
610	15/03/2017 12:42:35	9.904695
611	15/03/2017 12:42:36	9.903427
612	15/03/2017 12:42:38	9.903343
613	15/03/2017 12:42:39	9.903894
614	15/03/2017 12:42:41	9.905018
615	15/03/2017 12:42:42	9.904924
616	15/03/2017 12:42:44	9.906045
617	15/03/2017 12:42:46	9.905542
618	15/03/2017 12:42:47	9.905342
619	15/03/2017 12:42:49	9.905022
620	15/03/2017 12:42:50	9.905982
621	15/03/2017 12:42:52	9.908429
622	15/03/2017 12:42:53	9.908537
623	15/03/2017 12:42:55	9.907646
624	15/03/2017 12:42:56	9.905223
625	15/03/2017 12:42:58	9.905268
626	15/03/2017 12:42:59	9.906085
627	15/03/2017 12:43:01	9.907782
628	15/03/2017 12:43:02	9.907276
629	15/03/2017 12:43:04	9.906275
630	15/03/2017 12:43:05	9.904713
631	15/03/2017 12:43:07	9.904754
632	15/03/2017 12:43:08	9.904374
633	15/03/2017 12:43:10	9.904985
634	15/03/2017 12:43:11	9.904694
635	15/03/2017 12:43:13	9.903774
636	15/03/2017 12:43:15	9.903802
637	15/03/2017 12:43:16	9.904120
638	15/03/2017 12:43:18	9.902267
639	15/03/2017 12:43:19	9.903776
640	15/03/2017 12:43:21	9.904806
641	15/03/2017 12:43:22	9.905258
642	15/03/2017 12:43:24	9.904844
643	15/03/2017 12:43:25	9.905276
644	15/03/2017 12:43:27	9.906759
645	15/03/2017 12:43:28	9.908345
646	15/03/2017 12:43:30	9.908247
647	15/03/2017 12:43:31	9.906958
648	15/03/2017 12:43:33	9.905175
649	15/03/2017 12:43:34	9.905659
650	15/03/2017 12:43:36	9.907231
651	15/03/2017 12:43:37	9.907408
652	15/03/2017 12:43:39	9.906427
653	15/03/2017 12:43:40	9.905044
654	15/03/2017 12:43:42	9.904523
655	15/03/2017 12:43:44	9.905249
656	15/03/2017 12:43:45	9.905576
657	15/03/2017 12:43:47	9.904842
658	15/03/2017 12:43:48	9.903165
659	15/03/2017 12:43:50	9.903304
660	15/03/2017 12:43:51	9.903868
661	15/03/2017 12:43:53	9.905118
662	15/03/2017 12:43:54	9.904999
663	15/03/2017 12:43:56	9.905513
664	15/03/2017 12:43:57	9.905424
665	15/03/2017 12:43:59	9.905472
666	15/03/2017 12:44:00	9.904998
667	15/03/2017 12:44:02	9.905878
668	15/03/2017 12:44:03	9.908424
669	15/03/2017 12:44:05	9.908649
670	15/03/2017 12:44:06	9.907578
671	15/03/2017 12:44:08	9.905213
672	15/03/2017 12:44:09	9.905216
673	15/03/2017 12:44:11	9.905942
674	15/03/2017 12:44:13	9.907324
675	15/03/2017 12:44:14	9.906654
676	15/03/2017 12:44:16	9.905620
677	15/03/2017 12:44:17	9.904543
678	15/03/2017 12:44:19	9.904568
679	15/03/2017 12:44:20	9.903712
680	15/03/2017 12:44:22	9.904484
681	15/03/2017 12:44:23	9.904156
682	15/03/2017 12:44:25	9.903664
683	15/03/2017 12:44:26	9.903864
684	15/03/2017 12:44:28	9.904132
685	15/03/2017 12:44:29	9.902262
686	15/03/2017 12:44:31	9.904420
687	15/03/2017 12:44:32	9.905086
688	15/03/2017 12:44:34	9.905392
689	15/03/2017 12:44:35	9.904896
690	15/03/2017 12:44:37	9.905390
691	15/03/2017 12:44:38	9.906767
692	15/03/2017 12:44:40	9.908394
693	15/03/2017 12:44:42	9.908291
694	15/03/2017 12:44:43	9.907006
695	15/03/2017 12:44:45	9.905376
696	15/03/2017 12:44:46	9.905601
697	15/03/2017 12:44:48	9.907224
698	15/03/2017 12:44:49	9.907748
