# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0318056528201702e+00 +2.2826983720504743e+00 +1.9632102033141770e+01 +2.0730543041538931e+00 -3.1391568789909066e+04 +7.0268779798617575e+05 +3.0456079716753769e+08 
-1.0000000000000001e-01 -1.0318035360758215e+00 +2.2825014441064719e+00 +1.9745146320883940e+01 +5.2991333171920978e+00 -3.4478936229979372e+04 +6.7088922316414770e+05 +3.2147395274912214e+08 
-2.0000000000000001e-01 -1.0318014393152792e+00 +2.2822902371406797e+00 +1.9857409493979748e+01 +8.9608845066832412e+00 -3.7539055956529934e+04 +6.3667286462013959e+05 +3.3823341522233897e+08 
-3.0000000000000004e-01 -1.0317993635921825e+00 +2.2820646161930664e+00 +1.9969063053047080e+01 +1.3055505585105111e+01 -4.0574329521666208e+04 +6.0009461872270901e+05 +3.5484906689290762e+08 
-4.0000000000000002e-01 -1.0317973099600746e+00 +2.2818244463033341e+00 +2.0080278487491388e+01 +1.7580194005480791e+01 -4.3587158309616214e+04 +5.6121038436748309e+05 +3.7133078944027263e+08 
-5.0000000000000000e-01 -1.0317952794723537e+00 +2.2815695925011337e+00 +2.0191227271182047e+01 +2.2532147218195774e+01 -4.6579943463335396e+04 +5.2007606154825212e+05 +3.8768846358651525e+08 
-5.9999999999999998e-01 -1.0317932731822912e+00 +2.2812999198056634e+00 +2.0302080864659036e+01 +2.7908562656285255e+01 -4.9555085937033335e+04 +4.7674755149552453e+05 +4.0393196937854010e+08 
-6.9999999999999996e-01 -1.0317912921430854e+00 +2.2810152932227354e+00 +2.0413010722715921e+01 +3.3706637842633462e+01 -5.2514986647718346e+04 +4.3128075596790912e+05 +4.2007118692434317e+08 
-7.9999999999999993e-01 -1.0317893374078224e+00 +2.2807155777402865e+00 +2.0524188290367938e+01 +3.9923570472966041e+01 -5.5462046406370748e+04 +3.8373157688070578e+05 +4.3611599608249253e+08 
-8.9999999999999991e-01 -1.0317874100294859e+00 +2.2804006383261162e+00 +2.0635785004519107e+01 +4.6556558493624422e+01 -5.8398665961781036e+04 +3.3415591580619797e+05 +4.5207627670509583e+08 
-9.9999999999999989e-01 -1.0317855110610146e+00 +2.2800703399279802e+00 +2.0747972302147410e+01 +5.3602800071043333e+01 -6.1327246162417847e+04 +2.8260967420074699e+05 +4.6796190942274517e+08 
-1.0999999999999999e+00 -1.0317836415551800e+00 +2.2797245474706522e+00 +2.0860921604682318e+01 +6.1059493669271035e+01 -6.4250187665093443e+04 +2.2914875295972818e+05 +4.8378277426924616e+08 
-1.2000000000000000e+00 -1.0317818025647567e+00 +2.2793631258453622e+00 +2.0974804342179869e+01 +6.8923838360344178e+01 -6.7169891415052058e+04 +1.7382905057643662e+05 +4.9954875302079618e+08 
-1.3000000000000000e+00 -1.0317799951423952e+00 +2.2789859399203305e+00 +2.1089791935174269e+01 +7.7193033477573053e+01 -7.0088758293030449e+04 +1.1670646525802955e+05 +5.1526972749405843e+08 
-1.4000000000000001e+00 -1.0317782203407537e+00 +2.2785928545197769e+00 +2.1206055814277995e+01 +8.5864279234143410e+01 -7.3009189511847348e+04 +5.7836891279148549e+04 +5.3095558149521947e+08 
-1.5000000000000002e+00 -1.0317764792123243e+00 +2.2781837344424969e+00 +2.1323767397756008e+01 +9.4934776163163406e+01 -7.5933586187288951e+04 -2.7237777626138636e+03 +5.4661619876392817e+08 
-1.6000000000000003e+00 -1.0317747723522919e+00 +2.2777587267655997e+00 +2.1443068069740612e+01 +1.0439495953083413e+02 -7.8864079870308444e+04 -6.4894310820660910e+04 +5.6226047425083709e+08 
-1.7000000000000004e+00 -1.0317730984867084e+00 +2.2773191047490831e+00 +2.1563968158517913e+01 +1.1420844911717717e+02 -8.1801483261615358e+04 -1.2849271104556364e+05 +5.7789230546274483e+08 
-1.8000000000000005e+00 -1.0317714558646607e+00 +2.2768664226769846e+00 +2.1686442551544417e+01 +1.2433221702121574e+02 -8.4746220608400923e+04 -1.9331193401180909e+05 +5.9351408661151278e+08 
-1.9000000000000006e+00 -1.0317698427353919e+00 +2.2764022347909698e+00 +2.1810466159450684e+01 +1.3472323669925802e+02 -8.7698716642619329e+04 -2.5914494372131603e+05 +6.0912821437718356e+08 
-2.0000000000000004e+00 -1.0317682573482205e+00 +2.2759280952901997e+00 +2.1936013904508656e+01 +1.4533848303439891e+02 -9.0659396338172039e+04 -3.2578471322481724e+05 +6.2473708668306100e+08 
-2.1000000000000005e+00 -1.0317666979525992e+00 +2.2754455583270490e+00 +2.2063060729033293e+01 +1.5613493250633925e+02 -9.3628685071285203e+04 -3.9302422577210818e+05 +6.4034310345916200e+08 
-2.2000000000000006e+00 -1.0317651627981468e+00 +2.2749561780156307e+00 +2.2191581598097954e+01 +1.6706956301231239e+02 -9.6607008662437976e+04 -4.6065647400329640e+05 +6.5594866682168818e+08 
-2.3000000000000007e+00 -1.0317636501346485e+00 +2.2744615084064792e+00 +2.2321551499064338e+01 +1.7809935468067295e+02 -9.9594793352004475e+04 -5.2847446493657969e+05 +6.7155618091086066e+08 
-2.4000000000000008e+00 -1.0317621582120902e+00 +2.2739631035104817e+00 +2.2452945446304895e+01 +1.8918128920710762e+02 -1.0259246589009049e+05 -5.9627121622956381e+05 +6.8716805232033229e+08 
-2.5000000000000009e+00 -1.0317606852806640e+00 +2.2734625172800382e+00 +2.2585738480895227e+01 +2.0027235048559035e+02 -1.0560045351509329e+05 -6.6383976012652752e+05 +7.0278668995370853e+08 
-2.6000000000000010e+00 -1.0317592295908278e+00 +2.2729613036161416e+00 +2.2719905677692449e+01 +2.1132952445406067e+02 -1.0861918408058408e+05 -7.3097314274242532e+05 +7.1841450560639954e+08 
-2.7000000000000011e+00 -1.0317577893932797e+00 +2.2724610163590260e+00 +2.2855422142664178e+01 +2.2230979943590742e+02 -1.1164908600070377e+05 -7.9746442628400843e+05 +7.3405391369616175e+08 
-2.8000000000000012e+00 -1.0317563629390065e+00 +2.2719632092943796e+00 +2.2992263016880852e+01 +2.3317016601069474e+02 -1.1469058830781454e+05 -8.6310668847101345e+05 +7.4970733148984897e+08 
-2.9000000000000012e+00 -1.0317549484792983e+00 +2.2714694361389975e+00 +2.3130403479873344e+01 +2.4386761749892253e+02 -1.1774412071526131e+05 -9.2769302559892298e+05 +7.6537717939583683e+08 
-3.0000000000000013e+00 -1.0317535442657655e+00 +2.2709812505549714e+00 +2.3269818750333098e+01 +2.5435914960905356e+02 -1.2081011362239352e+05 -9.9101655067265884e+05 +7.8106588097138298e+08 
-3.1000000000000014e+00 -1.0317521485503898e+00 +2.2705002061349155e+00 +2.3410484092026465e+01 +2.6460176093436598e+02 -1.2388899820946490e+05 -1.0528703965412732e+06 +7.9677586332021987e+08 
-3.2000000000000015e+00 -1.0317507595854898e+00 +2.2700278564064922e+00 +2.3552374809833452e+01 +2.7455245286477333e+02 -1.2698120636195831e+05 -1.1130477155302796e+06 +8.1250955673687029e+08 
-3.3000000000000016e+00 -1.0317493756237905e+00 +2.2695657548255994e+00 +2.3695466257828546e+01 +2.8416822986607639e+02 -1.3008717081467643e+05 -1.1713416813430730e+06 +8.2826939536481702e+08 
