# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px[rad] py[rad] pz[rad]
0.0000000000000000e+00 +9.0901999999999994e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0000000000000000e+00
1.0000000000000001e-01 +9.0901994834109576e+00 +0.0000000000000000e+00 +9.9999999998220915e-02 -1.0331772992055928e-05 +0.0000000000000000e+00 +9.9999999994662725e-01
2.0000000000000001e-01 +9.0901979336469623e+00 +0.0000000000000000e+00 +1.9999999998576734e-01 -2.0663499158758186e-05 +0.0000000000000000e+00 +9.9999999978650989e-01
3.0000000000000004e-01 +9.0901953507126709e+00 +0.0000000000000000e+00 +2.9999999995196480e-01 -3.0995178982611105e-05 +0.0000000000000000e+00 +9.9999999951964946e-01
4.0000000000000002e-01 +9.0901917346126933e+00 +0.0000000000000000e+00 +3.9999999988613916e-01 -4.1326812958104999e-05 +0.0000000000000000e+00 +9.9999999914604731e-01
5.0000000000000000e-01 +9.0901870853515909e+00 +0.0000000000000000e+00 +4.9999999977761628e-01 -5.1658401591717873e-05 +0.0000000000000000e+00 +9.9999999866570477e-01
5.9999999999999998e-01 +9.0901814029338706e+00 +0.0000000000000000e+00 +5.9999999961572215e-01 -6.1989945400447169e-05 +0.0000000000000000e+00 +9.9999999807862339e-01
6.9999999999999996e-01 +9.0901746873639890e+00 +0.0000000000000000e+00 +6.9999999938978297e-01 -7.2321444895634670e-05 +0.0000000000000000e+00 +9.9999999738480438e-01
7.9999999999999993e-01 +9.0901669386463535e+00 +0.0000000000000000e+00 +7.9999999908912511e-01 -8.2652900566791015e-05 +0.0000000000000000e+00 +9.9999999658424910e-01
8.9999999999999991e-01 +9.0901581567853214e+00 +0.0000000000000000e+00 +8.9999999870307490e-01 -9.2984312880126988e-05 +0.0000000000000000e+00 +9.9999999567695885e-01
9.9999999999999989e-01 +9.0901483417852074e+00 +0.0000000000000000e+00 +9.9999999822095909e-01 -1.0331568227855552e-04 +0.0000000000000000e+00 +9.9999999466293499e-01
1.0999999999999999e+00 +9.0901374936502819e+00 +0.0000000000000000e+00 +1.0999999976321042e+00 -1.1364700918169373e-04 +0.0000000000000000e+00 +9.9999999354217872e-01
1.2000000000000000e+00 +9.0901256123847745e+00 +0.0000000000000000e+00 +1.1999999969258370e+00 -1.2397829398586480e-04 +0.0000000000000000e+00 +9.9999999231469139e-01
1.3000000000000000e+00 +9.0901126979928755e+00 +0.0000000000000000e+00 +1.2999999960914848e+00 -1.3430953706409997e-04 +0.0000000000000000e+00 +9.9999999098047421e-01
1.4000000000000001e+00 +9.0900987504787398e+00 +0.0000000000000000e+00 +1.3999999951183744e+00 -1.4464073876614049e-04 +0.0000000000000000e+00 +9.9999998953952840e-01
1.5000000000000002e+00 +9.0900837698464905e+00 +0.0000000000000000e+00 +1.4999999939958328e+00 -1.5497189941843952e-04 +0.0000000000000000e+00 +9.9999998799185519e-01
1.6000000000000003e+00 +9.0900677561002148e+00 +0.0000000000000000e+00 +1.5999999927131878e+00 -1.6530301932416396e-04 +0.0000000000000000e+00 +9.9999998633745590e-01
1.7000000000000004e+00 +9.0900507092439735e+00 +0.0000000000000000e+00 +1.6999999912597665e+00 -1.7563409876319644e-04 +0.0000000000000000e+00 +9.9999998457633166e-01
1.8000000000000005e+00 +9.0900326292818026e+00 +0.0000000000000000e+00 +1.7999999896248966e+00 -1.8596513799213707e-04 +0.0000000000000000e+00 +9.9999998270848367e-01
1.9000000000000006e+00 +9.0900135162177094e+00 +0.0000000000000000e+00 +1.8999999877979057e+00 -1.9629613724430532e-04 +0.0000000000000000e+00 +9.9999998073391316e-01
2.0000000000000004e+00 +9.0899933700556801e+00 +0.0000000000000000e+00 +1.9999999857681217e+00 -2.0662709672974189e-04 +0.0000000000000000e+00 +9.9999997865262136e-01
2.1000000000000005e+00 +9.0899721907996831e+00 +0.0000000000000000e+00 +2.0999999835248726e+00 -2.1695801663521041e-04 +0.0000000000000000e+00 +9.9999997646460936e-01
2.2000000000000006e+00 +9.0899499784536673e+00 +0.0000000000000000e+00 +2.1999999810574864e+00 -2.2728889712419933e-04 +0.0000000000000000e+00 +9.9999997416987840e-01
2.3000000000000007e+00 +9.0899267330215672e+00 +0.0000000000000000e+00 +2.2999999783552911e+00 -2.3761973833692361e-04 +0.0000000000000000e+00 +9.9999997176842970e-01
2.4000000000000008e+00 +9.0899024545073051e+00 +0.0000000000000000e+00 +2.3999999754076153e+00 -2.4795054039032649e-04 +0.0000000000000000e+00 +9.9999996926026435e-01
2.5000000000000009e+00 +9.0898771429147907e+00 +0.0000000000000000e+00 +2.4999999722037871e+00 -2.5828130337808124e-04 +0.0000000000000000e+00 +9.9999996664538371e-01
2.6000000000000010e+00 +9.0898507982479284e+00 +0.0000000000000000e+00 +2.5999999687331350e+00 -2.6861202737183548e-04 +0.0000000000000000e+00 +9.9999996392378887e-01
2.7000000000000011e+00 +9.0898234205106139e+00 +0.0000000000000000e+00 +2.6999999649849880e+00 -2.7894271243488009e-04 +0.0000000000000000e+00 +9.9999996109548095e-01
2.8000000000000012e+00 +9.0897950097067373e+00 +0.0000000000000000e+00 +2.7999999609486741e+00 -2.8927335863581651e-04 +0.0000000000000000e+00 +9.9999995816046128e-01
2.9000000000000012e+00 +9.0897655658401799e+00 +0.0000000000000000e+00 +2.8999999566135228e+00 -2.9960396604979665e-04 +0.0000000000000000e+00 +9.9999995511873097e-01
3.0000000000000013e+00 +9.0897350889148179e+00 +0.0000000000000000e+00 +2.9999999519688632e+00 -3.0993453475852017e-04 +0.0000000000000000e+00 +9.9999995197029112e-01
3.1000000000000014e+00 +9.0897035789345164e+00 +0.0000000000000000e+00 +3.0999999470040240e+00 -3.2026506485023122e-04 +0.0000000000000000e+00 +9.9999994871514297e-01
3.2000000000000015e+00 +9.0896710359031321e+00 +0.0000000000000000e+00 +3.1999999417083349e+00 -3.3059555641971492e-04 +0.0000000000000000e+00 +9.9999994535328773e-01
3.3000000000000016e+00 +9.0896374598245124e+00 +0.0000000000000000e+00 +3.2999999360711247e+00 -3.4092600956829323e-04 +0.0000000000000000e+00 +9.9999994188472652e-01
3.4000000000000017e+00 +9.0896028507024944e+00 +0.0000000000000000e+00 +3.3999999300817234e+00 -3.5125642440382077e-04 +0.0000000000000000e+00 +9.9999993830946043e-01
3.5000000000000018e+00 +9.0895672085409043e+00 +0.0000000000000000e+00 +3.4999999237294603e+00 -3.6158680104068008e-04 +0.0000000000000000e+00 +9.9999993462749071e-01
3.6000000000000019e+00 +9.0895305333435559e+00 +0.0000000000000000e+00 +3.5999999170036650e+00 -3.7191713959977638e-04 +0.0000000000000000e+00 +9.9999993083881844e-01
3.7000000000000020e+00 +9.0894928251142506e+00 +0.0000000000000000e+00 +3.6999999098936671e+00 -3.8224744020853233e-04 +0.0000000000000000e+00 +9.9999992694344475e-01
3.8000000000000020e+00 +9.0894540838567757e+00 +0.0000000000000000e+00 +3.7999999023887971e+00 -3.9257770300088197e-04 +0.0000000000000000e+00 +9.9999992294137074e-01
3.9000000000000021e+00 +9.0894143095749058e+00 +0.0000000000000000e+00 +3.8999998944783849e+00 -4.0290792811726467e-04 +0.0000000000000000e+00 +9.9999991883259765e-01
4.0000000000000018e+00 +9.0893735022724034e+00 +0.0000000000000000e+00 +3.9999998861517603e+00 -4.1323811570461832e-04 +0.0000000000000000e+00 +9.9999991461712645e-01
4.1000000000000014e+00 +9.0893316619530111e+00 +0.0000000000000000e+00 +4.0999998773982540e+00 -4.2356826591637256e-04 +0.0000000000000000e+00 +9.9999991029495827e-01
4.2000000000000011e+00 +9.0892887886204594e+00 +0.0000000000000000e+00 +4.1999998682071960e+00 -4.3389837891244135e-04 +0.0000000000000000e+00 +9.9999990586609422e-01
4.3000000000000007e+00 +9.0892448822784626e+00 +0.0000000000000000e+00 +4.2999998585679169e+00 -4.4422845485921514e-04 +0.0000000000000000e+00 +9.9999990133053529e-01
4.4000000000000004e+00 +9.0891999429307173e+00 +0.0000000000000000e+00 +4.3999998484697471e+00 -4.5455849392955300e-04 +0.0000000000000000e+00 +9.9999989668828271e-01
4.5000000000000000e+00 +9.0891539705809006e+00 +0.0000000000000000e+00 +4.4999998379020170e+00 -4.6488849630277383e-04 +0.0000000000000000e+00 +9.9999989193933736e-01
4.5999999999999996e+00 +9.0891069652326735e+00 +0.0000000000000000e+00 +4.5999998268540576e+00 -4.7521846216532176e-04 +0.0000000000000000e+00 +9.9999988708370047e-01
4.6999999999999993e+00 +9.0890589268896775e+00 +0.0000000000000000e+00 +4.6999998153152003e+00 -4.8554839171817150e-04 +0.0000000000000000e+00 +9.9999988212137292e-01
4.7999999999999989e+00 +9.0890098555555330e+00 +0.0000000000000000e+00 +4.7999998032747762e+00 -4.9587828518424140e-04 +0.0000000000000000e+00 +9.9999987705235582e-01
4.8999999999999986e+00 +9.0889597512338351e+00 +0.0000000000000000e+00 +4.8999997907221156e+00 -5.0620814280907063e-04 +0.0000000000000000e+00 +9.9999987187665007e-01
4.9999999999999982e+00 +9.0889086139281563e+00 +0.0000000000000000e+00 +4.9999997776465497e+00 -5.1653796486082380e-04 +0.0000000000000000e+00 +9.9999986659425677e-01
5.0999999999999979e+00 +9.0888564436420385e+00 +0.0000000000000000e+00 +5.0999997640374106e+00 -5.2686775163029499e-04 +0.0000000000000000e+00 +9.9999986120517670e-01
5.1999999999999975e+00 +9.0888032403789953e+00 +0.0000000000000000e+00 +5.1999997498840287e+00 -5.3719750343091306e-04 +0.0000000000000000e+00 +9.9999985570941097e-01
5.2999999999999972e+00 +9.0887490041425067e+00 +0.0000000000000000e+00 +5.2999997351757360e+00 -5.4752722059874654e-04 +0.0000000000000000e+00 +9.9999985010696035e-01
5.3999999999999968e+00 +9.0886937349360188e+00 +0.0000000000000000e+00 +5.3999997199018646e+00 -5.5785690349250924e-04 +0.0000000000000000e+00 +9.9999984439782574e-01
5.4999999999999964e+00 +9.0886374327629387e+00 +0.0000000000000000e+00 +5.4999997040517457e+00 -5.6818655249356591e-04 +0.0000000000000000e+00 +9.9999983858200803e-01
5.5999999999999961e+00 +9.0885800976266360e+00 +0.0000000000000000e+00 +5.5999996876147105e+00 -5.7851616800593875e-04 +0.0000000000000000e+00 +9.9999983265950798e-01
5.6999999999999957e+00 +9.0885217295304397e+00 +0.0000000000000000e+00 +5.6999996705800910e+00 -5.8884575045631358e-04 +0.0000000000000000e+00 +9.9999982663032638e-01
5.7999999999999954e+00 +9.0884623284776325e+00 +0.0000000000000000e+00 +5.7999996529372195e+00 -5.9917530029404687e-04 +0.0000000000000000e+00 +9.9999982049446401e-01
5.8999999999999950e+00 +9.0884018944714526e+00 +0.0000000000000000e+00 +5.8999996346754280e+00 -6.0950481799117292e-04 +0.0000000000000000e+00 +9.9999981425192153e-01
5.9999999999999947e+00 +9.0883404275150887e+00 +0.0000000000000000e+00 +5.9999996157840476e+00 -6.1983430404241114e-04 +0.0000000000000000e+00 +9.9999980790269971e-01
6.0999999999999943e+00 +9.0882779276116814e+00 +0.0000000000000000e+00 +6.0999995962524114e+00 -6.3016375896517412e-04 +0.0000000000000000e+00 +9.9999980144679912e-01
6.1999999999999940e+00 +9.0882143947643161e+00 +0.0000000000000000e+00 +6.1999995760698514e+00 -6.4049318329957561e-04 +0.0000000000000000e+00 +9.9999979488422042e-01
6.2999999999999936e+00 +9.0881498289760234e+00 +0.0000000000000000e+00 +6.2999995552256998e+00 -6.5082257760843928e-04 +0.0000000000000000e+00 +9.9999978821496416e-01
6.3999999999999932e+00 +9.0880842302497769e+00 +0.0000000000000000e+00 +6.3999995337092885e+00 -6.6115194247730726e-04 +0.0000000000000000e+00 +9.9999978143903090e-01
6.4999999999999929e+00 +9.0880175985884897e+00 +0.0000000000000000e+00 +6.4999995115099498e+00 -6.7148127851444927e-04 +0.0000000000000000e+00 +9.9999977455642119e-01
6.5999999999999925e+00 +9.0879499339950147e+00 +0.0000000000000000e+00 +6.5999994886170166e+00 -6.8181058634898220e-04 +0.0000000000000000e+00 +9.9999976756713549e-01
6.6999999999999922e+00 +9.0878812364721391e+00 +0.0000000000000000e+00 +6.6999994650198209e+00 -6.9213986661008375e-04 +0.0000000000000000e+00 +9.9999976047117412e-01
6.7999999999999918e+00 +9.0878115060225912e+00 +0.0000000000000000e+00 +6.7999994407076958e+00 -7.0246911990619744e-04 +0.0000000000000000e+00 +9.9999975326853763e-01
6.8999999999999915e+00 +9.0877407426490375e+00 +0.0000000000000000e+00 +6.8999994156699733e+00 -7.1279834682313548e-04 +0.0000000000000000e+00 +9.9999974595922636e-01
6.9999999999999911e+00 +9.0876689463540874e+00 +0.0000000000000000e+00 +6.9999993898959856e+00 -7.2312754792407152e-04 +0.0000000000000000e+00 +9.9999973854324076e-01
7.0999999999999908e+00 +9.0875961171402952e+00 +0.0000000000000000e+00 +7.0999993633750655e+00 -7.3345672374953280e-04 +0.0000000000000000e+00 +9.9999973102058126e-01
7.1999999999999904e+00 +9.0875222550101622e+00 +0.0000000000000000e+00 +7.1999993360965462e+00 -7.4378587481739242e-04 +0.0000000000000000e+00 +9.9999972339124821e-01
7.2999999999999901e+00 +9.0874473599661396e+00 +0.0000000000000000e+00 +7.2999993080497596e+00 -7.5411500162286111e-04 +0.0000000000000000e+00 +9.9999971565524204e-01
7.3999999999999897e+00 +9.0873714320106309e+00 +0.0000000000000000e+00 +7.3999992792240388e+00 -7.6444410463847863e-04 +0.0000000000000000e+00 +9.9999970781256309e-01
7.4999999999999893e+00 +9.0872944711459898e+00 +0.0000000000000000e+00 +7.4999992496087167e+00 -7.7477318431410486e-04 +0.0000000000000000e+00 +9.9999969986321169e-01
7.5999999999999890e+00 +9.0872164773745308e+00 +0.0000000000000000e+00 +7.5999992191931254e+00 -7.8510224107691069e-04 +0.0000000000000000e+00 +9.9999969180718828e-01
7.6999999999999886e+00 +9.0871374506985241e+00 +0.0000000000000000e+00 +7.6999991879665988e+00 -7.9543127533136880e-04 +0.0000000000000000e+00 +9.9999968364449332e-01
7.7999999999999883e+00 +9.0870573911202008e+00 +0.0000000000000000e+00 +7.7999991559184689e+00 -8.0576028745924367e-04 +0.0000000000000000e+00 +9.9999967537512713e-01
