# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0296009765357075e+00 +2.3005540478253796e+00 +1.9935674962975551e+01 +6.9488220122071297e+01 +4.1148449927314377e+03 +2.5096456219358509e+05 +7.0070662784909029e+06 
+1.0000000000000001e-01 -1.0296009708758598e+00 +2.3005540129836812e+00 +1.9935956279876599e+01 +6.9497738265095023e+01 +4.1161793441006075e+03 +2.5082575729679689e+05 +6.9716666146253832e+06 
+2.0000000000000001e-01 -1.0296009551935312e+00 +2.3005539848157981e+00 +1.9936733576960616e+01 +6.9522297266416984e+01 +4.1195499977890095e+03 +2.5045337781059014e+05 +6.8764476230156859e+06 
+3.0000000000000004e-01 -1.0296009314344574e+00 +2.3005540778268783e+00 +1.9937906863823258e+01 +6.9555904994152485e+01 +4.1240085496034189e+03 +2.4991347036857085e+05 +6.7378783476314349e+06 
+4.0000000000000002e-01 -1.0296009015444731e+00 +2.3005544065173931e+00 +1.9939376161029379e+01 +6.9592569537965517e+01 +4.1286063997846386e+03 +2.4927208010451659e+05 +6.5724287304628566e+06 
+5.0000000000000000e-01 -1.0296008674693302e+00 +2.3005550853660228e+00 +1.9941041478463738e+01 +6.9626299637110378e+01 +4.1323951572931810e+03 +2.4859524835972837e+05 +6.3965676980467457e+06 
+5.9999999999999998e-01 -1.0296008311548051e+00 +2.3005562288795218e+00 +1.9942802829166478e+01 +6.9651103155362691e+01 +4.1344263716959194e+03 +2.4794902176104466e+05 +6.2267644486821508e+06 
+6.9999999999999996e-01 -1.0296007945467016e+00 +2.3005579515982504e+00 +1.9944560229958721e+01 +6.9660986841847276e+01 +4.1337515114680264e+03 +2.4739945381081343e+05 +6.0794885805864641e+06 
+7.9999999999999993e-01 -1.0296007595908443e+00 +2.3005603681064124e+00 +1.9946213700761685e+01 +6.9649955947095719e+01 +4.1294219764178742e+03 +2.4701260737815077e+05 +5.9712100279747602e+06 
+8.9999999999999991e-01 -1.0296007282330684e+00 +2.3005635930664043e+00 +1.9947663264272997e+01 +6.9612013146850515e+01 +4.1204890943485998e+03 +2.4685456114745684e+05 +5.9183990978213511e+06 
+9.9999999999999989e-01 -1.0296007024192664e+00 +2.3005677412174008e+00 +1.9948808951428834e+01 +6.9541158509745230e+01 +4.1060040120304184e+03 +2.4699141002035674e+05 +5.9375270016257912e+06 
+1.0999999999999999e+00 -1.0296006839412859e+00 +2.3005728376489194e+00 +1.9949584360716791e+01 +6.9434721488900834e+01 +4.0854076437283115e+03 +2.4745996617911087e+05 +6.0391907259293776e+06 
