# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0297592926088455e+00 +2.3009113556671106e+00 +1.4658910474533963e+01 +1.3891151565506928e+02 +5.6395471979278918e+04 -8.9593894298599602e+05 -1.1234101198608226e+08 
+1.0000000000000001e-01 -1.0297615254834340e+00 +2.3012694879478586e+00 +1.4672935901811620e+01 +1.3261199418075336e+02 +5.5843390211477847e+04 -8.6653701183870423e+05 -1.0894169688565029e+08 
+2.0000000000000001e-01 -1.0297638387634012e+00 +2.3015543813326769e+00 +1.4683856606803825e+01 +1.2749203275002705e+02 +5.5373606281971879e+04 -8.4165405512360961e+05 -1.0591804155809024e+08 
+3.0000000000000004e-01 -1.0297662313086617e+00 +2.3017603457706550e+00 +1.4691011572004733e+01 +1.2365599282540882e+02 +5.4998819494890384e+04 -8.2172722395189630e+05 -1.0332700101412445e+08 
+4.0000000000000002e-01 -1.0297687019785478e+00 +2.3018816912619275e+00 +1.4693739747268049e+01 +1.2120823333889605e+02 +5.4731729440752941e+04 -8.0719365223365335e+05 -1.0122553079526916e+08 
+5.0000000000000000e-01 -1.0297712496318616e+00 +2.3019127278808367e+00 +1.4691380060246521e+01 +1.2025310985743246e+02 +5.4585035769173213e+04 -7.9849045122543955e+05 -9.9670585832443461e+07 
+5.9999999999999998e-01 -1.0297738735158586e+00 +2.3018495831440831e+00 +1.4683529873556150e+01 +1.2086225753926729e+02 +5.4566535375510313e+04 -7.9592645746891957e+05 -9.8697800527062282e+07 
+6.9999999999999996e-01 -1.0297765744324037e+00 +2.3016956218747486e+00 +1.4670809025578032e+01 +1.2297696127773862e+02 +5.4664618508015810e+04 -7.9929870150624192e+05 -9.8258335167246088e+07 
+7.9999999999999993e-01 -1.0297793535715487e+00 +2.3014560102570383e+00 +1.4654090146336864e+01 +1.2650604713795266e+02 +5.4862874639834241e+04 -8.0827656599114207e+05 -9.8282431957175165e+07 
+8.9999999999999991e-01 -1.0297822121228286e+00 +2.3011359144622672e+00 +1.4634245825882997e+01 +1.3135834101149015e+02 +5.5144893858052150e+04 -8.2252943118209043e+05 -9.8700335788938552e+07 
+9.9999999999999989e-01 -1.0297851512754237e+00 +2.3007405006449275e+00 +1.4612148630418547e+01 +1.3744266887926830e+02 +5.5494266614543929e+04 -8.4172667684064363e+05 -9.9442293237707391e+07 
+1.0999999999999999e+00 -1.0297881722180851e+00 +2.3002749349124616e+00 +1.4588671087576470e+01 +1.4466785785071909e+02 +5.5894584060604066e+04 -8.6553768868835561e+05 -1.0043855431927031e+08 
+1.2000000000000000e+00 -1.0297912761392156e+00 +2.2997443833117184e+00 +1.4564685691091556e+01 +1.5294273672653119e+02 +5.6329438018253961e+04 -8.9363186212278460e+05 -1.0161937253356716e+08 
