fieldmap_name:     	BD-015
timestamp:         	2017-03-14_08-00-00
filename:          	2017-03-14_BD-015_Model09_Hall_I=991.63A_2.dat
nr_magnets:        	1

magnet_name:       	BD-015
gap[mm]:           	28
control_gap[mm]:   	--
magnet_length[mm]: 	1206
current_main[A]:   	991.63
NI_main[A.esp]:   	11899.56
center_pos_z[mm]: 	0
center_pos_x[mm]: 	0
rotation[deg]:    	0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	1.0876626289e-04  -4.3119839652e-03  5.3417752032e-05
-48.000	0.000	-741.500	9.3989492384e-05  -4.3959119615e-03  5.4983907576e-05
-46.000	0.000	-741.500	8.0061469501e-05  -4.4781035677e-03  5.6422327030e-05
-44.000	0.000	-741.500	6.6701139653e-05  -4.5573460964e-03  5.7138759885e-05
-42.000	0.000	-741.500	5.2782423214e-05  -4.6354613644e-03  5.7377570837e-05
-40.000	0.000	-741.500	3.7499382202e-05  -4.7117195308e-03  5.7209107297e-05
-38.000	0.000	-741.500	2.4215365188e-05  -4.7858921719e-03  5.7123949904e-05
-36.000	0.000	-741.500	1.0263145553e-05  -4.8569931669e-03  5.6609303046e-05
-34.000	0.000	-741.500	-3.3019260449e-06  -4.9260086366e-03  5.6446393250e-05
-32.000	0.000	-741.500	-1.6081533838e-05  -4.9923647368e-03  5.4654385488e-05
-30.000	0.000	-741.500	-2.8673151478e-05  -5.0551366307e-03  5.2766112846e-05
-28.000	0.000	-741.500	-4.2029758749e-05  -5.1152602976e-03  4.9391288311e-05
-26.000	0.000	-741.500	-5.3906641552e-05  -5.1720653239e-03  4.7253097232e-05
-24.000	0.000	-741.500	-6.5470827863e-05  -5.2251765748e-03  4.4028223760e-05
-22.000	0.000	-741.500	-7.7388659016e-05  -5.2759163070e-03  4.0918127644e-05
-20.000	0.000	-741.500	-8.8266029820e-05  -5.3224014192e-03  3.7698807915e-05
-18.000	0.000	-741.500	-9.7604114920e-05  -5.3652818970e-03  3.3252110969e-05
-16.000	0.000	-741.500	-1.0752106079e-04  -5.4052838672e-03  2.8585115548e-05
-14.000	0.000	-741.500	-1.1667115573e-04  -5.4412206418e-03  2.3897756402e-05
-12.000	0.000	-741.500	-1.2482546126e-04  -5.4730866496e-03  1.9652845454e-05
-10.000	0.000	-741.500	-1.3165639056e-04  -5.5006608953e-03  1.4858113943e-05
-8.000	0.000	-741.500	-1.3917599666e-04  -5.5247642180e-03  9.4931981432e-06
-6.000	0.000	-741.500	-1.4672724467e-04  -5.5442229295e-03  3.5951230098e-06
-4.000	0.000	-741.500	-1.5217151394e-04  -5.5601438622e-03  -1.9604713014e-06
-2.000	0.000	-741.500	-1.5766789929e-04  -5.5734592812e-03  -7.4697844204e-06
0.000	0.000	-741.500	-1.6193955671e-04  -5.5816082434e-03  -1.4034308721e-05
2.000	0.000	-741.500	-1.6636570110e-04  -5.5853781598e-03  -2.1396720776e-05
4.000	0.000	-741.500	-1.6902734385e-04  -5.5853410178e-03  -2.8566603071e-05
6.000	0.000	-741.500	-1.7333994963e-04  -5.5813296781e-03  -3.4349900848e-05
8.000	0.000	-741.500	-1.7520123826e-04  -5.5733794258e-03  -4.0644142986e-05
10.000	0.000	-741.500	-1.7698435278e-04  -5.5625005242e-03  -4.7543743119e-05
12.000	0.000	-741.500	-1.7843429663e-04  -5.5464570228e-03  -5.4024961274e-05
14.000	0.000	-741.500	-1.7969252775e-04  -5.5275034430e-03  -6.1050446249e-05
16.000	0.000	-741.500	-1.7996055331e-04  -5.5044438114e-03  -6.6606040561e-05
18.000	0.000	-741.500	-1.8021182728e-04  -5.4779336849e-03  -7.3972155111e-05
20.000	0.000	-741.500	-1.8085583315e-04  -5.4482033441e-03  -8.0183091103e-05
22.000	0.000	-741.500	-1.8155381639e-04  -5.4144820918e-03  -8.6717995441e-05
24.000	0.000	-741.500	-1.8049474315e-04  -5.3771766332e-03  -9.3278817247e-05
26.000	0.000	-741.500	-1.8066412042e-04  -5.3374996558e-03  -9.9130611188e-05
28.000	0.000	-741.500	-1.8028255625e-04  -5.2934213474e-03  -1.0465473429e-04
30.000	0.000	-741.500	-1.7920114755e-04  -5.2470476613e-03  -1.1027327102e-04
32.000	0.000	-741.500	-1.7920487013e-04  -5.1979254648e-03  -1.1673412545e-04
34.000	0.000	-741.500	-1.7835053864e-04  -5.1463556082e-03  -1.2207682628e-04
36.000	0.000	-741.500	-1.7825933550e-04  -5.0923882333e-03  -1.2754170945e-04
38.000	0.000	-741.500	-1.7782565524e-04  -5.0352062155e-03  -1.3240308588e-04
40.000	0.000	-741.500	-1.7843429663e-04  -4.9756879637e-03  -1.3754770321e-04
42.000	0.000	-741.500	-1.7965902455e-04  -4.9147620289e-03  -1.4266825431e-04
44.000	0.000	-741.500	-1.7944311507e-04  -4.8519269935e-03  -1.4718900116e-04
46.000	0.000	-741.500	-1.8158359701e-04  -4.7864103033e-03  -1.5168383055e-04
48.000	0.000	-741.500	-1.8359378874e-04  -4.7189139427e-03  -1.5486242283e-04
50.000	0.000	-741.500	-1.8609163809e-04  -4.6504351753e-03  -1.5976822920e-04
-50.000	0.000	-739.500	1.1330594588e-04  -4.5879585605e-03  5.6133532391e-05
-48.000	0.000	-739.500	9.7855388886e-05  -4.6786965487e-03  5.7753374117e-05
-46.000	0.000	-739.500	8.2994860396e-05  -4.7669385921e-03  5.9132553645e-05
-44.000	0.000	-739.500	6.9007276277e-05  -4.8525992643e-03  5.9941548884e-05
-42.000	0.000	-739.500	5.4277037991e-05  -4.9364919756e-03  5.9884160206e-05
-40.000	0.000	-739.500	3.8296013739e-05  -5.0186910102e-03  5.9510208173e-05
-38.000	0.000	-739.500	2.4375436011e-05  -5.0985018121e-03  5.9584258081e-05
-36.000	0.000	-739.500	9.9169458665e-06  -5.1750961138e-03  5.8588286825e-05
-34.000	0.000	-739.500	-4.5676023192e-06  -5.2493170396e-03  5.8245806002e-05
-32.000	0.000	-739.500	-1.8430480100e-05  -5.3206706004e-03  5.6177962335e-05
-30.000	0.000	-739.500	-3.1731248711e-05  -5.3882468164e-03  5.3958316357e-05
-28.000	0.000	-739.500	-4.5285152577e-05  -5.4529203824e-03  5.0766765343e-05
-26.000	0.000	-739.500	-5.7608744654e-05  -5.5144591608e-03  4.7928802638e-05
-24.000	0.000	-739.500	-6.9718288537e-05  -5.5710654772e-03  4.4585449314e-05
-22.000	0.000	-739.500	-8.1946954892e-05  -5.6260096875e-03  4.1123616138e-05
-20.000	0.000	-739.500	-9.3177970538e-05  -5.6756760148e-03  3.7497021917e-05
-18.000	0.000	-739.500	-1.0295531976e-04  -5.7221128424e-03  3.2644901727e-05
-16.000	0.000	-739.500	-1.1339342644e-04  -5.7647314689e-03  2.7781674051e-05
-14.000	0.000	-739.500	-1.2248768273e-04  -5.8035430369e-03  2.2540791847e-05
-12.000	0.000	-739.500	-1.3084859129e-04  -5.8375632826e-03  1.7788639032e-05
-10.000	0.000	-739.500	-1.3808528152e-04  -5.8671376269e-03  1.2803229009e-05
-8.000	0.000	-739.500	-1.4580032293e-04  -5.8927284880e-03  6.8514676927e-06
-6.000	0.000	-739.500	-1.5322872589e-04  -5.9132680326e-03  7.8307777195e-07
-4.000	0.000	-739.500	-1.5922207530e-04  -5.9302660843e-03  -5.2593946811e-06
