fieldmap_name:	BD-006
timestamp:	2017-04-19_10-31-12
filename:	2017-04-19_BD-006_Model09_Hall_I=991.63A.dat
nr_magnets:	1

magnet_name:	BD-006
gap[mm]:	28
control_gap:	--
magnet_length[mm]:	1206
current_main[A]:	991.63
NI_main[A.esp]:	11899.56
center_pos_z[mm]:	0
center_pos_x[mm]:	0
rotation[deg]:	0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	1.3890238723e-04	-4.0732108308e-03	-2.9319690630e-04
-48.000	0.000	-741.500	1.3613837361e-04	-4.1543048899e-03	-2.9402626527e-04
-46.000	0.000	-741.500	1.3418588182e-04	-4.2343719717e-03	-2.9585529798e-04
-44.000	0.000	-741.500	1.3155960355e-04	-4.3121213907e-03	-2.9763619826e-04
-42.000	0.000	-741.500	1.2895007688e-04	-4.3874714343e-03	-2.9940784230e-04
-40.000	0.000	-741.500	1.2778118762e-04	-4.4613116543e-03	-3.0113135389e-04
-38.000	0.000	-741.500	1.2498180951e-04	-4.5328453539e-03	-3.0301037030e-04
-36.000	0.000	-741.500	1.2296975649e-04	-4.6016509712e-03	-3.0440435981e-04
-34.000	0.000	-741.500	1.2067292631e-04	-4.6680664986e-03	-3.0734784363e-04
-32.000	0.000	-741.500	1.1825511237e-04	-4.7321272211e-03	-3.0864741951e-04
-30.000	0.000	-741.500	1.1697082321e-04	-4.7927467342e-03	-3.0988405296e-04
-28.000	0.000	-741.500	1.1493457343e-04	-4.8506103084e-03	-3.1275163563e-04
-26.000	0.000	-741.500	1.1377685190e-04	-4.9065722104e-03	-3.1422337754e-04
-24.000	0.000	-741.500	1.1174060213e-04	-4.9581123534e-03	-3.1554701964e-04
-22.000	0.000	-741.500	1.1071689338e-04	-5.0069206998e-03	-3.1744084602e-04
-20.000	0.000	-741.500	1.0974343942e-04	-5.0515394248e-03	-3.1954016090e-04
