fieldmap_name:		BD-035
timestamp:		2017-04-07_14-35-47
filename:		2017-04-07_BD-035_Model09_Hall_I=991.63A.dat
nr_magnets:		1

magnet_name:		BD-035
gap[mm]:		28
control_gap[mm]:	--
magnet_length[mm]:	1206
current_main[A]:	991.63
NI_main[A.esp]:		11899.56
center_pos_z[mm]:	0
center_pos_x[mm]:	0
rotation[deg]:		0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
---------------------------------------------------------------------------------------------
-50.100	0.000	-741.500	1.9781403393e-04	-4.7141764763e-03	-1.3440983838e-04
-48.100	0.000	-741.500	1.8814463946e-04	-4.8029700790e-03	-1.3201987761e-04
-46.100	0.000	-741.500	1.7909877667e-04	-4.8894125909e-03	-1.2879870663e-04
-44.100	0.000	-741.500	1.6965087554e-04	-4.9745625601e-03	-1.2723440234e-04
-42.100	0.000	-741.500	1.5961852978e-04	-5.0580188525e-03	-1.2355967568e-04
-40.100	0.000	-741.500	1.4905943933e-04	-5.1386319223e-03	-1.2227861228e-04
-38.100	0.000	-741.500	1.3913504831e-04	-5.2172671788e-03	-1.2031073598e-04
-36.100	0.000	-741.500	1.2922740889e-04	-5.2911612547e-03	-1.1916296242e-04
-34.100	0.000	-741.500	1.1824394463e-04	-5.3648510494e-03	-1.1790041150e-04
-32.100	0.000	-741.500	1.0799941197e-04	-5.4339092325e-03	-1.1720434236e-04
-30.100	0.000	-741.500	9.7544553684e-05	-5.5003173315e-03	-1.1639904962e-04
-28.100	0.000	-741.500	8.6723021539e-05	-5.5648534720e-03	-1.1583997282e-04
-26.100	0.000	-741.500	7.6437540522e-05	-5.6248842839e-03	-1.1452558696e-04
-24.100	0.000	-741.500	6.7737877425e-05	-5.6814497440e-03	-1.1428122227e-04
-22.100	0.000	-741.500	5.6298397452e-05	-5.7335693027e-03	-1.1472552171e-04
-20.100	0.000	-741.500	4.7669463324e-05	-5.7827100702e-03	-1.1547527702e-04
-18.100	0.000	-741.500	3.7653869159e-05	-5.8276667877e-03	-1.1633610720e-04
-16.100	0.000	-741.500	2.7898855404e-05	-5.8686251653e-03	-1.1710992873e-04
-14.100	0.000	-741.500	1.9964181938e-05	-5.9049705023e-03	-1.1768011302e-04
-12.100	0.000	-741.500	1.0760109620e-05	-5.9387641816e-03	-1.1874272919e-04
-10.100	0.000	-741.500	3.3317066631e-06	-5.9670794109e-03	-1.2019595863e-04
-8.100	0.000	-741.500	-5.5280272567e-06	-5.9916804369e-03	-1.2147331953e-04
-6.100	0.000	-741.500	-1.3907548708e-05	-6.0116665652e-03	-1.2356893192e-04
-4.100	0.000	-741.500	-2.0891103680e-05	-6.0267443737e-03	-1.2607737253e-04
-2.100	0.000	-741.500	-2.8291587307e-05	-6.0380485517e-03	-1.2845437456e-04
-0.100	0.000	-741.500	-3.4487817185e-05	-6.0454918152e-03	-1.3132936222e-04
1.900	0.000	-741.500	-3.9958144494e-05	-6.0483387521e-03	-1.3363046310e-04
3.900	0.000	-741.500	-4.5789561799e-05	-6.0473470598e-03	-1.3629625977e-04
5.900	0.000	-741.500	-5.1607950083e-05	-6.0398035128e-03	-1.3894909771e-04
7.900	0.000	-741.500	-5.6836309869e-05	-6.0305050046e-03	-1.4177780417e-04
9.900	0.000	-741.500	-6.1048406058e-05	-6.0174551511e-03	-1.4483606535e-04
11.900	0.000	-741.500	-6.5632759975e-05	-5.9986612821e-03	-1.4752592824e-04
13.900	0.000	-741.500	-7.0440468528e-05	-5.9766063426e-03	-1.5070266928e-04
15.900	0.000	-741.500	-7.3487398030e-05	-5.9500646453e-03	-1.5338327593e-04
17.900	0.000	-741.500	-7.6459875986e-05	-5.9200167401e-03	-1.5671737301e-04
19.900	0.000	-741.500	-8.0564017434e-05	-5.8866279090e-03	-1.5965900559e-04
21.900	0.000	-741.500	-8.3521605080e-05	-5.8489603156e-03	-1.6250807578e-04
23.900	0.000	-741.500	-8.7246043646e-05	-5.8075766617e-03	-1.6576442046e-04
25.900	0.000	-741.500	-8.9466560992e-05	-5.7638196319e-03	-1.6884674786e-04
27.900	0.000	-741.500	-9.2725677398e-05	-5.7154068482e-03	-1.7181985165e-04
29.900	0.000	-741.500	-9.6455699830e-05	-5.6640877004e-03	-1.7542978464e-04
31.900	0.000	-741.500	-9.8743223567e-05	-5.6094053414e-03	-1.7799746519e-04
33.900	0.000	-741.500	-1.0229642358e-04	-5.5517441913e-03	-1.8071509679e-04
35.900	0.000	-741.500	-1.0578820106e-04	-5.4925880743e-03	-1.8375114300e-04
37.900	0.000	-741.500	-1.0906220778e-04	-5.4300408897e-03	-1.8613925252e-04
39.900	0.000	-741.500	-1.1314587505e-04	-5.3648863343e-03	-1.8874395801e-04
41.900	0.000	-741.500	-1.1733377449e-04	-5.2970854090e-03	-1.9018978246e-04
43.900	0.000	-741.500	-1.2188462521e-04	-5.2282872202e-03	-1.9268526434e-04
45.900	0.000	-741.500	-1.2521819316e-04	-5.1564359561e-03	-1.9471423181e-04
47.900	0.000	-741.500	-1.3135672309e-04	-5.0837564247e-03	-1.9675615801e-04
49.900	0.000	-741.500	-1.3675446014e-04	-5.0086310904e-03	-1.9906281263e-04
-50.100	0.000	-739.500	2.0848480170e-04	-5.0093813595e-03	-1.3568719928e-04
-48.100	0.000	-739.500	1.9845245594e-04	-5.1049143842e-03	-1.3346755330e-04
-46.100	0.000	-739.500	1.8884262270e-04	-5.1979681781e-03	-1.3037782091e-04
-44.100	0.000	-739.500	1.7832634189e-04	-5.2896700020e-03	-1.2847844078e-04
-42.100	0.000	-739.500	1.6789754165e-04	-5.3791693033e-03	-1.2478890414e-04
-40.100	0.000	-739.500	1.5726772223e-04	-5.4661448035e-03	-1.2358003940e-04
-38.100	0.000	-739.500	1.4657275771e-04	-5.5508973529e-03	-1.2161586560e-04
-36.100	0.000	-739.500	1.3596713505e-04	-5.6305744434e-03	-1.2054029070e-04
-34.100	0.000	-739.500	1.2433966493e-04	-5.7095811202e-03	-1.1930365724e-04
-32.100	0.000	-739.500	1.1396111948e-04	-5.7840304695e-03	-1.1885565530e-04
-30.100	0.000	-739.500	1.0275430058e-04	-5.8555288843e-03	-1.1795224643e-04
-28.100	0.000	-739.500	9.1236646488e-05	-5.9247579207e-03	-1.1751164948e-04
-26.100	0.000	-739.500	8.0759452741e-05	-5.9894983424e-03	-1.1625465230e-04
-24.100	0.000	-739.500	7.1192429138e-05	-6.0505375605e-03	-1.1588440276e-04
-22.100	0.000	-739.500	5.9555652570e-05	-6.1064994625e-03	-1.1658602564e-04
-20.100	0.000	-739.500	5.0381360870e-05	-6.1593488622e-03	-1.1746351704e-04
-18.100	0.000	-739.500	3.9567273880e-05	-6.2075722215e-03	-1.1825399980e-04
-16.100	0.000	-739.500	3.0204992027e-05	-6.2516523870e-03	-1.1935734343e-04
-14.100	0.000	-739.500	2.1201938882e-05	-6.2903061014e-03	-1.2013301621e-04
-12.100	0.000	-739.500	1.1651666878e-05	-6.3270191446e-03	-1.2145850955e-04
-10.100	0.000	-739.500	3.4861936201e-06	-6.3570466216e-03	-1.2312648372e-04
-8.100	0.000	-739.500	-5.3660951451e-06	-6.3834936067e-03	-1.2407247129e-04
-6.100	0.000	-739.500	-1.4035977624e-05	-6.4047852775e-03	-1.2697522766e-04
-4.100	0.000	-739.500	-2.1108874451e-05	-6.4209327766e-03	-1.2945034582e-04
-2.100	0.000	-739.500	-2.8846251321e-05	-6.4328015134e-03	-1.3216612618e-04
-0.100	0.000	-739.500	-3.5267697124e-05	-6.4401612074e-03	-1.3531880099e-04
1.900	0.000	-739.500	-4.0805030824e-05	-6.4429635738e-03	-1.3787352280e-04
3.900	0.000	-739.500	-4.6820715704e-05	-6.4413961800e-03	-1.4005614382e-04
5.900	0.000	-739.500	-5.2814065121e-05	-6.4333716436e-03	-1.4340505089e-04
