# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -5.1474574616277677e-02 +1.1500049405212552e-01 +9.9870228001676076e-01 +3.6089699899248533e+00 +1.8700291821550482e+02 +1.1754622405823658e+04 +3.9256889439525997e+05 
+1.0000000000000001e-01 -5.1474574687711452e-02 +1.1500048908192609e-01 +9.9870270146639450e-01 +3.6091159759272471e+00 +1.8700284974357433e+02 +1.1753698751636266e+04 +3.9254745153685694e+05 
+2.0000000000000001e-01 -5.1474574898048985e-02 +1.1500047543007808e-01 +9.9870386351696638e-01 +3.6095108916941063e+00 +1.8700254036962545e+02 +1.1751197876081171e+04 +3.9248915842478978e+05 
+3.0000000000000004e-01 -5.1474575241344737e-02 +1.1500045498440711e-01 +9.9870561275186975e-01 +3.6100901827519234e+00 +1.8700183351982764e+02 +1.1747524857705821e+04 +3.9240307141208154e+05 
+4.0000000000000002e-01 -5.1474575711652114e-02 +1.1500042963273650e-01 +9.9870779559053791e-01 +3.6107892941658712e+00 +1.8700057586753971e+02 +1.1743084778892069e+04 +3.9229823114702513e+05 
+5.0000000000000000e-01 -5.1474576303024724e-02 +1.1500040126274570e-01 +9.9871025851041428e-01 +3.6115436756151000e+00 +1.8699861277912930e+02 +1.1738282694457148e+04 +3.9218368501236144e+05 
+5.9999999999999998e-01 -5.1474577009515812e-02 +1.1500037176262351e-01 +9.9871284793889503e-01 +3.6122887617054777e+00 +1.8699579070503773e+02 +1.1733523747680574e+04 +3.9206847487206693e+05 
+6.9999999999999996e-01 -5.1474577825180522e-02 +1.1500034302009290e-01 +9.9871541052229729e-01 +3.6129600006284455e+00 +1.8699195186862607e+02 +1.1729213003385434e+04 +3.9196166298318235e+05 
+7.9999999999999993e-01 -5.1474578744072380e-02 +1.1500031692310918e-01 +9.9871779272802130e-01 +3.6134928333666796e+00 +1.8698694182881519e+02 +1.1725755569765734e+04 +3.9187229595855949e+05 
+8.9999999999999991e-01 -5.1474579760246122e-02 +1.1500029535956435e-01 +9.9871984120454715e-01 +3.6138227032263330e+00 +1.8698060249015958e+02 +1.1723556540276482e+04 +3.9180943834784353e+05 
+9.9999999999999989e-01 -5.1474580867755748e-02 +1.1500028021758685e-01 +9.9872140245982954e-01 +3.6138850456747051e+00 +1.8697277864751072e+02 +1.1723021058001023e+04 +3.9178214054147882e+05 
+1.0999999999999999e+00 -5.1474582062549394e-02 +1.1500027277300505e-01 +9.9872235781843521e-01 +3.6136349670843786e+00 +1.8696346573869320e+02 +1.1724429896493939e+04 +3.9179638100367092e+05 
+1.2000000000000000e+00 -5.1474583348033058e-02 +1.1500027188564615e-01 +9.9872271830813275e-01 +3.6131052266348829e+00 +1.8695336762900695e+02 +1.1727573483860191e+04 +3.9184565349062718e+05 
+1.3000000000000000e+00 -5.1474584729442968e-02 +1.1500027581950900e-01 +9.9872252452488930e-01 +3.6123477484043502e+00 +1.8694339998241804e+02 +1.1732121367487940e+04 +3.9192024304502486e+05 
+1.4000000000000001e+00 -5.1474586212020369e-02 +1.1500028283862766e-01 +9.9872181763995727e-01 +3.6114144554540171e+00 +1.8693446793683532e+02 +1.1737743101086106e+04 +3.9201048371786345e+05 
+1.5000000000000002e+00 -5.1474587801002919e-02 +1.1500029120733105e-01 +9.9872063841870740e-01 +3.6103572624683165e+00 +1.8692748405854252e+02 +1.1744108285554426e+04 +3.9210667491742020e+05 
+1.6000000000000003e+00 -5.1474589501631508e-02 +1.1500029918922773e-01 +9.9871902798759538e-01 +3.6092281051014385e+00 +1.8692335451694143e+02 +1.1750886399777935e+04 +3.9219914511828584e+05 
+1.7000000000000004e+00 -5.1474591319142379e-02 +1.1500030504852736e-01 +9.9871702691908959e-01 +3.6080789018343786e+00 +1.8692299570267406e+02 +1.1757747021258296e+04 +3.9227817503331235e+05 
+1.8000000000000005e+00 -5.1474593258774952e-02 +1.1500030704900789e-01 +9.9871467613562059e-01 +3.6069615841419296e+00 +1.8692731786342139e+02 +1.1764359649934257e+04 +3.9233407309498725e+05 
+1.9000000000000006e+00 -5.1474595325765281e-02 +1.1500030345458899e-01 +9.9871201622012440e-01 +3.6059280798707078e+00 +1.8693723721384328e+02 +1.1770393804925985e+04 +3.9235712047612941e+05 
