# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px py pz
-1.65084226646248e+01 +9.09357190970709e+00 +0.00000000000000e+00 -1.65084146948674e+01 +1.70194376814525e-03 +0.00000000000000e+00 +9.99998551692656e-01
-1.66084737110771e+01 +9.09340111244809e+00 +0.00000000000000e+00 -1.66084655955351e+01 +1.71225856881121e-03 +0.00000000000000e+00 +9.99998534084222e-01
-1.67085247575294e+01 +9.09322928318261e+00 +0.00000000000000e+00 -1.67085164944356e+01 +1.72257336929500e-03 +0.00000000000000e+00 +9.99998516369393e-01
-1.68085758039816e+01 +9.09305642191242e+00 +0.00000000000000e+00 -1.68085673915585e+01 +1.73288816959551e-03 +0.00000000000000e+00 +9.99998498548169e-01
-1.69086268504339e+01 +9.09288252863398e+00 +0.00000000000000e+00 -1.69086182868930e+01 +1.74320296971165e-03 +0.00000000000000e+00 +9.99998480620549e-01
-1.70086778968862e+01 +9.09270760334905e+00 +0.00000000000000e+00 -1.70086691804285e+01 +1.75351776964232e-03 +0.00000000000000e+00 +9.99998462586534e-01
-1.71087289433384e+01 +9.09253164605765e+00 +0.00000000000000e+00 -1.71087200721543e+01 +1.76383256938642e-03 +0.00000000000000e+00 +9.99998444446124e-01
-1.72087799897907e+01 +9.09235465676154e+00 +0.00000000000000e+00 -1.72087709620599e+01 +1.77414736894286e-03 +0.00000000000000e+00 +9.99998426199318e-01
-1.73088310362430e+01 +9.09217663545718e+00 +0.00000000000000e+00 -1.73088218501345e+01 +1.78446216831054e-03 +0.00000000000000e+00 +9.99998407846117e-01
-1.74088820826953e+01 +9.09199758214633e+00 +0.00000000000000e+00 -1.74088727363675e+01 +1.79477696748836e-03 +0.00000000000000e+00 +9.99998389386521e-01
-1.75089331291475e+01 +9.09181749682901e+00 +0.00000000000000e+00 -1.75089236207484e+01 +1.80509176647523e-03 +0.00000000000000e+00 +9.99998370820530e-01
-1.76089841755998e+01 +9.09163637950520e+00 +0.00000000000000e+00 -1.76089745032663e+01 +1.81540656527004e-03 +0.00000000000000e+00 +9.99998352148144e-01
-1.77090352220521e+01 +9.09145423017669e+00 +0.00000000000000e+00 -1.77090253839107e+01 +1.82572136387170e-03 +0.00000000000000e+00 +9.99998333369362e-01
-1.78090862685043e+01 +9.09127104883993e+00 +0.00000000000000e+00 -1.78090762626710e+01 +1.83603616227911e-03 +0.00000000000000e+00 +9.99998314484185e-01
-1.79091373149566e+01 +9.09108683549668e+00 +0.00000000000000e+00 -1.79091271395365e+01 +1.84635096049118e-03 +0.00000000000000e+00 +9.99998295492613e-01
-1.80091883614089e+01 +9.09090159014873e+00 +0.00000000000000e+00 -1.80091780144965e+01 +1.85666575850680e-03 +0.00000000000000e+00 +9.99998276394645e-01
-1.81092394078612e+01 +9.09071531279252e+00 +0.00000000000000e+00 -1.81092288875405e+01 +1.86698055632488e-03 +0.00000000000000e+00 +9.99998257190282e-01
-1.82092904543134e+01 +9.09052800343161e+00 +0.00000000000000e+00 -1.82092797586577e+01 +1.87729535394433e-03 +0.00000000000000e+00 +9.99998237879524e-01
-1.83093415007657e+01 +9.09033966206245e+00 +0.00000000000000e+00 -1.83093306278375e+01 +1.88761015136403e-03 +0.00000000000000e+00 +9.99998218462371e-01
-1.84093925472180e+01 +9.09015028869035e+00 +0.00000000000000e+00 -1.84093814950692e+01 +1.89792494858291e-03 +0.00000000000000e+00 +9.99998198938823e-01
-1.85094435936702e+01 +9.08995988331000e+00 +0.00000000000000e+00 -1.85094323603423e+01 +1.90823974559985e-03 +0.00000000000000e+00 +9.99998179308879e-01
-1.86094946401225e+01 +9.08976844592317e+00 +0.00000000000000e+00 -1.86094832236461e+01 +1.91855454241377e-03 +0.00000000000000e+00 +9.99998159572540e-01
-1.87095456865748e+01 +9.08957597652986e+00 +0.00000000000000e+00 -1.87095340849700e+01 +1.92886933902356e-03 +0.00000000000000e+00 +9.99998139729806e-01
-1.88095967330271e+01 +9.08938247513184e+00 +0.00000000000000e+00 -1.88095849443032e+01 +1.93918413542813e-03 +0.00000000000000e+00 +9.99998119780677e-01
-1.89096477794793e+01 +9.08918794172557e+00 +0.00000000000000e+00 -1.89096358016351e+01 +1.94949893162638e-03 +0.00000000000000e+00 +9.99998099725152e-01
-1.90096988259316e+01 +9.08899237631459e+00 +0.00000000000000e+00 -1.90096866569552e+01 +1.95981372761721e-03 +0.00000000000000e+00 +9.99998079563233e-01
-1.91097498723839e+01 +9.08879577889713e+00 +0.00000000000000e+00 -1.91097375102527e+01 +1.97012852339952e-03 +0.00000000000000e+00 +9.99998059294917e-01
-1.92098009188361e+01 +9.08859814947320e+00 +0.00000000000000e+00 -1.92097883615170e+01 +1.98044331897223e-03 +0.00000000000000e+00 +9.99998038920207e-01
-1.93098519652884e+01 +9.08839948804456e+00 +0.00000000000000e+00 -1.93098392107375e+01 +1.99075811433422e-03 +0.00000000000000e+00 +9.99998018439102e-01
-1.94099030117407e+01 +9.08819979460944e+00 +0.00000000000000e+00 -1.94098900579035e+01 +2.00107290948440e-03 +0.00000000000000e+00 +9.99997997851601e-01
-1.95099540581930e+01 +9.08799906916783e+00 +0.00000000000000e+00 -1.95099409030044e+01 +2.01138770442168e-03 +0.00000000000000e+00 +9.99997977157705e-01
-1.96100051046452e+01 +9.08779731171975e+00 +0.00000000000000e+00 -1.96099917460296e+01 +2.02170249914496e-03 +0.00000000000000e+00 +9.99997956357414e-01
-1.97100561510975e+01 +9.08759452226697e+00 +0.00000000000000e+00 -1.97100425869683e+01 +2.03201729365314e-03 +0.00000000000000e+00 +9.99997935450728e-01
-1.98101071975498e+01 +9.08739070080592e+00 +0.00000000000000e+00 -1.98100934258099e+01 +2.04233208794512e-03 +0.00000000000000e+00 +9.99997914437647e-01
-1.99101582440020e+01 +9.08718584734018e+00 +0.00000000000000e+00 -1.99101442625439e+01 +2.05264688201980e-03 +0.00000000000000e+00 +9.99997893318170e-01
-2.00102092904543e+01 +9.08697996186973e+00 +0.00000000000000e+00 -2.00101950971595e+01 +2.06296167587609e-03 +0.00000000000000e+00 +9.99997872092298e-01
-2.01102603369066e+01 +9.08677304439280e+00 +0.00000000000000e+00 -2.01102459296461e+01 +2.07327646951290e-03 +0.00000000000000e+00 +9.99997850760031e-01
-2.02103113833589e+01 +9.08656509490939e+00 +0.00000000000000e+00 -2.02102967599931e+01 +2.08359126292911e-03 +0.00000000000000e+00 +9.99997829321369e-01
-2.03103624298111e+01 +9.08635611341950e+00 +0.00000000000000e+00 -2.03103475881897e+01 +2.09390605612364e-03 +0.00000000000000e+00 +9.99997807776311e-01
-2.04104134762634e+01 +9.08614609992313e+00 +0.00000000000000e+00 -2.04103984142255e+01 +2.10422084909539e-03 +0.00000000000000e+00 +9.99997786124858e-01
-2.05104645227157e+01 +9.08593505442383e+00 +0.00000000000000e+00 -2.05104492380897e+01 +2.11453564184326e-03 +0.00000000000000e+00 +9.99997764367011e-01
-2.06105155691679e+01 +9.08572297691627e+00 +0.00000000000000e+00 -2.06105000597717e+01 +2.12485043436616e-03 +0.00000000000000e+00 +9.99997742502768e-01
-2.07105666156202e+01 +9.08550986740401e+00 +0.00000000000000e+00 -2.07105508792608e+01 +2.13516522666298e-03 +0.00000000000000e+00 +9.99997720532129e-01
-2.08106176620725e+01 +9.08529572588527e+00 +0.00000000000000e+00 -2.08106016965464e+01 +2.14548001873262e-03 +0.00000000000000e+00 +9.99997698455096e-01
-2.09106687085248e+01 +9.08508055236183e+00 +0.00000000000000e+00 -2.09106525116178e+01 +2.15579481057400e-03 +0.00000000000000e+00 +9.99997676271667e-01
-2.10107197549770e+01 +9.08486434683191e+00 +0.00000000000000e+00 -2.10107033244645e+01 +2.16610960218601e-03 +0.00000000000000e+00 +9.99997653981844e-01
-2.11107708014293e+01 +9.08464710929728e+00 +0.00000000000000e+00 -2.11107541350757e+01 +2.17642439356756e-03 +0.00000000000000e+00 +9.99997631585625e-01
-2.12108218478816e+01 +9.08442883975617e+00 +0.00000000000000e+00 -2.12108049434408e+01 +2.18673918471754e-03 +0.00000000000000e+00 +9.99997609083011e-01
-2.13108728943338e+01 +9.08420953821036e+00 +0.00000000000000e+00 -2.13108557495492e+01 +2.19705397563487e-03 +0.00000000000000e+00 +9.99997586474001e-01
-2.14109239407861e+01 +9.08398920465807e+00 +0.00000000000000e+00 -2.14109065533902e+01 +2.20736876631844e-03 +0.00000000000000e+00 +9.99997563758597e-01
-2.15109749872384e+01 +9.08376783909929e+00 +0.00000000000000e+00 -2.15109573549532e+01 +2.21768355676716e-03 +0.00000000000000e+00 +9.99997540936797e-01
-2.16110260336907e+01 +9.08354544153759e+00 +0.00000000000000e+00 -2.16110081542275e+01 +2.22799834697992e-03 +0.00000000000000e+00 +9.99997518008603e-01
-2.17110770801429e+01 +9.08332201196764e+00 +0.00000000000000e+00 -2.17110589512025e+01 +2.23831313695564e-03 +0.00000000000000e+00 +9.99997494974013e-01
-2.18111281265952e+01 +9.08309755039298e+00 +0.00000000000000e+00 -2.18111097458675e+01 +2.24862792669321e-03 +0.00000000000000e+00 +9.99997471833028e-01
-2.19111791730475e+01 +9.08287205681361e+00 +0.00000000000000e+00 -2.19111605382120e+01 +2.25894271619153e-03 +0.00000000000000e+00 +9.99997448585648e-01
-2.20112302194997e+01 +9.08264553122777e+00 +0.00000000000000e+00 -2.20112113282252e+01 +2.26925750544952e-03 +0.00000000000000e+00 +9.99997425231872e-01
-2.21112812659520e+01 +9.08241797363722e+00 +0.00000000000000e+00 -2.21112621158965e+01 +2.27957229446606e-03 +0.00000000000000e+00 +9.99997401771702e-01
-2.22113323124043e+01 +9.08218938404197e+00 +0.00000000000000e+00 -2.22113129012152e+01 +2.28988708324007e-03 +0.00000000000000e+00 +9.99997378205136e-01
-2.23113833588566e+01 +9.08195976244023e+00 +0.00000000000000e+00 -2.23113636841708e+01 +2.30020187177045e-03 +0.00000000000000e+00 +9.99997354532175e-01
-2.24114344053088e+01 +9.08172910883202e+00 +0.00000000000000e+00 -2.24114144647526e+01 +2.31051666005609e-03 +0.00000000000000e+00 +9.99997330752819e-01
-2.25114854517611e+01 +9.08149742322088e+00 +0.00000000000000e+00 -2.25114652429499e+01 +2.32083144809591e-03 +0.00000000000000e+00 +9.99997306867068e-01
-2.26115364982134e+01 +9.08126470560326e+00 +0.00000000000000e+00 -2.26115160187520e+01 +2.33114623588880e-03 +0.00000000000000e+00 +9.99997282874922e-01
-2.27115875446656e+01 +9.08103095597916e+00 +0.00000000000000e+00 -2.27115667921484e+01 +2.34146102343367e-03 +0.00000000000000e+00 +9.99997258776381e-01
-2.28116385911179e+01 +9.08079617435035e+00 +0.00000000000000e+00 -2.28116175631285e+01 +2.35177581072942e-03 +0.00000000000000e+00 +9.99997234571444e-01
-2.29116896375702e+01 +9.08056036071862e+00 +0.00000000000000e+00 -2.29116683316814e+01 +2.36209059777495e-03 +0.00000000000000e+00 +9.99997210260113e-01
-2.30117406840225e+01 +9.08032351507863e+00 +0.00000000000000e+00 -2.30117190977967e+01 +2.37240538456916e-03 +0.00000000000000e+00 +9.99997185842386e-01
-2.31117917304747e+01 +9.08008563743394e+00 +0.00000000000000e+00 -2.31117698614636e+01 +2.38272017111096e-03 +0.00000000000000e+00 +9.99997161318264e-01
-2.32118427769270e+01 +9.07984672778632e+00 +0.00000000000000e+00 -2.32118206226715e+01 +2.39303495739925e-03 +0.00000000000000e+00 +9.99997136687747e-01
-2.33118938233793e+01 +9.07960678613222e+00 +0.00000000000000e+00 -2.33118713814098e+01 +2.40334974343293e-03 +0.00000000000000e+00 +9.99997111950835e-01
-2.34119448698316e+01 +9.07936581247341e+00 +0.00000000000000e+00 -2.34119221376678e+01 +2.41366452921091e-03 +0.00000000000000e+00 +9.99997087107528e-01
-2.35119959162838e+01 +9.07912380680813e+00 +0.00000000000000e+00 -2.35119728914349e+01 +2.42397931473208e-03 +0.00000000000000e+00 +9.99997062157825e-01
-2.36120469627361e+01 +9.07888076913814e+00 +0.00000000000000e+00 -2.36120236427004e+01 +2.43429409999535e-03 +0.00000000000000e+00 +9.99997037101728e-01
-2.37120980091884e+01 +9.07863669946344e+00 +0.00000000000000e+00 -2.37120743914538e+01 +2.44460888499963e-03 +0.00000000000000e+00 +9.99997011939235e-01
-2.38121490556406e+01 +9.07839159778405e+00 +0.00000000000000e+00 -2.38121251376842e+01 +2.45492366974381e-03 +0.00000000000000e+00 +9.99996986670348e-01
-2.39122001020929e+01 +9.07814546409995e+00 +0.00000000000000e+00 -2.39121758813812e+01 +2.46523845422680e-03 +0.00000000000000e+00 +9.99996961295065e-01
-2.40122511485452e+01 +9.07789829841114e+00 +0.00000000000000e+00 -2.40122266225340e+01 +2.47555323844749e-03 +0.00000000000000e+00 +9.99996935813387e-01
-2.41123021949975e+01 +9.07765010071586e+00 +0.00000000000000e+00 -2.41122773611320e+01 +2.48586802240480e-03 +0.00000000000000e+00 +9.99996910225314e-01
-2.42123532414497e+01 +9.07740087101587e+00 +0.00000000000000e+00 -2.42123280971646e+01 +2.49618280609763e-03 +0.00000000000000e+00 +9.99996884530846e-01
-2.43124042879020e+01 +9.07715060931295e+00 +0.00000000000000e+00 -2.43123788306211e+01 +2.50649758952487e-03 +0.00000000000000e+00 +9.99996858729983e-01
-2.44124553343543e+01 +9.07689931560355e+00 +0.00000000000000e+00 -2.44124295614909e+01 +2.51681237268543e-03 +0.00000000000000e+00 +9.99996832822725e-01
-2.45125063808065e+01 +9.07664698988945e+00 +0.00000000000000e+00 -2.45124802897633e+01 +2.52712715557822e-03 +0.00000000000000e+00 +9.99996806809072e-01
-2.46125574272588e+01 +9.07639363216887e+00 +0.00000000000000e+00 -2.46125310154277e+01 +2.53744193820213e-03 +0.00000000000000e+00 +9.99996780689023e-01
-2.47126084737111e+01 +9.07613924244536e+00 +0.00000000000000e+00 -2.47125817384734e+01 +2.54775672055607e-03 +0.00000000000000e+00 +9.99996754462580e-01
-2.48126595201634e+01 +9.07588382071893e+00 +0.00000000000000e+00 -2.48126324588899e+01 +2.55807150263894e-03 +0.00000000000000e+00 +9.99996728129741e-01
-2.49127105666156e+01 +9.07562736698423e+00 +0.00000000000000e+00 -2.49126831766664e+01 +2.56838628444964e-03 +0.00000000000000e+00 +9.99996701690507e-01
-2.50127616130679e+01 +9.07536988124661e+00 +0.00000000000000e+00 -2.50127338917922e+01 +2.57870106598707e-03 +0.00000000000000e+00 +9.99996675144879e-01
-2.51128126595202e+01 +9.07511136350429e+00 +0.00000000000000e+00 -2.51127846042569e+01 +2.58901584725015e-03 +0.00000000000000e+00 +9.99996648492855e-01
-2.52128637059724e+01 +9.07485181375726e+00 +0.00000000000000e+00 -2.52128353140496e+01 +2.59933062823777e-03 +0.00000000000000e+00 +9.99996621734436e-01
-2.53129147524247e+01 +9.07459123200553e+00 +0.00000000000000e+00 -2.53128860211599e+01 +2.60964540894882e-03 +0.00000000000000e+00 +9.99996594869622e-01
-2.54129657988770e+01 +9.07432961824909e+00 +0.00000000000000e+00 -2.54129367255769e+01 +2.61996018938223e-03 +0.00000000000000e+00 +9.99996567898413e-01
-2.55130168453293e+01 +9.07406697248795e+00 +0.00000000000000e+00 -2.55129874272901e+01 +2.63027496953688e-03 +0.00000000000000e+00 +9.99996540820809e-01
-2.56130678917815e+01 +9.07380329472389e+00 +0.00000000000000e+00 -2.56130381262889e+01 +2.64058974941168e-03 +0.00000000000000e+00 +9.99996513636810e-01
-2.57131189382338e+01 +9.07353858495334e+00 +0.00000000000000e+00 -2.57130888225626e+01 +2.65090452900554e-03 +0.00000000000000e+00 +9.99996486346416e-01
-2.58131699846861e+01 +9.07327284317809e+00 +0.00000000000000e+00 -2.58131395161005e+01 +2.66121930831735e-03 +0.00000000000000e+00 +9.99996458949627e-01
-2.59132210311383e+01 +9.07300606939991e+00 +0.00000000000000e+00 -2.59131902068920e+01 +2.67153408734602e-03 +0.00000000000000e+00 +9.99996431446443e-01
-2.60132720775906e+01 +9.07273826361525e+00 +0.00000000000000e+00 -2.60132408949264e+01 +2.68184886609046e-03 +0.00000000000000e+00 +9.99996403836864e-01
-2.61133231240429e+01 +9.07246942582766e+00 +0.00000000000000e+00 -2.61132915801932e+01 +2.69216364454955e-03 +0.00000000000000e+00 +9.99996376120889e-01
-2.62133741704952e+01 +9.07219955603715e+00 +0.00000000000000e+00 -2.62133422626816e+01 +2.70247842272221e-03 +0.00000000000000e+00 +9.99996348298520e-01
-2.63134252169474e+01 +9.07192865424015e+00 +0.00000000000000e+00 -2.63133929423811e+01 +2.71279320060734e-03 +0.00000000000000e+00 +9.99996320369755e-01
-2.64134762633997e+01 +9.07165672043845e+00 +0.00000000000000e+00 -2.64134436192809e+01 +2.72310797820385e-03 +0.00000000000000e+00 +9.99996292334596e-01
-2.65135273098520e+01 +9.07138375463383e+00 +0.00000000000000e+00 -2.65134942933705e+01 +2.73342275551062e-03 +0.00000000000000e+00 +9.99996264193042e-01
-2.66135783563042e+01 +9.07110975682450e+00 +0.00000000000000e+00 -2.66135449646391e+01 +2.74373753252657e-03 +0.00000000000000e+00 +9.99996235945092e-01
-2.67136294027565e+01 +9.07083472701224e+00 +0.00000000000000e+00 -2.67135956330762e+01 +2.75405230925060e-03 +0.00000000000000e+00 +9.99996207590748e-01
-2.68136804492088e+01 +9.07055866519350e+00 +0.00000000000000e+00 -2.68136462986711e+01 +2.76436708568162e-03 +0.00000000000000e+00 +9.99996179130008e-01
-2.69137314956611e+01 +9.07028157137183e+00 +0.00000000000000e+00 -2.69136969614131e+01 +2.77468186181851e-03 +0.00000000000000e+00 +9.99996150562874e-01
-2.70137825421133e+01 +9.07000344554724e+00 +0.00000000000000e+00 -2.70137476212917e+01 +2.78499663766020e-03 +0.00000000000000e+00 +9.99996121889344e-01
-2.71138335885656e+01 +9.06972428771617e+00 +0.00000000000000e+00 -2.71137982782961e+01 +2.79531141320557e-03 +0.00000000000000e+00 +9.99996093109420e-01
-2.72138846350179e+01 +9.06944409788217e+00 +0.00000000000000e+00 -2.72138489324157e+01 +2.80562618845353e-03 +0.00000000000000e+00 +9.99996064223100e-01
-2.73139356814701e+01 +9.06916287604524e+00 +0.00000000000000e+00 -2.73138995836399e+01 +2.81594096340299e-03 +0.00000000000000e+00 +9.99996035230386e-01
-2.74139867279224e+01 +9.06888062220183e+00 +0.00000000000000e+00 -2.74139502319580e+01 +2.82625573805284e-03 +0.00000000000000e+00 +9.99996006131276e-01
-2.75140377743747e+01 +9.06859733635549e+00 +0.00000000000000e+00 -2.75140008773594e+01 +2.83657051240200e-03 +0.00000000000000e+00 +9.99995976925771e-01
-2.76140888208270e+01 +9.06831301850623e+00 +0.00000000000000e+00 -2.76140515198334e+01 +2.84688528644935e-03 +0.00000000000000e+00 +9.99995947613872e-01
-2.77141398672792e+01 +9.06802766865226e+00 +0.00000000000000e+00 -2.77141021593694e+01 +2.85720006019381e-03 +0.00000000000000e+00 +9.99995918195577e-01
-2.78141909137315e+01 +9.06774128679537e+00 +0.00000000000000e+00 -2.78141527959568e+01 +2.86751483363428e-03 +0.00000000000000e+00 +9.99995888670888e-01
-2.79142419601838e+01 +9.06745387293199e+00 +0.00000000000000e+00 -2.79142034295848e+01 +2.87782960676966e-03 +0.00000000000000e+00 +9.99995859039803e-01
-2.80142930066360e+01 +9.06716542706569e+00 +0.00000000000000e+00 -2.80142540602430e+01 +2.88814437959884e-03 +0.00000000000000e+00 +9.99995829302324e-01
-2.81143440530883e+01 +9.06687594919823e+00 +0.00000000000000e+00 -2.81143046879205e+01 +2.89845915212075e-03 +0.00000000000000e+00 +9.99995799458450e-01
-2.82143950995406e+01 +9.06658543932430e+00 +0.00000000000000e+00 -2.82143553126068e+01 +2.90877392433427e-03 +0.00000000000000e+00 +9.99995769508180e-01
-2.83144461459929e+01 +9.06629389744744e+00 +0.00000000000000e+00 -2.83144059342912e+01 +2.91908869623831e-03 +0.00000000000000e+00 +9.99995739451516e-01
-2.84144971924451e+01 +9.06600132356765e+00 +0.00000000000000e+00 -2.84144565529631e+01 +2.92940346783177e-03 +0.00000000000000e+00 +9.99995709288456e-01
-2.85145482388974e+01 +9.06570771768315e+00 +0.00000000000000e+00 -2.85145071686119e+01 +2.93971823911356e-03 +0.00000000000000e+00 +9.99995679019002e-01
-2.86145992853497e+01 +9.06541307979573e+00 +0.00000000000000e+00 -2.86145577812268e+01 +2.95003301008257e-03 +0.00000000000000e+00 +9.99995648643153e-01
-2.87146503318019e+01 +9.06511740990361e+00 +0.00000000000000e+00 -2.87146083907972e+01 +2.96034778073772e-03 +0.00000000000000e+00 +9.99995618160908e-01
-2.88147013782542e+01 +9.06482070800855e+00 +0.00000000000000e+00 -2.88146589973126e+01 +2.97066255107790e-03 +0.00000000000000e+00 +9.99995587572269e-01
-2.89147524247065e+01 +9.06452297410880e+00 +0.00000000000000e+00 -2.89147096007622e+01 +2.98097732110201e-03 +0.00000000000000e+00 +9.99995556877235e-01
-2.90148034711588e+01 +9.06422420820789e+00 +0.00000000000000e+00 -2.90147602011354e+01 +2.99129209080896e-03 +0.00000000000000e+00 +9.99995526075806e-01
-2.91148545176110e+01 +9.06392441030228e+00 +0.00000000000000e+00 -2.91148107984216e+01 +3.00160686019765e-03 +0.00000000000000e+00 +9.99995495167982e-01
-2.92149055640633e+01 +9.06362358039196e+00 +0.00000000000000e+00 -2.92148613926101e+01 +3.01192162926698e-03 +0.00000000000000e+00 +9.99995464153763e-01
