# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0341291807511566e+00 +2.2990882659632903e+00 +2.1209202342518530e+01 -1.2726865777923115e+02 -2.9289389890609345e+04 +8.8508418755299633e+05 +1.8046343525188747e+08 
+1.0000000000000001e-01 -1.0341273319975763e+00 +2.2993802748822576e+00 +2.1250269218841478e+01 -1.3028814949957811e+02 -3.1083295080183758e+04 +8.8941511077659321e+05 +1.9131035505360645e+08 
+2.0000000000000001e-01 -1.0341255102830760e+00 +2.2996772673219064e+00 +2.1290375247160366e+01 -1.3350503118169152e+02 -3.2833501270592002e+04 +8.9553923072037322e+05 +2.0184732190939268e+08 
+3.0000000000000004e-01 -1.0341237181852727e+00 +2.2999809860452345e+00 +2.1329155141553283e+01 -1.3697570469717175e+02 -3.4531574594579259e+04 +9.0382343536720274e+05 +2.1202756569128078e+08 
+4.0000000000000002e-01 -1.0341219582819243e+00 +2.3002931737351604e+00 +2.1366243639072419e+01 -1.4075656925276743e+02 -3.6169081702999974e+04 +9.1463459645789536e+05 +2.2180431888959220e+08 
+5.0000000000000000e-01 -1.0341202331510528e+00 +2.3006155729754734e+00 +2.1401275515679256e+01 -1.4490402078485801e+02 -3.7737590072990373e+04 +9.2833956586717186e+05 +2.3113081808546746e+08 
+5.9999999999999998e-01 -1.0341185453821835e+00 +2.3009492581202555e+00 +2.1433944721234454e+01 -1.4945743539654484e+02 -3.9230267325352797e+04 +9.4519985172639252e+05 +2.3997060567799956e+08 
+6.9999999999999996e-01 -1.0341168975814514e+00 +2.3012926140026013e+00 +2.1464181875458458e+01 -1.5438745565996106e+02 -4.0646702811277239e+04 +9.6505025879338139e+05 +2.4832868449309951e+08 
+7.9999999999999993e-01 -1.0341152923518646e+00 +2.3016433487807508e+00 +2.1491976784942839e+01 -1.5964737221308548e+02 -4.1988097356026155e+04 +9.8761754877719004e+05 +2.5622048642466637e+08 
+8.9999999999999991e-01 -1.0341137322965148e+00 +2.3019991705658001e+00 +2.1517319275974927e+01 -1.6519047427037796e+02 -4.3255652241017458e+04 +1.0126284747966041e+06 +2.6366144567792022e+08 
+9.9999999999999989e-01 -1.0341122200184600e+00 +2.3023577874398335e+00 +2.1540199179094223e+01 -1.7097005026067518e+02 -4.4450568898290760e+04 +1.0398097853139152e+06 +2.7066699728131688e+08 
+1.0999999999999999e+00 -1.0341107581207505e+00 +2.3027169074636333e+00 +2.1560606333976004e+01 -1.7693938814005961e+02 -4.5574049008837632e+04 +1.0688882261045079e+06 +2.7725257756943780e+08 
+1.2000000000000000e+00 -1.0341093492063937e+00 +2.3030742386928349e+00 +2.1578530585611759e+01 -1.8305177593444645e+02 -4.6627294426051943e+04 +1.0995905435122030e+06 +2.8343362380580384e+08 
+1.3000000000000000e+00 -1.0341079958782471e+00 +2.3034274891926079e+00 +2.1593961771167571e+01 -1.8926050227405813e+02 -4.7611506919777101e+04 +1.1316434877705700e+06 +2.8922557294556886e+08 
+1.4000000000000001e+00 -1.0341067007390277e+00 +2.3037743670450173e+00 +2.1606889721779204e+01 -1.9551885667233987e+02 -4.8527888208316283e+04 +1.1647738147065900e+06 +2.9464386178311199e+08 
+1.5000000000000002e+00 -1.0341054663913123e+00 +2.3041125803624092e+00 +2.1617304264028647e+01 -2.0178013002083378e+02 -4.9377639989623436e+04 +1.1987082888151361e+06 +2.9970392710503203e+08 
+1.6000000000000003e+00 -1.0341042954374198e+00 +2.3044398373026747e+00 +2.1625195204550604e+01 -2.0799761510899177e+02 -5.0161963637556364e+04 +1.2331736863946335e+06 +3.0442120421593189e+08 
+1.7000000000000004e+00 -1.0341031904793863e+00 +2.3047538460857169e+00 +2.1630552328488857e+01 -2.1412460718918109e+02 -5.0882060174646955e+04 +1.2678967989862738e+06 +3.0881112681090498e+08 
+1.8000000000000005e+00 -1.0341021541189825e+00 +2.3050523149944917e+00 +2.1633365402282713e+01 -2.2011440410796996e+02 -5.1539130322252313e+04 +1.3026044343166105e+06 +3.1288912720595998e+08 
+1.9000000000000006e+00 -1.0341011889576162e+00 +2.3053329523971469e+00 +2.1633624161368061e+01 -2.2592030701720120e+02 -5.2134374261861747e+04 +1.3370234205237122e+06 +3.1667063518739241e+08 
+2.0000000000000004e+00 -1.0341002975963420e+00 +2.3055934667605205e+00 +2.1631318313202037e+01 -2.3149562087045180e+02 -5.2668991694510885e+04 +1.3708806092462963e+06 +3.2017107829895967e+08 
+2.1000000000000005e+00 -1.0340994826357601e+00 +2.3058315666546680e+00 +2.1626437523874539e+01 -2.3679365463275929e+02 -5.3144181575477734e+04 +1.4039028769519599e+06 +3.2340588054744387e+08 
+2.2000000000000006e+00 -1.0340987466760554e+00 +2.3060449607732076e+00 +2.1618971424813534e+01 -2.4176772196321187e+02 -5.3561142250144381e+04 +1.4358171290760010e+06 +3.2639046307285833e+08 
+2.3000000000000007e+00 -1.0340980923168781e+00 +2.3062313579412752e+00 +2.1608909598005070e+01 -2.4637114152102603e+02 -5.3921071158384621e+04 +1.4663503019067503e+06 +3.2914024269581419e+08 
+2.4000000000000008e+00 -1.0340975221573383e+00 +2.3063884671327313e+00 +2.1596241574990707e+01 -2.5055723758524394e+02 -5.4225164818971061e+04 +1.4952293664341848e+06 +3.3167063185818166e+08 
+2.5000000000000009e+00 -1.0340970387960176e+00 +2.3065139974766176e+00 +2.1580956841566632e+01 -2.5427934024345248e+02 -5.4474618915885636e+04 +1.5221813293985077e+06 +3.3399703901722723e+08 
+2.6000000000000010e+00 -1.0340966439153092e+00 +2.3066064376419440e+00 +2.1563087275144774e+01 -2.5750371620909181e+02 -5.4671144054438635e+04 +1.5469935743500486e+06 +3.3613532064021540e+08 
+2.7000000000000011e+00 -1.0340963355454271e+00 +2.3066673636983706e+00 +2.1542811968420317e+01 -2.6024947009534583e+02 -5.4818138965054015e+04 +1.5697076834364065e+06 +3.3810136949586648e+08 
+2.8000000000000012e+00 -1.0340961108082238e+00 +2.3066991169472986e+00 +2.1520341514410738e+01 -2.6254920698945233e+02 -5.4919333969767780e+04 +1.5904320994388098e+06 +3.3991064624118876e+08 
+2.9000000000000012e+00 -1.0340959668255616e+00 +2.3067040386932178e+00 +2.1495886492597286e+01 -2.6443553248679933e+02 -5.4978458932216898e+04 +1.6092752688061486e+06 +3.4157860862821656e+08 
+3.0000000000000013e+00 -1.0340959007192128e+00 +2.3066844702504570e+00 +2.1469657451610747e+01 -2.6594105279853670e+02 -5.4999242894388080e+04 +1.6263456418949405e+06 +3.4312070969311935e+08 
+3.1000000000000014e+00 -1.0340959096108862e+00 +2.3066427529285587e+00 +2.1441864912095628e+01 -2.6709837432126375e+02 -5.4985414123960480e+04 +1.6417516704792280e+06 +3.4455239795961577e+08 
+3.2000000000000015e+00 -1.0340959906223142e+00 +2.3065812280381812e+00 +2.1412719374463180e+01 -2.6794010378166070e+02 -5.4940700233807409e+04 +1.6556018085368774e+06 +3.4588911792383707e+08 
