fieldmap_name:		BD-025
timestamp:		2017-03-31_18-48-42
filename:		2017-03-31_BD-025_Model09_Hall_I=991.63A.dat
nr_magnets:		1

magnet_name:		BD-025
gap[mm]:		28
control_gap:		--
magnet_length[mm]:	1206
current_main[A]:	991.63
NI_main[A.esp]:		11899.56
center_pos_z[mm]:	0
center_pos_x[mm]:	0
rotation[deg]:		0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	2.6474225080e-04  -4.7551905669e-03  -2.7568780567e-05
-48.000	0.000	-741.500	2.5379601232e-04  -4.8443370189e-03  -2.2483403169e-05
-46.000	0.000	-741.500	2.4190610049e-04  -4.9304712520e-03  -1.8303285890e-05
-44.000	0.000	-741.500	2.2929028610e-04  -5.0158422163e-03  -1.3401182012e-05
-42.000	0.000	-741.500	2.1720680026e-04  -5.0977868279e-03  -9.4969006386e-06
-40.000	0.000	-741.500	2.0468032772e-04  -5.1785150380e-03  -6.3331183401e-06
-38.000	0.000	-741.500	1.9208871008e-04  -5.2564204535e-03  -3.3655682965e-06
-36.000	0.000	-741.500	1.7942822476e-04  -5.3314789322e-03  7.0347412138e-08
-34.000	0.000	-741.500	1.6777283531e-04  -5.4037721864e-03  2.0104549890e-06
-32.000	0.000	-741.500	1.5440319902e-04  -5.4725926605e-03  4.6225654765e-06
-30.000	0.000	-741.500	1.4247978400e-04  -5.5384881995e-03  6.3220108540e-06
-28.000	0.000	-741.500	1.3019900156e-04  -5.6021775016e-03  6.9440300771e-06
-26.000	0.000	-741.500	1.1691126197e-04  -5.6614004742e-03  9.0211299828e-06
-24.000	0.000	-741.500	1.0410559613e-04  -5.7174626598e-03  1.0422524483e-05
-22.000	0.000	-741.500	9.1929045861e-05  -5.7696565025e-03  1.0927915101e-05
-20.000	0.000	-741.500	8.0322049911e-05  -5.8186914153e-03  1.1588810526e-05
-18.000	0.000	-741.500	6.8119441596e-05  -5.8641959778e-03  1.2120118612e-05
-16.000	0.000	-741.500	5.5801433386e-05  -5.9054254922e-03  1.2386698279e-05
-14.000	0.000	-741.500	4.5175336548e-05  -5.9421311069e-03  1.2277474666e-05
-12.000	0.000	-741.500	3.3834504873e-05  -5.9759210720e-03  1.0585434279e-05
-10.000	0.000	-741.500	2.2824982575e-05  -6.0045371518e-03  1.1342594583e-05
-8.000	0.000	-741.500	1.2947123770e-05  -6.0298085915e-03  1.0368838300e-05
-6.000	0.000	-741.500	1.5690663224e-06  -6.0500342859e-03  8.3972595120e-06
-4.000	0.000	-741.500	-8.3236827919e-06  -6.0671140501e-03  7.3272383484e-06
-2.000	0.000	-741.500	-1.7535200264e-05  -6.0791072127e-03  6.0776461592e-06
0.000	0.000	-741.500	-2.6298147175e-05  -6.0864483357e-03  3.9820337765e-06
2.000	0.000	-741.500	-3.5528277534e-05  -6.0900121138e-03  2.4547544341e-06
4.000	0.000	-741.500	-4.3846376460e-05  -6.0894252697e-03  2.9619963005e-08
6.000	0.000	-741.500	-5.2551623423e-05  -6.0842922406e-03  -2.2344559592e-06
8.000	0.000	-741.500	-6.0350422818e-05  -6.0760318524e-03  -4.9076576204e-06
10.000	0.000	-741.500	-6.7840248300e-05  -6.0628000029e-03  -7.1680310473e-06
12.000	0.000	-741.500	-7.6270024544e-05  -6.0456700970e-03  -9.6653641782e-06
14.000	0.000	-741.500	-8.3404343896e-05  -6.0247219900e-03  -1.2449640701e-05
16.000	0.000	-741.500	-9.0931395151e-05  -6.0000206806e-03  -1.5365355809e-05
18.000	0.000	-741.500	-9.7927979143e-05  -5.9719338747e-03  -1.8018193746e-05
20.000	0.000	-741.500	-1.0476076974e-04  -5.9394364524e-03  -2.0919098873e-05
22.000	0.000	-741.500	-1.1130133801e-04  -5.9030094029e-03  -2.4382783296e-05
24.000	0.000	-741.500	-1.1744545181e-04  -5.8633361397e-03  -2.6382130799e-05
26.000	0.000	-741.500	-1.2507673523e-04  -5.8217203482e-03  -2.9882840177e-05
28.000	0.000	-741.500	-1.3145537139e-04  -5.7746743913e-03  -3.3690856671e-05
30.000	0.000	-741.500	-1.3767393673e-04  -5.7251696318e-03  -3.6954606345e-05
32.000	0.000	-741.500	-1.4409165996e-04  -5.6720955228e-03  -3.9133524873e-05
34.000	0.000	-741.500	-1.5063036695e-04  -5.6161651915e-03  -4.2151058604e-05
36.000	0.000	-741.500	-1.5821139557e-04  -5.5581029074e-03  -4.5039004997e-05
38.000	0.000	-741.500	-1.6462353493e-04  -5.4978046729e-03  -4.8184274819e-05
40.000	0.000	-741.500	-1.7269594376e-04  -5.4341209421e-03  -5.1042601249e-05
42.000	0.000	-741.500	-1.8027138852e-04  -5.3686636791e-03  -5.4661790479e-05
44.000	0.000	-741.500	-1.8731264344e-04  -5.3010967487e-03  -5.7784845328e-05
46.000	0.000	-741.500	-1.9586712602e-04  -5.2309354472e-03  -6.0656130492e-05
48.000	0.000	-741.500	-2.0460773747e-04  -5.1587127628e-03  -6.3112736174e-05
50.000	0.000	-741.500	-2.1338185211e-04  -5.0854389589e-03  -6.6889281457e-05
-50.000	0.000	-739.500	2.7552097331e-04  -5.0471232370e-03  -2.7300349652e-05
-48.000	0.000	-739.500	2.6415222230e-04  -5.1429719689e-03  -2.2211269759e-05
-46.000	0.000	-739.500	2.5164808523e-04  -5.2358140533e-03  -1.8327352110e-05
-44.000	0.000	-739.500	2.3832684244e-04  -5.3269996029e-03  -1.3290107151e-05
-42.000	0.000	-739.500	2.2596230202e-04  -5.4153252160e-03  -9.1359073395e-06
-40.000	0.000	-739.500	2.1261500119e-04  -5.5023675718e-03  -5.9499100687e-06
-38.000	0.000	-739.500	1.9943893892e-04  -5.5860058602e-03  -3.2156172338e-06
-36.000	0.000	-739.500	1.8631871530e-04  -5.6667117850e-03  1.1847985202e-07
-34.000	0.000	-739.500	1.7417194565e-04  -5.7446302003e-03  1.9364050815e-06
-32.000	0.000	-739.500	1.6021228086e-04  -5.8185632753e-03  4.3004483788e-06
-30.000	0.000	-739.500	1.4772861796e-04  -5.8894785601e-03  5.8980751334e-06
-28.000	0.000	-739.500	1.3486711347e-04  -5.9580928959e-03  6.5756317872e-06
-26.000	0.000	-739.500	1.2102657115e-04  -6.0212566383e-03  8.6638391791e-06
-24.000	0.000	-739.500	1.0767740903e-04  -6.0821454311e-03  9.9189851114e-06
-22.000	0.000	-739.500	9.4881049642e-05  -6.1377767691e-03  1.0307747126e-05
-20.000	0.000	-739.500	8.2886905655e-05  -6.1909474473e-03  1.1103783632e-05
-18.000	0.000	-739.500	7.0213391314e-05  -6.2393249461e-03  1.1113039870e-05
-16.000	0.000	-739.500	5.7335135224e-05  -6.2840625256e-03  1.1322230859e-05
-14.000	0.000	-739.500	4.6416816070e-05  -6.3231025171e-03  1.1009370000e-05
-12.000	0.000	-739.500	3.4878687799e-05  -6.3594404257e-03  9.2580896869e-06
-10.000	0.000	-739.500	2.3679314060e-05  -6.3902497426e-03  9.4469169510e-06
-8.000	0.000	-739.500	1.3453394280e-05  -6.4173615700e-03  8.4379869612e-06
-6.000	0.000	-739.500	1.8408144636e-06  -6.4386699547e-03  5.9462075733e-06
-4.000	0.000	-739.500	-8.4111633579e-06  -6.4565835575e-03  5.0631624262e-06
-2.000	0.000	-739.500	-1.8026580465e-05  -6.4692582765e-03  3.3229895997e-06
0.000	0.000	-739.500	-2.6949598198e-05  -6.4769893908e-03  1.2273772170e-06
2.000	0.000	-739.500	-3.6194618866e-05  -6.4802114622e-03  -5.7944052629e-07
4.000	0.000	-739.500	-4.5028294745e-05  -6.4793776236e-03  -3.1267573448e-06
6.000	0.000	-739.500	-5.3752154595e-05  -6.4736280368e-03  -5.8610501797e-06
8.000	0.000	-739.500	-6.1441137961e-05  -6.4641995315e-03  -8.6767979129e-06
10.000	0.000	-739.500	-6.9271579263e-05  -6.4497512805e-03  -1.1388875776e-05
12.000	0.000	-739.500	-7.7708800662e-05  -6.4303315682e-03  -1.3912126374e-05
14.000	0.000	-739.500	-8.4852426457e-05  -6.4074873604e-03  -1.6807477758e-05
16.000	0.000	-739.500	-9.2148677920e-05  -6.3801415381e-03  -1.9773176554e-05
18.000	0.000	-739.500	-9.9186210263e-05  -6.3491557966e-03  -2.3055438704e-05
20.000	0.000	-739.500	-1.0599852668e-04  -6.3139860050e-03  -2.5526854368e-05
22.000	0.000	-739.500	-1.1212961146e-04  -6.2741177461e-03  -2.9279333431e-05
24.000	0.000	-739.500	-1.1865901200e-04  -6.2310645578e-03  -3.1552665591e-05
26.000	0.000	-739.500	-1.2594037315e-04  -6.1853612854e-03  -3.5186664803e-05
28.000	0.000	-739.500	-1.3275268957e-04  -6.1341238500e-03  -3.9218682267e-05
30.000	0.000	-739.500	-1.3846126183e-04  -6.0803941842e-03  -4.2536118123e-05
32.000	0.000	-739.500	-1.4465935299e-04  -6.0228407460e-03  -4.4909417659e-05
34.000	0.000	-739.500	-1.5153681451e-04  -5.9620466654e-03  -4.7647412989e-05
36.000	0.000	-739.500	-1.5898196907e-04  -5.8988123531e-03  -5.0550169364e-05
38.000	0.000	-739.500	-1.6575147585e-04  -5.8332826632e-03  -5.4161953603e-05
40.000	0.000	-739.500	-1.7338462055e-04  -5.7645141880e-03  -5.6855518989e-05
