# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px[rad] py[rad] pz[rad]
0.0000000000000000e+00 +9.0449999999999999e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0000000000000000e+00
1.0000000000000001e-01 +9.0449994829921607e+00 +0.0000000000000000e+00 +9.9999999998218014e-02 -1.0340152241106018e-05 +0.0000000000000000e+00 +9.9999999994654065e-01
2.0000000000000001e-01 +9.0449979319703804e+00 +0.0000000000000000e+00 +1.9999999998574419e-01 -2.0680279750730751e-05 +0.0000000000000000e+00 +9.9999999978616305e-01
3.0000000000000004e-01 +9.0449953469368047e+00 +0.0000000000000000e+00 +2.9999999995188670e-01 -3.1020389575634235e-05 +0.0000000000000000e+00 +9.9999999951886775e-01
4.0000000000000002e-01 +9.0449917278927234e+00 +0.0000000000000000e+00 +3.9999999988595381e-01 -4.1360491798543157e-05 +0.0000000000000000e+00 +9.9999999914465487e-01
5.0000000000000000e-01 +9.0449870748382661e+00 +0.0000000000000000e+00 +4.9999999977725373e-01 -5.1700599538071088e-05 +0.0000000000000000e+00 +9.9999999866352407e-01
5.9999999999999998e-01 +9.0449813877721024e+00 +0.0000000000000000e+00 +5.9999999961509465e-01 -6.2040728677656716e-05 +0.0000000000000000e+00 +9.9999999807547402e-01
6.9999999999999996e-01 +9.0449746666912905e+00 +0.0000000000000000e+00 +6.9999999938878454e-01 -7.2380894884851302e-05 +0.0000000000000000e+00 +9.9999999738050305e-01
7.9999999999999993e-01 +9.0449669115914695e+00 +0.0000000000000000e+00 +7.9999999908763120e-01 -8.2721110630681180e-05 +0.0000000000000000e+00 +9.9999999657860894e-01
8.9999999999999991e-01 +9.0449581224672073e+00 +0.0000000000000000e+00 +8.9999999870094216e-01 -9.3061384918734035e-05 +0.0000000000000000e+00 +9.9999999566978937e-01
9.9999999999999989e-01 +9.0449482993123453e+00 +0.0000000000000000e+00 +9.9999999821802477e-01 -1.0340172328525287e-04 +0.0000000000000000e+00 +9.9999999465404188e-01
1.0999999999999999e+00 +9.0449374421203412e+00 +0.0000000000000000e+00 +1.0999999976281862e+00 -1.1374212779927050e-04 +0.0000000000000000e+00 +9.9999999353136426e-01
1.2000000000000000e+00 +9.0449255508846225e+00 +0.0000000000000000e+00 +1.1999999969207333e+00 -1.2408259706278449e-04 +0.0000000000000000e+00 +9.9999999230175463e-01
1.3000000000000000e+00 +9.0449126255989274e+00 +0.0000000000000000e+00 +1.2999999960849729e+00 -1.3442312621097261e-04 +0.0000000000000000e+00 +9.9999999096521164e-01
1.4000000000000001e+00 +9.0448986662576569e+00 +0.0000000000000000e+00 +1.3999999951102113e+00 -1.4476370691244875e-04 +0.0000000000000000e+00 +9.9999998952173463e-01
1.5000000000000002e+00 +9.0448836728562156e+00 +0.0000000000000000e+00 +1.4999999939857553e+00 -1.5510432736955948e-04 +0.0000000000000000e+00 +9.9999998797132383e-01
1.6000000000000003e+00 +9.0448676453913581e+00 +0.0000000000000000e+00 +1.5999999927009116e+00 -1.6544497256822704e-04 +0.0000000000000000e+00 +9.9999998631398057e-01
1.7000000000000004e+00 +9.0448505838613968e+00 +0.0000000000000000e+00 +1.6999999912449870e+00 -1.7578562702281396e-04 +0.0000000000000000e+00 +9.9999998454970673e-01
1.8000000000000005e+00 +9.0448324882660884e+00 +0.0000000000000000e+00 +1.7999999896072887e+00 -1.8612627752066503e-04 +0.0000000000000000e+00 +9.9999998267850443e-01
1.9000000000000006e+00 +9.0448133586063850e+00 +0.0000000000000000e+00 +1.8999999877771236e+00 -1.9646691337136675e-04 +0.0000000000000000e+00 +9.9999998070037599e-01
2.0000000000000004e+00 +9.0447931948841784e+00 +0.0000000000000000e+00 +1.9999999857437996e+00 -2.0680752640643584e-04 +0.0000000000000000e+00 +9.9999997861532353e-01
