nMed	DataHora	Tensao
1	15/03/2017 09:35:16	9.902718
2	15/03/2017 09:35:18	9.903326
3	15/03/2017 09:35:19	9.905731
4	15/03/2017 09:35:21	9.906799
5	15/03/2017 09:35:22	9.905852
6	15/03/2017 09:35:24	9.904157
7	15/03/2017 09:35:25	9.904670
8	15/03/2017 09:35:27	9.904673
9	15/03/2017 09:35:28	9.903804
10	15/03/2017 09:35:30	9.904675
11	15/03/2017 09:35:31	9.903124
12	15/03/2017 09:35:33	9.903603
13	15/03/2017 09:35:34	9.904677
14	15/03/2017 09:35:36	9.907415
15	15/03/2017 09:35:37	9.907571
16	15/03/2017 09:35:39	9.906908
17	15/03/2017 09:35:40	9.904462
18	15/03/2017 09:35:42	9.904460
19	15/03/2017 09:35:44	9.903330
20	15/03/2017 09:35:45	9.904084
21	15/03/2017 09:35:47	9.904877
22	15/03/2017 09:35:48	9.904853
23	15/03/2017 09:35:50	9.903990
24	15/03/2017 09:35:51	9.904606
25	15/03/2017 09:35:53	9.906056
26	15/03/2017 09:35:54	9.907804
27	15/03/2017 09:35:56	9.907509
28	15/03/2017 09:35:57	9.906090
29	15/03/2017 09:35:59	9.904407
30	15/03/2017 09:36:00	9.904828
31	15/03/2017 09:36:02	9.903415
32	15/03/2017 09:36:03	9.905284
33	15/03/2017 09:36:05	9.906693
34	15/03/2017 09:36:06	9.907129
35	15/03/2017 09:36:08	9.904170
36	15/03/2017 09:36:09	9.905333
37	15/03/2017 09:36:11	9.907842
38	15/03/2017 09:36:12	9.907607
39	15/03/2017 09:36:14	9.906415
40	15/03/2017 09:36:15	9.904107
41	15/03/2017 09:36:17	9.903772
42	15/03/2017 09:36:18	9.901255
43	15/03/2017 09:36:20	9.905176
44	15/03/2017 09:36:22	9.906184
45	15/03/2017 09:36:23	9.906071
46	15/03/2017 09:36:25	9.904503
47	15/03/2017 09:36:26	9.905108
48	15/03/2017 09:36:28	9.906235
49	15/03/2017 09:36:29	9.906145
50	15/03/2017 09:36:31	9.903872
51	15/03/2017 09:36:32	9.903443
52	15/03/2017 09:36:34	9.903241
53	15/03/2017 09:36:35	9.904377
54	15/03/2017 09:36:37	9.906796
55	15/03/2017 09:36:38	9.906740
56	15/03/2017 09:36:40	9.906356
57	15/03/2017 09:36:41	9.907410
58	15/03/2017 09:36:43	9.904673
59	15/03/2017 09:36:44	9.905017
60	15/03/2017 09:36:46	9.905894
61	15/03/2017 09:36:47	9.904242
62	15/03/2017 09:36:49	9.903811
63	15/03/2017 09:36:50	9.903263
64	15/03/2017 09:36:52	9.904011
65	15/03/2017 09:36:53	9.905408
66	15/03/2017 09:36:55	9.907044
67	15/03/2017 09:36:57	9.907422
68	15/03/2017 09:36:58	9.906204
69	15/03/2017 09:37:00	9.904406
70	15/03/2017 09:37:01	9.904888
71	15/03/2017 09:37:03	9.904357
72	15/03/2017 09:37:04	9.904084
73	15/03/2017 09:37:06	9.905110
74	15/03/2017 09:37:07	9.905000
75	15/03/2017 09:37:09	9.903754
76	15/03/2017 09:37:10	9.904941
77	15/03/2017 09:37:12	9.907597
78	15/03/2017 09:37:13	9.907647
79	15/03/2017 09:37:15	9.906648
80	15/03/2017 09:37:16	9.904197
81	15/03/2017 09:37:18	9.903873
82	15/03/2017 09:37:19	9.901053
83	15/03/2017 09:37:21	9.905087
84	15/03/2017 09:37:22	9.906167
85	15/03/2017 09:37:24	9.905527
86	15/03/2017 09:37:26	9.904219
87	15/03/2017 09:37:27	9.904940
88	15/03/2017 09:37:29	9.906252
89	15/03/2017 09:37:30	9.906684
90	15/03/2017 09:37:32	9.904136
91	15/03/2017 09:37:33	9.903456
92	15/03/2017 09:37:35	9.903135
93	15/03/2017 09:37:36	9.904344
94	15/03/2017 09:37:38	9.906500
95	15/03/2017 09:37:39	9.906859
96	15/03/2017 09:37:41	9.906182
97	15/03/2017 09:37:42	9.904718
98	15/03/2017 09:37:44	9.904680
99	15/03/2017 09:37:45	9.905215
100	15/03/2017 09:37:47	9.906712
101	15/03/2017 09:37:48	9.905206
102	15/03/2017 09:37:50	9.904515
103	15/03/2017 09:37:51	9.903292
104	15/03/2017 09:37:53	9.903682
105	15/03/2017 09:37:54	9.904173
106	15/03/2017 09:37:56	9.905867
107	15/03/2017 09:37:57	9.906906
108	15/03/2017 09:37:59	9.906213
109	15/03/2017 09:38:01	9.904734
110	15/03/2017 09:38:02	9.905230
111	15/03/2017 09:38:04	9.905879
112	15/03/2017 09:38:05	9.905507
113	15/03/2017 09:38:07	9.903168
114	15/03/2017 09:38:08	9.903226
115	15/03/2017 09:38:10	9.903458
116	15/03/2017 09:38:11	9.904638
117	15/03/2017 09:38:13	9.907156
118	15/03/2017 09:38:14	9.907051
119	15/03/2017 09:38:16	9.906516
120	15/03/2017 09:38:17	9.904804
121	15/03/2017 09:38:19	9.904842
122	15/03/2017 09:38:20	9.905345
123	15/03/2017 09:38:22	9.906573
124	15/03/2017 09:38:23	9.904402
125	15/03/2017 09:38:25	9.904232
126	15/03/2017 09:38:26	9.903606
127	15/03/2017 09:38:28	9.904168
128	15/03/2017 09:38:29	9.905610
129	15/03/2017 09:38:31	9.906659
130	15/03/2017 09:38:32	9.907471
131	15/03/2017 09:38:34	9.906648
132	15/03/2017 09:38:35	9.904931
133	15/03/2017 09:38:37	9.905428
134	15/03/2017 09:38:38	9.905844
135	15/03/2017 09:38:40	9.905123
136	15/03/2017 09:38:42	9.903065
137	15/03/2017 09:38:43	9.903490
138	15/03/2017 09:38:45	9.903877
139	15/03/2017 09:38:46	9.905131
140	15/03/2017 09:38:48	9.907777
141	15/03/2017 09:38:49	9.907792
142	15/03/2017 09:38:51	9.907318
143	15/03/2017 09:38:52	9.904996
144	15/03/2017 09:38:54	9.904882
145	15/03/2017 09:38:55	9.904120
146	15/03/2017 09:38:57	9.904231
147	15/03/2017 09:38:58	9.904861
148	15/03/2017 09:39:00	9.904951
149	15/03/2017 09:39:01	9.904476
150	15/03/2017 09:39:03	9.905025
151	15/03/2017 09:39:04	9.906622
152	15/03/2017 09:39:06	9.908335
153	15/03/2017 09:39:08	9.907511
154	15/03/2017 09:39:09	9.905925
155	15/03/2017 09:39:11	9.904307
156	15/03/2017 09:39:12	9.905012
157	15/03/2017 09:39:14	9.903970
158	15/03/2017 09:39:15	9.906214
159	15/03/2017 09:39:17	9.905759
160	15/03/2017 09:39:18	9.906102
161	15/03/2017 09:39:20	9.904902
162	15/03/2017 09:39:21	9.905978
163	15/03/2017 09:39:23	9.908189
164	15/03/2017 09:39:24	9.907118
165	15/03/2017 09:39:26	9.905891
166	15/03/2017 09:39:27	9.904109
167	15/03/2017 09:39:29	9.904229
168	15/03/2017 09:39:30	9.903732
169	15/03/2017 09:39:32	9.906209
170	15/03/2017 09:39:34	9.907508
171	15/03/2017 09:39:35	9.906853
172	15/03/2017 09:39:37	9.905293
173	15/03/2017 09:39:38	9.905907
174	15/03/2017 09:39:40	9.906534
175	15/03/2017 09:39:41	9.905397
176	15/03/2017 09:39:43	9.903310
177	15/03/2017 09:39:44	9.903735
178	15/03/2017 09:39:46	9.904416
179	15/03/2017 09:39:47	9.905712
180	15/03/2017 09:39:49	9.908518
181	15/03/2017 09:39:50	9.908533
182	15/03/2017 09:39:52	9.907856
183	15/03/2017 09:39:53	9.905527
184	15/03/2017 09:39:55	9.905346
185	15/03/2017 09:39:56	9.904537
186	15/03/2017 09:39:58	9.904783
187	15/03/2017 09:39:59	9.903826
188	15/03/2017 09:40:01	9.904425
189	15/03/2017 09:40:03	9.904787
190	15/03/2017 09:40:04	9.905423
191	15/03/2017 09:40:06	9.906908
192	15/03/2017 09:40:07	9.908480
193	15/03/2017 09:40:09	9.908604
194	15/03/2017 09:40:10	9.907358
195	15/03/2017 09:40:12	9.905428
196	15/03/2017 09:40:13	9.906050
197	15/03/2017 09:40:15	9.905506
198	15/03/2017 09:40:16	9.904165
199	15/03/2017 09:40:18	9.904485
200	15/03/2017 09:40:19	9.904016
201	15/03/2017 09:40:21	9.905086
202	15/03/2017 09:40:22	9.906144
203	15/03/2017 09:40:24	9.908870
204	15/03/2017 09:40:25	9.908694
205	15/03/2017 09:40:27	9.908157
206	15/03/2017 09:40:28	9.905903
207	15/03/2017 09:40:30	9.905694
208	15/03/2017 09:40:31	9.905558
209	15/03/2017 09:40:33	9.905963
210	15/03/2017 09:40:34	9.904139
211	15/03/2017 09:40:36	9.904680
212	15/03/2017 09:40:37	9.904893
213	15/03/2017 09:40:39	9.905616
214	15/03/2017 09:40:41	9.906874
215	15/03/2017 09:40:42	9.907844
216	15/03/2017 09:40:44	9.908594
217	15/03/2017 09:40:45	9.907684
218	15/03/2017 09:40:47	9.905969
219	15/03/2017 09:40:48	9.906390
220	15/03/2017 09:40:50	9.906223
221	15/03/2017 09:40:51	9.905228
222	15/03/2017 09:40:53	9.903810
223	15/03/2017 09:40:54	9.904249
224	15/03/2017 09:40:56	9.904995
225	15/03/2017 09:40:57	9.906076
226	15/03/2017 09:40:59	9.908864
227	15/03/2017 09:41:00	9.908535
228	15/03/2017 09:41:02	9.908220
229	15/03/2017 09:41:03	9.906109
230	15/03/2017 09:41:05	9.905893
231	15/03/2017 09:41:06	9.905865
232	15/03/2017 09:41:08	9.906155
233	15/03/2017 09:41:09	9.904123
234	15/03/2017 09:41:11	9.904579
235	15/03/2017 09:41:12	9.904897
236	15/03/2017 09:41:14	9.905494
237	15/03/2017 09:41:15	9.906844
238	15/03/2017 09:41:17	9.907964
239	15/03/2017 09:41:19	9.908649
240	15/03/2017 09:41:20	9.907726
241	15/03/2017 09:41:22	9.905895
242	15/03/2017 09:41:23	9.906370
243	15/03/2017 09:41:25	9.906420
244	15/03/2017 09:41:26	9.905370
245	15/03/2017 09:41:28	9.903325
246	15/03/2017 09:41:29	9.904137
247	15/03/2017 09:41:31	9.905030
248	15/03/2017 09:41:32	9.906149
249	15/03/2017 09:41:34	9.908758
250	15/03/2017 09:41:35	9.908618
251	15/03/2017 09:41:37	9.908146
252	15/03/2017 09:41:38	9.905979
253	15/03/2017 09:41:40	9.905857
254	15/03/2017 09:41:41	9.905690
255	15/03/2017 09:41:43	9.905979
256	15/03/2017 09:41:44	9.904075
257	15/03/2017 09:41:46	9.905057
258	15/03/2017 09:41:48	9.905096
259	15/03/2017 09:41:49	9.905742
260	15/03/2017 09:41:51	9.907101
261	15/03/2017 09:41:52	9.908704
262	15/03/2017 09:41:54	9.908536
263	15/03/2017 09:41:55	9.907124
264	15/03/2017 09:41:57	9.905328
265	15/03/2017 09:41:58	9.905869
266	15/03/2017 09:42:00	9.904060
267	15/03/2017 09:42:01	9.904764
268	15/03/2017 09:42:03	9.904959
269	15/03/2017 09:42:04	9.905229
270	15/03/2017 09:42:06	9.905254
271	15/03/2017 09:42:07	9.906338
272	15/03/2017 09:42:09	9.908948
273	15/03/2017 09:42:10	9.908925
274	15/03/2017 09:42:12	9.908010
275	15/03/2017 09:42:14	9.905444
276	15/03/2017 09:42:15	9.905239
277	15/03/2017 09:42:17	9.903254
278	15/03/2017 09:42:18	9.904239
279	15/03/2017 09:42:20	9.904682
280	15/03/2017 09:42:21	9.905777
281	15/03/2017 09:42:23	9.905195
282	15/03/2017 09:42:24	9.905688
283	15/03/2017 09:42:26	9.907211
284	15/03/2017 09:42:27	9.908851
285	15/03/2017 09:42:29	9.908532
286	15/03/2017 09:42:30	9.907160
287	15/03/2017 09:42:32	9.905379
288	15/03/2017 09:42:33	9.905900
289	15/03/2017 09:42:35	9.904789
290	15/03/2017 09:42:36	9.904024
291	15/03/2017 09:42:38	9.904865
292	15/03/2017 09:42:39	9.904568
293	15/03/2017 09:42:41	9.905112
294	15/03/2017 09:42:42	9.906144
295	15/03/2017 09:42:44	9.908874
296	15/03/2017 09:42:45	9.909006
297	15/03/2017 09:42:47	9.907953
298	15/03/2017 09:42:49	9.905473
299	15/03/2017 09:42:50	9.905371
300	15/03/2017 09:42:52	9.903522
301	15/03/2017 09:42:53	9.904168
302	15/03/2017 09:42:55	9.904127
303	15/03/2017 09:42:56	9.904912
304	15/03/2017 09:42:58	9.904930
305	15/03/2017 09:42:59	9.905519
306	15/03/2017 09:43:01	9.906904
307	15/03/2017 09:43:02	9.908294
308	15/03/2017 09:43:04	9.908586
309	15/03/2017 09:43:05	9.907470
310	15/03/2017 09:43:07	9.905682
311	15/03/2017 09:43:08	9.906148
312	15/03/2017 09:43:10	9.906080
313	15/03/2017 09:43:11	9.905299
314	15/03/2017 09:43:13	9.903497
315	15/03/2017 09:43:14	9.903761
316	15/03/2017 09:43:16	9.904497
317	15/03/2017 09:43:17	9.905637
318	15/03/2017 09:43:19	9.908188
319	15/03/2017 09:43:20	9.907599
320	15/03/2017 09:43:22	9.907312
321	15/03/2017 09:43:23	9.905914
322	15/03/2017 09:43:25	9.905675
323	15/03/2017 09:43:26	9.906312
324	15/03/2017 09:43:28	9.908219
325	15/03/2017 09:43:29	9.907192
326	15/03/2017 09:43:31	9.906340
327	15/03/2017 09:43:32	9.904832
328	15/03/2017 09:43:34	9.904593
329	15/03/2017 09:43:36	9.902700
330	15/03/2017 09:43:37	9.905322
331	15/03/2017 09:43:39	9.906387
332	15/03/2017 09:43:40	9.906253
333	15/03/2017 09:43:42	9.905243
334	15/03/2017 09:43:43	9.905886
335	15/03/2017 09:43:45	9.907270
336	15/03/2017 09:43:46	9.908853
337	15/03/2017 09:43:48	9.908114
338	15/03/2017 09:43:49	9.906574
339	15/03/2017 09:43:51	9.905024
340	15/03/2017 09:43:52	9.905805
341	15/03/2017 09:43:54	9.903982
342	15/03/2017 09:43:55	9.904956
343	15/03/2017 09:43:57	9.904812
344	15/03/2017 09:43:58	9.904761
345	15/03/2017 09:44:00	9.905061
346	15/03/2017 09:44:01	9.906307
347	15/03/2017 09:44:03	9.908856
348	15/03/2017 09:44:04	9.908897
349	15/03/2017 09:44:06	9.907993
350	15/03/2017 09:44:07	9.905519
351	15/03/2017 09:44:09	9.905414
352	15/03/2017 09:44:10	9.904697
353	15/03/2017 09:44:12	9.904898
354	15/03/2017 09:44:14	9.903941
355	15/03/2017 09:44:15	9.904623
356	15/03/2017 09:44:17	9.904794
357	15/03/2017 09:44:18	9.905436
358	15/03/2017 09:44:20	9.906784
359	15/03/2017 09:44:21	9.908147
360	15/03/2017 09:44:23	9.908496
361	15/03/2017 09:44:24	9.907445
362	15/03/2017 09:44:26	9.905568
363	15/03/2017 09:44:27	9.906116
364	15/03/2017 09:44:29	9.905842
365	15/03/2017 09:44:30	9.904504
366	15/03/2017 09:44:32	9.903834
367	15/03/2017 09:44:33	9.903972
368	15/03/2017 09:44:35	9.904832
369	15/03/2017 09:44:36	9.905954
370	15/03/2017 09:44:38	9.908660
371	15/03/2017 09:44:39	9.908381
372	15/03/2017 09:44:41	9.907988
373	15/03/2017 09:44:42	9.905616
374	15/03/2017 09:44:44	9.905719
375	15/03/2017 09:44:46	9.905919
376	15/03/2017 09:44:47	9.906378
377	15/03/2017 09:44:49	9.904663
378	15/03/2017 09:44:50	9.904391
379	15/03/2017 09:44:52	9.904438
380	15/03/2017 09:44:53	9.904925
381	15/03/2017 09:44:55	9.905989
382	15/03/2017 09:44:56	9.906966
383	15/03/2017 09:44:58	9.907817
384	15/03/2017 09:44:59	9.907244
385	15/03/2017 09:45:01	9.905634
386	15/03/2017 09:45:02	9.906182
387	15/03/2017 09:45:04	9.907220
388	15/03/2017 09:45:05	9.907711
389	15/03/2017 09:45:07	9.905680
390	15/03/2017 09:45:08	9.905180
391	15/03/2017 09:45:10	9.904591
392	15/03/2017 09:45:11	9.905529
393	15/03/2017 09:45:13	9.906000
394	15/03/2017 09:45:14	9.907151
395	15/03/2017 09:45:16	9.906244
396	15/03/2017 09:45:17	9.905653
397	15/03/2017 09:45:19	9.905552
398	15/03/2017 09:45:20	9.906452
399	15/03/2017 09:45:22	9.908885
400	15/03/2017 09:45:24	9.908369
401	15/03/2017 09:45:25	9.907485
402	15/03/2017 09:45:27	9.905028
403	15/03/2017 09:45:28	9.904912
404	15/03/2017 09:45:30	9.902210
405	15/03/2017 09:45:31	9.905022
406	15/03/2017 09:45:33	9.906192
407	15/03/2017 09:45:34	9.906232
408	15/03/2017 09:45:36	9.905460
409	15/03/2017 09:45:37	9.905954
410	15/03/2017 09:45:39	9.907347
411	15/03/2017 09:45:40	9.908840
412	15/03/2017 09:45:42	9.907828
413	15/03/2017 09:45:43	9.906644
414	15/03/2017 09:45:45	9.905013
415	15/03/2017 09:45:46	9.905782
416	15/03/2017 09:45:48	9.904384
417	15/03/2017 09:45:49	9.905482
418	15/03/2017 09:45:51	9.906221
419	15/03/2017 09:45:53	9.905487
420	15/03/2017 09:45:54	9.905303
421	15/03/2017 09:45:56	9.906375
422	15/03/2017 09:45:57	9.908932
423	15/03/2017 09:45:59	9.908929
424	15/03/2017 09:46:00	9.907963
425	15/03/2017 09:46:02	9.905309
426	15/03/2017 09:46:03	9.905209
427	15/03/2017 09:46:05	9.903707
428	15/03/2017 09:46:06	9.904203
429	15/03/2017 09:46:08	9.904207
430	15/03/2017 09:46:09	9.904932
431	15/03/2017 09:46:11	9.904880
432	15/03/2017 09:46:12	9.905518
433	15/03/2017 09:46:14	9.906907
434	15/03/2017 09:46:15	9.908321
