fieldmap_name:     	BD-006
timestamp:         	2017-03-29_18-00-00
filename:          	2017-03-29_BD-006_Model09_Hall_I=991.63A_7.dat
nr_magnets:        	1

magnet_name:       	BD-006
gap[mm]:           	28
control_gap[mm]:   	--
magnet_length[mm]: 	1206
current_main[A]:   	991.63
NI_main[A.esp]:   	11899.56
center_pos_z[mm]: 	0
center_pos_x[mm]: 	0
rotation[deg]:    	0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	1.4231785189e-04  -4.1045234222e-03  -3.0495418037e-04
-48.000	0.000	-741.500	1.3953522537e-04  -4.1834632434e-03  -3.0505229650e-04
-46.000	0.000	-741.500	1.3833655549e-04  -4.2625312045e-03  -3.0646109599e-04
-44.000	0.000	-741.500	1.3565257727e-04  -4.3392127901e-03  -3.0767181198e-04
-42.000	0.000	-741.500	1.3276199601e-04  -4.4149379682e-03  -3.1004696276e-04
-40.000	0.000	-741.500	1.3019527898e-04  -4.4893520326e-03  -3.1170938318e-04
-38.000	0.000	-741.500	1.2911387028e-04  -4.5607204502e-03  -3.1267388323e-04
-36.000	0.000	-741.500	1.2626982124e-04  -4.6302893362e-03  -3.1431964242e-04
-34.000	0.000	-741.500	1.2379244607e-04  -4.6971914243e-03  -3.1681142181e-04
-32.000	0.000	-741.500	1.2209681212e-04  -4.7615455689e-03  -3.1847939598e-04
-30.000	0.000	-741.500	1.2029322342e-04  -4.8229376362e-03  -3.1971973193e-04
-28.000	0.000	-741.500	1.1860689592e-04  -4.8809757780e-03  -3.2140992107e-04
-26.000	0.000	-741.500	1.1706202635e-04  -4.9367352559e-03  -3.2352034343e-04
-24.000	0.000	-741.500	1.1653528166e-04  -4.9884425380e-03  -3.2529939246e-04
-22.000	0.000	-741.500	1.1471494138e-04  -5.0378191575e-03  -3.2675632439e-04
-20.000	0.000	-741.500	1.1382896798e-04  -5.0824490251e-03  -3.2887600299e-04
-18.000	0.000	-741.500	1.1247953372e-04  -5.1232811198e-03  -3.3042919980e-04
-16.000	0.000	-741.500	1.1141301533e-04  -5.1621521151e-03  -3.3067911824e-04
-14.000	0.000	-741.500	1.0966154272e-04  -5.1973887624e-03  -3.3263958954e-04
-12.000	0.000	-741.500	1.0983650385e-04  -5.2278173734e-03  -3.3348190724e-04
-10.000	0.000	-741.500	1.0865272428e-04  -5.2538037973e-03  -3.3413354642e-04
-8.000	0.000	-741.500	1.0815017635e-04  -5.2766498621e-03  -3.3545533727e-04
-6.000	0.000	-741.500	1.0653457781e-04  -5.2961512869e-03  -3.3620324134e-04
-4.000	0.000	-741.500	1.0626096838e-04  -5.3110248143e-03  -3.3726215502e-04
-2.000	0.000	-741.500	1.0552017550e-04  -5.3221562817e-03  -3.3774903316e-04
0.000	0.000	-741.500	1.0578447849e-04  -5.3293729789e-03  -3.3826553126e-04
2.000	0.000	-741.500	1.0447971515e-04  -5.3327343329e-03  -3.3787491800e-04
4.000	0.000	-741.500	1.0433453464e-04  -5.3320917757e-03  -3.3826923376e-04
6.000	0.000	-741.500	1.0313772604e-04  -5.3274434502e-03  -3.3782493431e-04
8.000	0.000	-741.500	1.0270776837e-04  -5.3184476497e-03  -3.3763795830e-04
10.000	0.000	-741.500	1.0239134930e-04  -5.3066383401e-03  -3.3624582004e-04
12.000	0.000	-741.500	1.0059520576e-04  -5.2895585759e-03  -3.3498882286e-04
14.000	0.000	-741.500	9.8704136506e-05  -5.2703134312e-03  -3.3405024028e-04
16.000	0.000	-741.500	9.7317476470e-05  -5.2473336550e-03  -3.3284692928e-04
18.000	0.000	-741.500	9.5417100770e-05  -5.2202236847e-03  -3.3142331981e-04
20.000	0.000	-741.500	9.3862924757e-05  -5.1899807838e-03  -3.2908889648e-04
