X[mm]	Y[mm]	Z[mm]	Bx, By, Bz [T]
10.000	0.000	-741.500	-6.5802137241e-05, -5.9297720953e-03, 3.5236648490e-05
12.000	0.000	-741.500	-7.5205367443e-05, -5.9149357099e-03, 3.2787447799e-05
14.000	0.000	-741.500	-8.1984180665e-05, -5.8953581440e-03, 3.1017655010e-05
16.000	0.000	-741.500	-8.9710389804e-05, -5.8732827763e-03, 2.8357412082e-05
18.000	0.000	-741.500	-9.6582267458e-05, -5.8468729333e-03, 2.5571284312e-05
20.000	0.000	-741.500	-1.0474960200e-04, -5.8164071802e-03, 2.2381584546e-05
22.000	0.000	-741.500	-1.1384013571e-04, -5.7813748141e-03, 2.0285972163e-05
24.000	0.000	-741.500	-1.2062825538e-04, -5.7440470703e-03, 1.6890783904e-05
26.000	0.000	-741.500	-1.2924229920e-04, -5.7033505441e-03, 1.3493744397e-05
28.000	0.000	-741.500	-1.3597458021e-04, -5.6594635172e-03, 1.0822393983e-05
30.000	0.000	-741.500	-1.4362261522e-04, -5.6129264061e-03, 8.9526338184e-06
32.000	0.000	-741.500	-1.5230924930e-04, -5.5624373827e-03, 5.9184388580e-06
34.000	0.000	-741.500	-1.6006896163e-04, -5.5092871326e-03, 3.0601124280e-06
36.000	0.000	-741.500	-1.6879654406e-04, -5.4525396766e-03, -2.2029847485e-07
38.000	0.000	-741.500	-1.7717978809e-04, -5.3932721335e-03, -3.2359809583e-06
40.000	0.000	-741.500	-1.8591481567e-04, -5.3325040523e-03, -5.2890146441e-06
42.000	0.000	-741.500	-1.9446185310e-04, -5.2690506021e-03, -8.8674764247e-06
44.000	0.000	-741.500	-2.0341279016e-04, -5.2034651991e-03, -1.3067957428e-05
46.000	0.000	-741.500	-2.1330926185e-04, -5.1357367008e-03, -1.4560063065e-05
48.000	0.000	-741.500	-2.2360777189e-04, -5.0658186796e-03, -1.8171847304e-05
50.000	0.000	-741.500	-2.3416500105e-04, -4.9940806988e-03, -2.1048686211e-05
-50.000	0.000	-739.500	2.7734317489e-04, -4.8946644745e-03, 1.7636836722e-05
-48.000	0.000	-739.500	2.6540114698e-04, -4.9864925813e-03, 2.1017215000e-05
-46.000	0.000	-739.500	2.5344422877e-04, -5.0783504017e-03, 2.5276935930e-05
-44.000	0.000	-739.500	2.4088611432e-04, -5.1691533884e-03, 2.9316358385e-05
-42.000	0.000	-739.500	2.2741224587e-04, -5.2574530021e-03, 3.2674521690e-05
-40.000	0.000	-739.500	2.1459913488e-04, -5.3416855630e-03, 3.6175231068e-05
-38.000	0.000	-739.500	2.0163712080e-04, -5.4245085838e-03, 3.9624105510e-05
-36.000	0.000	-739.500	1.8930049970e-04, -5.5039386798e-03, 4.2334332125e-05
-34.000	0.000	-739.500	1.7616352449e-04, -5.5804401264e-03, 4.4455861976e-05
-32.000	0.000	-739.500	1.6387343561e-04, -5.6548319056e-03, 4.7297527176e-05
-30.000	0.000	-739.500	1.5164663054e-04, -5.7263544626e-03, 4.8136142379e-05
-28.000	0.000	-739.500	1.3784331400e-04, -5.7940328192e-03, 5.0015158782e-05
-26.000	0.000	-739.500	1.2529264471e-04, -5.8580099721e-03, 5.0801939050e-05
-24.000	0.000	-739.500	1.1224128877e-04, -5.9178569309e-03, 5.2184821072e-05
-22.000	0.000	-739.500	1.0004798690e-04, -5.9756183645e-03, 5.2414375786e-05
-20.000	0.000	-739.500	8.6737911848e-05, -6.0282374835e-03, 5.2999370055e-05
-18.000	0.000	-739.500	7.4347313381e-05, -6.0778629546e-03, 5.3075271210e-05
-16.000	0.000	-739.500	6.3039984901e-05, -6.1236312255e-03, 5.3362214602e-05
-14.000	0.000	-739.500	5.1356676117e-05, -6.1638950471e-03, 5.2960493854e-05
-12.000	0.000	-739.500	4.0298760315e-05, -6.2002292415e-03, 5.2940130129e-05
-10.000	0.000	-739.500	2.9587044199e-05, -6.2324388130e-03, 5.2473615712e-05
-8.000	0.000	-739.500	1.8106615876e-05, -6.2598236344e-03, 5.1597975555e-05
-6.000	0.000	-739.500	8.1561668144e-06, -6.2827996964e-03, 4.9311684661e-05
-4.000	0.000	-739.500	-2.4773751780e-06, -6.3019705571e-03, 4.7997298802e-05
-2.000	0.000	-739.500	-1.2269614706e-05, -6.3167308012e-03, 4.6312663407e-05
0.000	0.000	-739.500	-2.2316850777e-05, -6.3271565701e-03, 4.3802371542e-05
2.000	0.000	-739.500	-3.1612126238e-05, -6.3325068800e-03, 4.2321373392e-05
4.000	0.000	-739.500	-4.0429050519e-05, -6.3326127348e-03, 3.9588931804e-05
6.000	0.000	-739.500	-4.9631261549e-05, -6.3288075335e-03, 3.7980197564e-05
8.000	0.000	-739.500	-5.7457980274e-05, -6.3203670063e-03, 3.4018527512e-05
10.000	0.000	-739.500	-6.6595046201e-05, -6.3089718304e-03, 3.2224668502e-05
12.000	0.000	-739.500	-7.5432444657e-05, -6.2924919101e-03, 2.9423730750e-05
14.000	0.000	-739.500	-8.2399248031e-05, -6.2708622468e-03, 2.7474366935e-05
16.000	0.000	-739.500	-9.0815995255e-05, -6.2469706337e-03, 2.4960372575e-05
18.000	0.000	-739.500	-9.7656231002e-05, -6.2180091330e-03, 2.1665151691e-05
20.000	0.000	-739.500	-1.0556670772e-04, -6.1843120230e-03, 1.8310690880e-05
22.000	0.000	-739.500	-1.1435385138e-04, -6.1461894397e-03, 1.6479806917e-05
24.000	0.000	-739.500	-1.2148630944e-04, -6.1052904893e-03, 1.2993907521e-05
26.000	0.000	-739.500	-1.2948054415e-04, -6.0608890453e-03, 9.3747182912e-06
28.000	0.000	-739.500	-1.3697967607e-04, -6.0129832503e-03, 6.5848880256e-06
30.000	0.000	-739.500	-1.4420519857e-04, -5.9620745219e-03, 4.7669627962e-06
32.000	0.000	-739.500	-1.5296256161e-04, -5.9074367333e-03, 1.4106507381e-06
34.000	0.000	-739.500	-1.6117084451e-04, -5.8494691615e-03, -1.2292284647e-06
36.000	0.000	-739.500	-1.6969368518e-04, -5.7880733799e-03, -4.7206816040e-06
38.000	0.000	-739.500	-1.7828167096e-04, -5.7236950930e-03, -7.3864782745e-06
40.000	0.000	-739.500	-1.8720468869e-04, -5.6574782755e-03, -9.6616616828e-06
42.000	0.000	-739.500	-1.9580570349e-04, -5.5890663637e-03, -1.3410438251e-05
44.000	0.000	-739.500	-2.0479572762e-04, -5.5176143766e-03, -1.7405430761e-05
46.000	0.000	-739.500	-2.1500861838e-04, -5.4439802949e-03, -1.8664279189e-05
48.000	0.000	-739.500	-2.2565891197e-04, -5.3684705406e-03, -2.2164988566e-05
50.000	0.000	-739.500	-2.3625150561e-04, -5.2911166842e-03, -2.5136241105e-05
-50.000	0.000	-737.500	2.8823357471e-04, -5.1984324535e-03, 1.7747911583e-05
-48.000	0.000	-737.500	2.7591370521e-04, -5.2972005493e-03, 2.1270835933e-05
-46.000	0.000	-737.500	2.6324391345e-04, -5.3959110750e-03, 2.5773070310e-05
-44.000	0.000	-737.500	2.4992267066e-04, -5.4933624857e-03, 2.9675500436e-05
-42.000	0.000	-737.500	2.3600953809e-04, -5.5885723747e-03, 3.3339119610e-05
-40.000	0.000	-737.500	2.2270132432e-04, -5.6794923588e-03, 3.6197446040e-05
-38.000	0.000	-737.500	2.0908227535e-04, -5.7682488194e-03, 3.9520435640e-05
-36.000	0.000	-737.500	1.9609978710e-04, -5.8539224913e-03, 4.2560184343e-05
-34.000	0.000	-737.500	1.8258310900e-04, -5.9366526570e-03, 4.4491035682e-05
-32.000	0.000	-737.500	1.6976441415e-04, -6.0163891748e-03, 4.7366023341e-05
-30.000	0.000	-737.500	1.5671678079e-04, -6.0931859006e-03, 4.8223151020e-05
-28.000	0.000	-737.500	1.4279806435e-04, -6.1658747175e-03, 4.9596776805e-05
-26.000	0.000	-737.500	1.2932047332e-04, -6.2349291864e-03, 5.0446499493e-05
-24.000	0.000	-737.500	1.1611835301e-04, -6.2991013350e-03, 5.1794207810e-05
-22.000	0.000	-737.500	1.0315820022e-04, -6.3610839607e-03, 5.1820125278e-05
-20.000	0.000	-737.500	8.9598712486e-05, -6.4179966988e-03, 5.2238507255e-05
-18.000	0.000	-737.500	7.6556662995e-05, -6.4712305185e-03, 5.1977481331e-05
-16.000	0.000	-737.500	6.5623453532e-05, -6.5202988591e-03, 5.2049679991e-05
-14.000	0.000	-737.500	5.2912713418e-05, -6.5631923366e-03, 5.1510966914e-05
-12.000	0.000	-737.500	4.1769178339e-05, -6.6023381830e-03, 5.1283263448e-05
-10.000	0.000	-737.500	3.0594001353e-05, -6.6370399850e-03, 5.0305804669e-05
-8.000	0.000	-737.500	1.8797153961e-05, -6.6663821916e-03, 4.9306130918e-05
-6.000	0.000	-737.500	8.7126921173e-06, -6.6907250804e-03, 4.7229031012e-05
-4.000	0.000	-737.500	-2.0194981729e-06, -6.7108300632e-03, 4.5351865857e-05
-2.000	0.000	-737.500	-1.2087208419e-05, -6.7264074321e-03, 4.3304385914e-05
0.000	0.000	-737.500	-2.1903644699e-05, -6.7372826195e-03, 4.0827416508e-05
2.000	0.000	-737.500	-3.1297568458e-05, -6.7430414919e-03, 3.8974317572e-05
4.000	0.000	-737.500	-4.0192666862e-05, -6.7423190793e-03, 3.6153016096e-05
6.000	0.000	-737.500	-4.9973738658e-05, -6.7380588880e-03, 3.4116643639e-05
8.000	0.000	-737.500	-5.7861879909e-05, -6.7283295323e-03, 3.0345652099e-05
10.000	0.000	-737.500	-6.6909603981e-05, -6.7156900983e-03, 2.7861277702e-05
12.000	0.000	-737.500	-7.5408247905e-05, -6.6973549334e-03, 2.5043678721e-05
14.000	0.000	-737.500	-8.2983692664e-05, -6.6733964646e-03, 2.2964727568e-05
16.000	0.000	-737.500	-9.1376243135e-05, -6.6469624793e-03, 2.0106401138e-05
18.000	0.000	-737.500	-9.8253704655e-05, -6.6152376113e-03, 1.6629757980e-05
20.000	0.000	-737.500	-1.0602272343e-04, -6.5783147156e-03, 1.3241974711e-05
22.000	0.000	-737.500	-1.1472238653e-04, -6.5365392133e-03, 1.1155618567e-05
24.000	0.000	-737.500	-1.2195535418e-04, -6.4920430570e-03, 7.7641328028e-06
26.000	0.000	-737.500	-1.3004265331e-04, -6.4435931313e-03, 4.2301009667e-06
28.000	0.000	-737.500	-1.3738357570e-04, -6.3911485798e-03, 1.1829472725e-06
30.000	0.000	-737.500	-1.4469471748e-04, -6.3355599552e-03, -8.4602019334e-07
32.000	0.000	-737.500	-1.5329573228e-04, -6.2760714170e-03, -4.3152583603e-06
34.000	0.000	-737.500	-1.6121737672e-04, -6.2133719501e-03, -6.9421788294e-06
36.000	0.000	-737.500	-1.7016272992e-04, -6.1463472933e-03, -1.0461400684e-05
38.000	0.000	-737.500	-1.7902618642e-04, -6.0766205536e-03, -1.3095726144e-05
40.000	0.000	-737.500	-1.8816883621e-04, -6.0044480110e-03, -1.5204297260e-05
42.000	0.000	-737.500	-1.9669726075e-04, -5.9304629371e-03, -1.9280744669e-05
44.000	0.000	-737.500	-2.0565005910e-04, -5.8527803738e-03, -2.2557453076e-05
46.000	0.000	-737.500	-2.1598021105e-04, -5.7728822881e-03, -2.3664499194e-05
48.000	0.000	-737.500	-2.2743644262e-04, -5.6910843875e-03, -2.7444746972e-05
50.000	0.000	-737.500	-2.3797692018e-04, -5.6074609559e-03, -3.0167932321e-05
-50.000	0.000	-735.500	2.9914072613e-04, -5.5231076833e-03, 1.8123714864e-05
-48.000	0.000	-735.500	2.8673895993e-04, -5.6292893291e-03, 2.1570738059e-05
-46.000	0.000	-735.500	2.7330603983e-04, -5.7353001214e-03, 2.5660144201e-05
-44.000	0.000	-735.500	2.5933706860e-04, -5.8397175205e-03, 2.9638475482e-05
-42.000	0.000	-735.500	2.4490835907e-04, -5.9427068085e-03, 3.3070688695e-05
-40.000	0.000	-735.500	2.3087238144e-04, -6.0406466369e-03, 3.6180784811e-05
-38.000	0.000	-735.500	2.1662235563e-04, -6.1363263726e-03, 3.9268665954e-05
-36.000	0.000	-735.500	2.0317082264e-04, -6.2287097529e-03, 4.2130694880e-05
-34.000	0.000	-735.500	1.8934517063e-04, -6.3179397744e-03, 4.4028223760e-05
-32.000	0.000	-735.500	1.7558838630e-04, -6.4035447335e-03, 4.6540366872e-05
-30.000	0.000	-735.500	1.6172550852e-04, -6.4863343265e-03, 4.7397494552e-05
-28.000	0.000	-735.500	1.4756482456e-04, -6.5645387354e-03, 4.8630425512e-05
-26.000	0.000	-735.500	1.3343019864e-04, -6.6385163808e-03, 4.9245039744e-05
-24.000	0.000	-735.500	1.1983534642e-04, -6.7078419866e-03, 5.0383557072e-05
-22.000	0.000	-735.500	1.0617534910e-04, -6.7745899352e-03, 5.0191027313e-05
-20.000	0.000	-735.500	9.2679145182e-05, -6.8356792950e-03, 5.0218796028e-05
-18.000	0.000	-735.500	7.9151299357e-05, -6.8927888859e-03, 5.0216944780e-05
-16.000	0.000	-735.500	6.7521967943e-05, -6.9455900009e-03, 4.9937406379e-05
-14.000	0.000	-735.500	5.4712579532e-05, -6.9914455556e-03, 4.9304279670e-05
-12.000	0.000	-735.500	4.3193064148e-05, -7.0339304708e-03, 4.8523053146e-05
-10.000	0.000	-735.500	3.1623293970e-05, -7.0706992270e-03, 4.7262353470e-05
-8.000	0.000	-735.500	1.9686849931e-05, -7.1025503779e-03, 4.6514449405e-05
-6.000	0.000	-735.500	8.9676886608e-06, -7.1281226680e-03, 4.3748685359e-05
-4.000	0.000	-735.500	-1.6007082292e-06, -7.1492861988e-03, 4.1560510592e-05
-2.000	0.000	-735.500	-1.2172827697e-05, -7.1660001139e-03, 3.9518584392e-05
0.000	0.000	-735.500	-2.1501606353e-05, -7.1769960130e-03, 3.6467728203e-05
2.000	0.000	-735.500	-3.1213810470e-05, -7.1832433030e-03, 3.4670166698e-05
4.000	0.000	-735.500	-4.0094018564e-05, -7.1820677577e-03, 3.1691509168e-05
6.000	0.000	-735.500	-4.9975599947e-05, -7.1769421570e-03, 2.9034968736e-05
8.000	0.000	-735.500	-5.8031257175e-05, -7.1661375394e-03, 2.5380605800e-05
10.000	0.000	-735.500	-6.6738365426e-05, -7.1518805698e-03, 2.2624097993e-05
12.000	0.000	-735.500	-7.5290986721e-05, -7.1313540250e-03, 1.9286298412e-05
14.000	0.000	-735.500	-8.2918547562e-05, -7.1046526170e-03, 1.7349893330e-05
16.000	0.000	-735.500	-9.1497226897e-05, -7.0755574050e-03, 1.3852886448e-05
18.000	0.000	-735.500	-9.8095495121e-05, -7.0408036041e-03, 1.0587285527e-05
20.000	0.000	-735.500	-1.0633541992e-04, -7.0004562130e-03, 7.3383458346e-06
22.000	0.000	-735.500	-1.1484523158e-04, -6.9547325125e-03, 4.6336729627e-06
24.000	0.000	-735.500	-1.2197024449e-04, -6.9062733012e-03, 1.0255912191e-06
26.000	0.000	-735.500	-1.3017108223e-04, -6.8537433231e-03, -2.4603081771e-06
28.000	0.000	-735.500	-1.3760506905e-04, -6.7963663095e-03, -5.3963870100e-06
30.000	0.000	-735.500	-1.4470216263e-04, -6.7355722289e-03, -7.6586116846e-06
32.000	0.000	-735.500	-1.5313380016e-04, -6.6706200976e-03, -1.1090824898e-05
34.000	0.000	-735.500	-1.6138675399e-04, -6.6020689032e-03, -1.3764026559e-05
36.000	0.000	-735.500	-1.7029115884e-04, -6.5294673701e-03, -1.7198091020e-05
38.000	0.000	-735.500	-1.7907830250e-04, -6.4538703320e-03, -2.0208219760e-05
40.000	0.000	-735.500	-1.8849270043e-04, -6.3750809361e-03, -2.2018739999e-05
42.000	0.000	-735.500	-1.9717375064e-04, -6.2948504292e-03, -2.6209964764e-05
44.000	0.000	-735.500	-2.0613957802e-04, -6.2106364393e-03, -2.9260820954e-05
46.000	0.000	-735.500	-2.1662421692e-04, -6.1240007888e-03, -3.0419702007e-05
48.000	0.000	-735.500	-2.2865372539e-04, -6.0352777560e-03, -3.3974097567e-05
50.000	0.000	-735.500	-2.3908810950e-04, -5.9448703319e-03, -3.6356653341e-05
-50.000	0.000	-733.500	3.1125213130e-04, -5.8696001437e-03, 1.7296207147e-05
-48.000	0.000	-733.500	2.9751954373e-04, -5.9843875986e-03, 2.0961677569e-05
-46.000	0.000	-733.500	2.8343703389e-04, -6.0981647902e-03, 2.4790057788e-05
-44.000	0.000	-733.500	2.6928193379e-04, -6.2105751549e-03, 2.8725810372e-05
-42.000	0.000	-733.500	2.5368619629e-04, -6.3217505471e-03, 3.2130254870e-05
-40.000	0.000	-733.500	2.3923701259e-04, -6.4272060660e-03, 3.5134829867e-05
-38.000	0.000	-733.500	2.2425922291e-04, -6.5301247841e-03, 3.7885783932e-05
-36.000	0.000	-733.500	2.1038145482e-04, -6.6301519949e-03, 4.0957003846e-05
-34.000	0.000	-733.500	1.9598997107e-04, -6.7259951555e-03, 4.2869342707e-05
-32.000	0.000	-733.500	1.8155753896e-04, -6.8186868146e-03, 4.5179699822e-05
-30.000	0.000	-733.500	1.6755134196e-04, -6.9076308425e-03, 4.5990546309e-05
-28.000	0.000	-733.500	1.5230552672e-04, -6.9918281186e-03, 4.6768070338e-05
-26.000	0.000	-733.500	1.3804433317e-04, -7.0716760624e-03, 4.7240138498e-05
-24.000	0.000	-733.500	1.2373102354e-04, -7.1460789842e-03, 4.8199084800e-05
-22.000	0.000	-733.500	1.0964106855e-04, -7.2177686804e-03, 4.7734421631e-05
-20.000	0.000	-733.500	9.5811693961e-05, -7.2838035020e-03, 4.7482651945e-05
-18.000	0.000	-733.500	8.1561668144e-05, -7.3450934287e-03, 4.7360469598e-05
-16.000	0.000	-733.500	6.9318111479e-05, -7.4018408848e-03, 4.6888401437e-05
-14.000	0.000	-733.500	5.6771164766e-05, -7.4514199284e-03, 4.5949818860e-05
-12.000	0.000	-733.500	4.4698846656e-05, -7.4968799204e-03, 4.5070476208e-05
-10.000	0.000	-733.500	3.2848021894e-05, -7.5360461949e-03, 4.3398799546e-05
-8.000	0.000	-733.500	2.0816652134e-05, -7.5700515838e-03, 4.2397274547e-05
-6.000	0.000	-733.500	9.6340299935e-06, -7.5978319678e-03, 3.8928036380e-05
-4.000	0.000	-733.500	-1.2675375629e-06, -7.6201134738e-03, 3.6960160088e-05
-2.000	0.000	-733.500	-1.2014618162e-05, -7.6377373687e-03, 3.4520215635e-05
0.000	0.000	-733.500	-2.1134932491e-05, -7.6496116769e-03, 3.1128729871e-05
2.000	0.000	-733.500	-3.1526506961e-05, -7.6551959817e-03, 2.8986836296e-05
4.000	0.000	-733.500	-4.0108908873e-05, -7.6538105838e-03, 2.5530556863e-05
6.000	0.000	-733.500	-4.9804361392e-05, -7.6475038665e-03, 2.2788859037e-05
8.000	0.000	-733.500	-5.8075928102e-05, -7.6358932668e-03, 1.8658725446e-05
10.000	0.000	-733.500	-6.6626688108e-05, -7.6195860569e-03, 1.5972565051e-05
12.000	0.000	-733.500	-7.5497589759e-05, -7.5969312735e-03, 1.2420020738e-05
14.000	0.000	-733.500	-8.3087924828e-05, -7.5675853527e-03, 1.0091151146e-05
16.000	0.000	-733.500	-9.1238507776e-05, -7.5356784888e-03, 6.8292527204e-06
18.000	0.000	-733.500	-9.7780937341e-05, -7.4971529144e-03, 3.1748897846e-06
20.000	0.000	-733.500	-1.0595943962e-04, -7.4527570416e-03, -4.0172074826e-07
22.000	0.000	-733.500	-1.1464421241e-04, -7.4030424296e-03, -3.2100634907e-06
24.000	0.000	-733.500	-1.2187345748e-04, -7.3499924630e-03, -7.0421462045e-06
26.000	0.000	-733.500	-1.2985466316e-04, -7.2927825886e-03, -1.0542855582e-05
28.000	0.000	-733.500	-1.3708018566e-04, -7.2302224043e-03, -1.3645546707e-05
30.000	0.000	-733.500	-1.4420892114e-04, -7.1636397377e-03, -1.5667109182e-05
32.000	0.000	-733.500	-1.5260705548e-04, -7.0926873109e-03, -1.9388117035e-05
34.000	0.000	-733.500	-1.6102752528e-04, -7.0181562491e-03, -2.1937285101e-05
36.000	0.000	-733.500	-1.6996543332e-04, -6.9395154213e-03, -2.5336175856e-05
38.000	0.000	-733.500	-1.7865206740e-04, -6.8570359643e-03, -2.8472189439e-05
40.000	0.000	-733.500	-1.8794548157e-04, -6.7714607189e-03, -3.0023535001e-05
42.000	0.000	-733.500	-1.9699134436e-04, -6.6844443625e-03, -3.4338793362e-05
44.000	0.000	-733.500	-2.0631081657e-04, -6.5930396749e-03, -3.7406310780e-05
46.000	0.000	-733.500	-2.1691457794e-04, -6.4987416228e-03, -3.8550381851e-05
48.000	0.000	-733.500	-2.2918047007e-04, -6.4026551818e-03, -4.1593833050e-05
50.000	0.000	-733.500	-2.3966697026e-04, -6.3048267795e-03, -4.3767197836e-05
-50.000	0.000	-731.500	3.2287774014e-04, -6.2400232163e-03, 1.6353922074e-05
-48.000	0.000	-731.500	3.0862026917e-04, -6.3639736109e-03, 1.9682465417e-05
-46.000	0.000	-731.500	2.9390305990e-04, -6.4865181795e-03, 2.3135042355e-05
-44.000	0.000	-731.500	2.7929938924e-04, -6.6076792074e-03, 2.7046728719e-05
-42.000	0.000	-731.500	2.6313409742e-04, -6.7273619824e-03, 3.0503008152e-05
-40.000	0.000	-731.500	2.4782872094e-04, -6.8416665908e-03, 3.3191019795e-05
-38.000	0.000	-731.500	2.3214922545e-04, -6.9521789977e-03, 3.6140057362e-05
-36.000	0.000	-731.500	2.1778938360e-04, -7.0603663132e-03, 3.8707737905e-05
-34.000	0.000	-731.500	2.0283020682e-04, -7.1632200327e-03, 4.0505299410e-05
-32.000	0.000	-731.500	1.8785800101e-04, -7.2633400985e-03, 4.2910070156e-05
-30.000	0.000	-731.500	1.7310170468e-04, -7.3593931117e-03, 4.3376584574e-05
-28.000	0.000	-731.500	1.5735148022e-04, -7.4502833822e-03, 4.4035628751e-05
-26.000	0.000	-731.500	1.4272919667e-04, -7.5361056221e-03, 4.4267034712e-05
-24.000	0.000	-731.500	1.2757272329e-04, -7.6163676997e-03, 4.4733549129e-05
-22.000	0.000	-731.500	1.1323335562e-04, -7.6933092795e-03, 4.4131893630e-05
-20.000	0.000	-731.500	9.8998220111e-05, -7.7645736994e-03, 4.3556155599e-05
-18.000	0.000	-731.500	8.4247507650e-05, -7.8306363775e-03, 4.3274765951e-05
-16.000	0.000	-731.500	7.1471622434e-05, -7.8915734549e-03, 4.2400977042e-05
-14.000	0.000	-731.500	5.8651066291e-05, -7.9455074019e-03, 4.0940342616e-05
-12.000	0.000	-731.500	4.6282803288e-05, -7.9939443280e-03, 3.9907346407e-05
-10.000	0.000	-731.500	3.4472926876e-05, -8.0359352541e-03, 3.8107933654e-05
-8.000	0.000	-731.500	2.2115831604e-05, -8.0721617366e-03, 3.6688026678e-05
-6.000	0.000	-731.500	1.0774999929e-05, -8.1020982157e-03, 3.3087349925e-05
-4.000	0.000	-731.500	-6.9053808493e-07, -8.1253268435e-03, 3.0819571507e-05
-2.000	0.000	-731.500	-1.0992770700e-05, -8.1442135676e-03, 2.8118601131e-05
0.000	0.000	-731.500	-2.0861323062e-05, -8.1570201408e-03, 2.4171741060e-05
2.000	0.000	-731.500	-3.1275232995e-05, -8.1617557501e-03, 2.2027996238e-05
4.000	0.000	-731.500	-3.9876247794e-05, -8.1603164963e-03, 1.7784936537e-05
6.000	0.000	-731.500	-4.9352068253e-05, -8.1529846589e-03, 1.5058048693e-05
8.000	0.000	-731.500	-5.7891660527e-05, -8.1397249529e-03, 1.0320705860e-05
10.000	0.000	-731.500	-6.6613659087e-05, -8.1212115062e-03, 7.5105118695e-06
12.000	0.000	-731.500	-7.5209090020e-05, -8.0962650593e-03, 3.9709262904e-06
14.000	0.000	-731.500	-8.2985553953e-05, -8.0643210533e-03, 1.1051948696e-06
16.000	0.000	-731.500	-9.0868111337e-05, -8.0293314005e-03, -1.8568014309e-06
18.000	0.000	-731.500	-9.7568750436e-05, -7.9870210529e-03, -6.0720924161e-06
20.000	0.000	-731.500	-1.0503065659e-04, -7.9381328512e-03, -9.8245714793e-06
22.000	0.000	-731.500	-1.1382152283e-04, -7.8837847705e-03, -1.2830997724e-05
24.000	0.000	-731.500	-1.2125178707e-04, -7.8259119108e-03, -1.6724171612e-05
26.000	0.000	-731.500	-1.2896124461e-04, -7.7631753018e-03, -2.0284120916e-05
28.000	0.000	-731.500	-1.3617001551e-04, -7.6947206767e-03, -2.3834813981e-05
30.000	0.000	-731.500	-1.4281295466e-04, -7.6220857158e-03, -2.5819351502e-05
32.000	0.000	-731.500	-1.5195746575e-04, -7.5449157125e-03, -2.9421879503e-05
34.000	0.000	-731.500	-1.5971159421e-04, -7.4638439386e-03, -3.1954386340e-05
36.000	0.000	-731.500	-1.6885796658e-04, -7.3784581175e-03, -3.5495823167e-05
38.000	0.000	-731.500	-1.7767116829e-04, -7.2884258280e-03, -3.8293058423e-05
40.000	0.000	-731.500	-1.8728100153e-04, -7.1955354591e-03, -3.9822189013e-05
42.000	0.000	-731.500	-1.9610350968e-04, -7.1009699844e-03, -4.4039331246e-05
