fieldmap_name:		BD-031
timestamp:		2017-03-30_21-03-45
filename:		2017-03-30_BD-031_Model09_Hall_I=991.63A.dat
nr_magnets:		1

magnet_name:		BD-031
gap[mm]:		28
control_gap[mm]:	--
magnet_length[mm]:	1206
current_main[A]:	991.63
NI_main[A.esp]:		11899.56
center_pos_z[mm]:	0
center_pos_x[mm]:	0
rotation[deg]:		0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	2.7730222654e-04  -4.2053789003e-03  7.6471339489e-05
-48.000	0.000	-741.500	2.6450772843e-04  -4.2861089675e-03  8.0694035465e-05
-46.000	0.000	-741.500	2.5144520477e-04  -4.3650042182e-03  8.4909326450e-05
-44.000	0.000	-741.500	2.3771261719e-04  -4.4420275104e-03  8.8815459072e-05
-42.000	0.000	-741.500	2.2509308022e-04  -4.5168427087e-03  9.1272064753e-05
-40.000	0.000	-741.500	2.1220924027e-04  -4.5897228071e-03  9.4687616737e-05
-38.000	0.000	-741.500	1.9787545646e-04  -4.6597373976e-03  9.7992093860e-05
-36.000	0.000	-741.500	1.8512190671e-04  -4.7285225868e-03  1.0166311803e-04
-34.000	0.000	-741.500	1.7170387691e-04  -4.7950569687e-03  1.0402716132e-04
-32.000	0.000	-741.500	1.5741662532e-04  -4.8588762680e-03  1.0729091100e-04
-30.000	0.000	-741.500	1.4493668500e-04  -4.9192042161e-03  1.0963088807e-04
-28.000	0.000	-741.500	1.3118548454e-04  -4.9765422305e-03  1.1134699468e-04
-26.000	0.000	-741.500	1.1784376758e-04  -5.0304018934e-03  1.1306125004e-04
-24.000	0.000	-741.500	1.0444621196e-04  -5.0819903210e-03  1.1409609750e-04
-22.000	0.000	-741.500	9.1616349370e-05  -5.1305498158e-03  1.1539567337e-04
-20.000	0.000	-741.500	7.9581257033e-05  -5.1757590991e-03  1.1595104768e-04
-18.000	0.000	-741.500	6.6431252801e-05  -5.2167639042e-03  1.1579924537e-04
-16.000	0.000	-741.500	5.3497158051e-05  -5.2543962127e-03  1.1633055346e-04
-14.000	0.000	-741.500	4.1422978652e-05  -5.2888807338e-03  1.1575481542e-04
-12.000	0.000	-741.500	2.9916492288e-05  -5.3199723302e-03  1.1570668299e-04
-10.000	0.000	-741.500	1.8356028554e-05  -5.3476765730e-03  1.1546972328e-04
-8.000	0.000	-741.500	6.3525781236e-06  -5.3707770608e-03  1.1449781824e-04
-6.000	0.000	-741.500	-5.2227759199e-06  -5.3905459082e-03  1.1318158114e-04
-4.000	0.000	-741.500	-1.4402651486e-05  -5.4069441161e-03  1.1249661949e-04
-2.000	0.000	-741.500	-2.5475457597e-05  -5.4187942819e-03  1.1153397070e-04
0.000	0.000	-741.500	-3.5701377377e-05  -5.4274873749e-03  1.0882004159e-04
2.000	0.000	-741.500	-4.5681607057e-05  -5.4323585526e-03  1.0775002042e-04
4.000	0.000	-741.500	-5.5399395040e-05  -5.4326519747e-03  1.0650227948e-04
6.000	0.000	-741.500	-6.5361011834e-05  -5.4301523158e-03  1.0368838300e-04
8.000	0.000	-741.500	-7.4559500286e-05  -5.4235057489e-03  1.0156870439e-04
10.000	0.000	-741.500	-8.3484379308e-05  -5.4125748484e-03  9.8912163961e-05
12.000	0.000	-741.500	-9.2219406889e-05  -5.3991015757e-03  9.6898006477e-05
14.000	0.000	-741.500	-1.0013732876e-04  -5.3806809841e-03  9.4198887348e-05
16.000	0.000	-741.500	-1.0857641144e-04  -5.3598053041e-03  9.1727471685e-05
18.000	0.000	-741.500	-1.1747709371e-04  -5.3345394357e-03  8.8708086706e-05
20.000	0.000	-741.500	-1.2608741496e-04  -5.3067089100e-03  8.6827219055e-05
22.000	0.000	-741.500	-1.3366844358e-04  -5.2746627633e-03  8.4285455979e-05
24.000	0.000	-741.500	-1.4256168070e-04  -5.2405775191e-03  8.1079094984e-05
26.000	0.000	-741.500	-1.5076437973e-04  -5.2032609179e-03  7.8144867399e-05
28.000	0.000	-741.500	-1.5704064502e-04  -5.1629766682e-03  7.4540488151e-05
30.000	0.000	-741.500	-1.6612373357e-04  -5.1198789095e-03  7.1846922765e-05
32.000	0.000	-741.500	-1.7451814533e-04  -5.0729852350e-03  6.9066348738e-05
34.000	0.000	-741.500	-1.8305959890e-04  -5.0242474585e-03  6.6976290098e-05
36.000	0.000	-741.500	-1.9113014643e-04  -4.9727314578e-03  6.3564440609e-05
38.000	0.000	-741.500	-2.0044961865e-04  -4.9200696255e-03  6.0772759096e-05
40.000	0.000	-741.500	-2.0935402349e-04  -4.8634781659e-03  5.7590464321e-05
42.000	0.000	-741.500	-2.1812813814e-04  -4.8053768827e-03  5.4145292374e-05
44.000	0.000	-741.500	-2.2812325813e-04  -4.7453962126e-03  5.2160754852e-05
46.000	0.000	-741.500	-2.3814815873e-04  -4.6838165780e-03  4.9185799818e-05
48.000	0.000	-741.500	-2.4784547254e-04  -4.6201681321e-03  4.6414482029e-05
50.000	0.000	-741.500	-2.5862605634e-04  -4.5555019944e-03  4.3063723714e-05
-50.000	0.000	-739.500	2.8714844343e-04  -4.4681866447e-03  7.6406545820e-05
-48.000	0.000	-739.500	2.7324089473e-04  -4.5548464375e-03  8.0597770585e-05
-46.000	0.000	-739.500	2.5995315513e-04  -4.6395117032e-03  8.4553886894e-05
-44.000	0.000	-739.500	2.4565845839e-04  -4.7224480072e-03  8.8476680745e-05
-42.000	0.000	-739.500	2.3226648664e-04  -4.8029459366e-03  9.1112857452e-05
-40.000	0.000	-739.500	2.1889126648e-04  -4.8811169177e-03  9.4300705971e-05
-38.000	0.000	-739.500	2.0451839561e-04  -4.9565802445e-03  9.7890275237e-05
-36.000	0.000	-739.500	1.9093471113e-04  -5.0305746039e-03  1.0107997500e-04
-34.000	0.000	-739.500	1.7735847180e-04  -5.1023757262e-03  1.0313300869e-04
-32.000	0.000	-739.500	1.6243652078e-04  -5.1708526365e-03  1.0649487449e-04
-30.000	0.000	-739.500	1.4932560361e-04  -5.2357379121e-03  1.0897924889e-04
-28.000	0.000	-739.500	1.3554834511e-04  -5.2972284059e-03  1.1041026335e-04
-26.000	0.000	-739.500	1.2163521253e-04  -5.3553296891e-03  1.1196716266e-04
-24.000	0.000	-739.500	1.0734423837e-04  -5.4106713192e-03  1.1278911663e-04
-22.000	0.000	-739.500	9.4551601553e-05  -5.4629877306e-03  1.1388505526e-04
-20.000	0.000	-739.500	8.2002793551e-05  -5.5116790796e-03  1.1432194971e-04
-18.000	0.000	-739.500	6.8612683085e-05  -5.5551742581e-03  1.1389060900e-04
-16.000	0.000	-739.500	5.5151843651e-05  -5.5956553605e-03  1.1433305720e-04
-14.000	0.000	-739.500	4.2850587038e-05  -5.6327472524e-03  1.1366105429e-04
-12.000	0.000	-739.500	3.1057462224e-05  -5.6661639400e-03  1.1344075582e-04
-10.000	0.000	-739.500	1.9327621223e-05  -5.6956992852e-03  1.1317047365e-04
-8.000	0.000	-739.500	6.9947227039e-06  -5.7205788764e-03  1.1179129413e-04
-6.000	0.000	-739.500	-4.6253022670e-06  -5.7413375590e-03  1.1020847735e-04
-4.000	0.000	-739.500	-1.4214661333e-05  -5.7587646012e-03  1.0947168077e-04
-2.000	0.000	-739.500	-2.4963603221e-05  -5.7713520364e-03  1.0792218646e-04
0.000	0.000	-739.500	-3.5375651865e-05  -5.7802048401e-03  1.0518233988e-04
2.000	0.000	-739.500	-4.5698358655e-05  -5.7850054479e-03  1.0394385518e-04
4.000	0.000	-739.500	-5.5364030556e-05  -5.7852617279e-03  1.0226107103e-04
6.000	0.000	-739.500	-6.5297728020e-05  -5.7818632319e-03  9.9332397186e-05
8.000	0.000	-739.500	-7.4645119563e-05  -5.7741859735e-03  9.7040552549e-05
10.000	0.000	-739.500	-8.3549524410e-05  -5.7624193773e-03  9.4424739566e-05
12.000	0.000	-739.500	-9.2414842196e-05  -5.7472078574e-03  9.2112531204e-05
14.000	0.000	-739.500	-1.0017827711e-04  -5.7266311708e-03  8.9043162537e-05
16.000	0.000	-739.500	-1.0840517289e-04  -5.7038166766e-03  8.6523614434e-05
18.000	0.000	-739.500	-1.1746778727e-04  -5.6762071459e-03  8.3293187219e-05
20.000	0.000	-739.500	-1.2595898604e-04  -5.6455742537e-03  8.1258666010e-05
22.000	0.000	-739.500	-1.3351767920e-04  -5.6107981676e-03  7.8750225393e-05
24.000	0.000	-739.500	-1.4228620998e-04  -5.5735725644e-03  7.5691964212e-05
26.000	0.000	-739.500	-1.5051868963e-04  -5.5327144703e-03  7.2257899752e-05
28.000	0.000	-739.500	-1.5672980981e-04  -5.4887457309e-03  6.9073753728e-05
30.000	0.000	-739.500	-1.6603439172e-04  -5.4413803526e-03  6.5987723833e-05
32.000	0.000	-739.500	-1.7414030374e-04  -5.3905533366e-03  6.3351547125e-05
34.000	0.000	-739.500	-1.8279529591e-04  -5.3377243651e-03  6.1213356046e-05
36.000	0.000	-739.500	-1.9120459798e-04  -5.2816658938e-03  5.7903325180e-05
38.000	0.000	-739.500	-2.0009225123e-04  -5.2243241652e-03  5.5119048658e-05
40.000	0.000	-739.500	-2.0941358473e-04  -5.1629673827e-03  5.1755331609e-05
42.000	0.000	-739.500	-2.1819142195e-04  -5.0994507910e-03  4.8500838174e-05
44.000	0.000	-739.500	-2.2849551585e-04  -5.0345265163e-03  4.6721789146e-05
46.000	0.000	-739.500	-2.3827658765e-04  -4.9678658514e-03  4.3919000146e-05
48.000	0.000	-739.500	-2.4861976861e-04  -4.8986033871e-03  4.1099549918e-05
50.000	0.000	-739.500	-2.5940407499e-04  -4.8287002227e-03  3.7998710040e-05
-50.000	0.000	-737.500	2.9675827667e-04  -4.7487854232e-03  7.5540161902e-05
-48.000	0.000	-737.500	2.8245427349e-04  -4.8419859282e-03  7.9916511436e-05
-46.000	0.000	-737.500	2.6850763772e-04  -4.9331789062e-03  8.3670841747e-05
-44.000	0.000	-737.500	2.5363780278e-04  -5.0224683550e-03  8.7193766097e-05
-42.000	0.000	-737.500	2.3985868299e-04  -5.1087622989e-03  9.0361250891e-05
-40.000	0.000	-737.500	2.2601069552e-04  -5.1927998641e-03  9.3367677136e-05
-38.000	0.000	-737.500	2.1093798013e-04  -5.2742337729e-03  9.6759162900e-05
-36.000	0.000	-737.500	1.9690014121e-04  -5.3540018614e-03  9.9399042103e-05
-34.000	0.000	-737.500	1.8248259942e-04  -5.4311105803e-03  1.0200004510e-04
-32.000	0.000	-737.500	1.6721072614e-04  -5.5049786567e-03  1.0502128133e-04
-30.000	0.000	-737.500	1.5403094129e-04  -5.5745271147e-03  1.0735755591e-04
-28.000	0.000	-737.500	1.3960781563e-04  -5.6410930673e-03  1.0828873350e-04
-26.000	0.000	-737.500	1.2521447059e-04  -5.7035956815e-03  1.0999928636e-04
