fieldmap_name:     	BD-018
timestamp:         	2017-03-14_08-00-00
filename:          	2017-03-14_BD-018_Model09_Hall_I=991.63A.dat
nr_magnets:        	1

magnet_name:       	BD-018
gap[mm]:           	28
control_gap[mm]:   	--
magnet_length[mm]: 	1206
current_main[A]:   	991.63
NI_main[A.esp]:   	11899.56
center_pos_z[mm]: 	0
center_pos_x[mm]: 	0
rotation[deg]:    	0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	142.950	-741.500	1.7857761585e-04  -4.4593839827e-03  6.6955926374e-05
-48.000	142.950	-741.500	1.6414704504e-04  -4.5447809464e-03  7.0399247073e-05
-46.000	142.950	-741.500	1.5037909298e-04  -4.6275705394e-03  7.4436818280e-05
-44.000	142.950	-741.500	1.3441854290e-04  -4.7098884285e-03  7.7682055477e-05
-42.000	142.950	-741.500	1.1955987570e-04  -4.7898886547e-03  8.0346000900e-05
-40.000	142.950	-741.500	1.0482591484e-04  -4.8667243797e-03  8.2904425204e-05
-38.000	142.950	-741.500	8.9619186661e-05  -4.9410455889e-03  8.4142909907e-05
-36.000	142.950	-741.500	7.4771687190e-05  -5.0125402895e-03  8.6318125941e-05
-34.000	142.950	-741.500	5.9116388451e-05  -5.0812920508e-03  8.8243423536e-05
-32.000	142.950	-741.500	4.4380566299e-05  -5.1476444368e-03  8.9692950476e-05
-30.000	142.950	-741.500	2.9875543938e-05  -5.2105593275e-03  9.0540821917e-05
-28.000	142.950	-741.500	1.4752573750e-05  -5.2698417274e-03  9.1085088737e-05
-26.000	142.950	-741.500	4.7648989148e-07  -5.3266727530e-03  9.1086939985e-05
-24.000	142.950	-741.500	-1.4925673593e-05  -5.3786530291e-03  9.1322048441e-05
-22.000	142.950	-741.500	-2.8944899619e-05  -5.4290361977e-03  9.0887005234e-05
-20.000	142.950	-741.500	-4.0700798661e-05  -5.4752501730e-03  9.0089117481e-05
-18.000	142.950	-741.500	-5.4204447734e-05  -5.5177332311e-03  8.9505974459e-05
-16.000	142.950	-741.500	-6.7510800211e-05  -5.5563089472e-03  8.7367783380e-05
-14.000	142.950	-741.500	-8.0072637233e-05  -5.5914675962e-03  8.5168501127e-05
-12.000	142.950	-741.500	-9.2264077816e-05  -5.6221134882e-03  8.2565646877e-05
-10.000	142.950	-741.500	-1.0393808016e-04  -5.6492271727e-03  8.0347852147e-05
-8.000	142.950	-741.500	-1.1467771560e-04  -5.6715941054e-03  7.6882316476e-05
-6.000	142.950	-741.500	-1.2417214895e-04  -5.6909673901e-03  7.3683360471e-05
-4.000	142.950	-741.500	-1.3531382274e-04  -5.7055512096e-03  7.0034551278e-05
-2.000	142.950	-741.500	-1.4407118578e-04  -5.7158469813e-03  6.5835921522e-05
0.000	142.950	-741.500	-1.5286019073e-04  -5.7223004097e-03  6.1989028827e-05
2.000	142.950	-741.500	-1.6128810569e-04  -5.7243469357e-03  5.7092478693e-05
4.000	142.950	-741.500	-1.6881887952e-04  -5.7230729640e-03  5.2862377726e-05
6.000	142.950	-741.500	-1.7610768583e-04  -5.7170615258e-03  4.7180898572e-05
8.000	142.950	-741.500	-1.8218851581e-04  -5.7075568794e-03  4.1895586423e-05
10.000	142.950	-741.500	-1.8906039347e-04  -5.6940798925e-03  3.7619204264e-05
12.000	142.950	-741.500	-1.9503699129e-04  -5.6763519999e-03  3.2596769287e-05
14.000	142.950	-741.500	-1.9972929994e-04  -5.6544697708e-03  2.7141142351e-05
16.000	142.950	-741.500	-2.0544717864e-04  -5.6290200493e-03  2.1317117125e-05
18.000	142.950	-741.500	-2.0997569390e-04  -5.6011839522e-03  1.4922907612e-05
20.000	142.950	-741.500	-2.1345071979e-04  -5.5683893936e-03  9.2506846961e-06
22.000	142.950	-741.500	-2.1690713279e-04  -5.5322297668e-03  3.6876853942e-06
24.000	142.950	-741.500	-2.2028537167e-04  -5.4935816237e-03  -2.6139617352e-06
26.000	142.950	-741.500	-2.2455702909e-04  -5.4521942556e-03  -8.3417220814e-06
28.000	142.950	-741.500	-2.2787756803e-04  -5.4062458459e-03  -1.4378640791e-05
30.000	142.950	-741.500	-2.3032702387e-04  -5.3580874851e-03  -2.0502568143e-05
32.000	142.950	-741.500	-2.3404215600e-04  -5.3068500497e-03  -2.7050431215e-05
34.000	142.950	-741.500	-2.3705372101e-04  -5.2551149110e-03  -3.2957762587e-05
36.000	142.950	-741.500	-2.4083958210e-04  -5.1985903072e-03  -3.7924660133e-05
38.000	142.950	-741.500	-2.4325367347e-04  -5.1386820640e-03  -4.3487659435e-05
40.000	142.950	-741.500	-2.4546674566e-04  -5.0770987152e-03  -4.9407949541e-05
42.000	142.950	-741.500	-2.4944804206e-04  -5.0138235467e-03  -5.4480368205e-05
44.000	142.950	-741.500	-2.5381090263e-04  -4.9473615918e-03  -6.0437683265e-05
46.000	142.950	-741.500	-2.5796157629e-04  -4.8805337878e-03  -6.6295030949e-05
48.000	142.950	-741.500	-2.6195031784e-04  -4.8115368890e-03  -7.1258226000e-05
50.000	142.950	-741.500	-2.6671893934e-04  -4.7399474763e-03  -7.6732365413e-05
-50.000	142.950	-739.500	1.8819675554e-04  -4.7433645434e-03  7.2052411258e-05
-48.000	142.950	-739.500	1.7317243365e-04  -4.8350793670e-03  7.5554971884e-05
-46.000	142.950	-739.500	1.5867113386e-04  -4.9241608205e-03  7.9609204320e-05
