nMed	DataHora	Tensao
1	14/03/2017 14:24:27	9.905037
2	14/03/2017 14:24:28	9.904481
3	14/03/2017 14:24:30	9.903346
4	14/03/2017 14:24:31	9.902460
5	14/03/2017 14:24:33	9.903262
6	14/03/2017 14:24:34	9.904800
7	14/03/2017 14:24:36	9.906608
8	14/03/2017 14:24:38	9.906781
9	14/03/2017 14:24:39	9.905567
10	14/03/2017 14:24:41	9.903958
11	14/03/2017 14:24:42	9.904302
12	14/03/2017 14:24:44	9.903875
13	14/03/2017 14:24:45	9.905478
14	14/03/2017 14:24:47	9.907082
15	14/03/2017 14:24:48	9.907131
16	14/03/2017 14:24:50	9.903192
17	14/03/2017 14:24:51	9.904371
18	14/03/2017 14:24:53	9.906932
19	14/03/2017 14:24:54	9.907056
20	14/03/2017 14:24:56	9.905917
21	14/03/2017 14:24:57	9.913342
22	14/03/2017 14:24:59	9.903529
23	14/03/2017 14:25:00	9.901939
24	14/03/2017 14:25:02	9.906139
25	14/03/2017 14:25:03	9.907424
26	14/03/2017 14:25:05	9.907891
27	14/03/2017 14:25:06	9.903424
28	14/03/2017 14:25:08	9.904070
29	14/03/2017 14:25:09	9.905592
30	14/03/2017 14:25:11	9.907101
31	14/03/2017 14:25:12	9.906412
32	14/03/2017 14:25:14	9.904855
33	14/03/2017 14:25:16	9.903341
34	14/03/2017 14:25:17	9.903850
35	14/03/2017 14:25:19	9.903108
36	14/03/2017 14:25:20	9.907186
37	14/03/2017 14:25:22	9.905147
38	14/03/2017 14:25:23	9.913204
39	14/03/2017 14:25:25	9.904103
40	14/03/2017 14:25:26	9.904932
41	14/03/2017 14:25:28	9.906583
42	14/03/2017 14:25:29	9.904994
43	14/03/2017 14:25:31	9.904030
44	14/03/2017 14:25:32	9.902774
45	14/03/2017 14:25:34	9.903056
46	14/03/2017 14:25:35	9.903902
47	14/03/2017 14:25:37	9.905934
48	14/03/2017 14:25:39	9.906899
49	14/03/2017 14:25:40	9.905846
