# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0295982974748277e+00 +2.3007132828892498e+00 +1.9966038440044432e+01 +6.6880553376068789e+01 +3.7250807486473154e+03 +2.6297587567489647e+05 +8.2630293284777664e+06 
+1.0000000000000001e-01 -1.0295982420677132e+00 +2.3007176173894841e+00 +1.9965988939888796e+01 +6.6760199400461048e+01 +3.7284877292297811e+03 +2.6350324957831675e+05 +8.2438576661191825e+06 
+2.0000000000000001e-01 -1.0295981890352601e+00 +2.3007219103210734e+00 +1.9965939121094095e+01 +6.6639832593754505e+01 +3.7318946917518729e+03 +2.6403055631593143e+05 +8.2246813545034705e+06 
+3.0000000000000004e-01 -1.0295981383775152e+00 +2.3007261616829471e+00 +1.9965888988762355e+01 +6.6519452924520522e+01 +3.7353015702138946e+03 +2.6455779623244551e+05 +8.2055005887649516e+06 
+4.0000000000000002e-01 -1.0295980900945538e+00 +2.3007303714779317e+00 +1.9965838549465040e+01 +6.6399060307865952e+01 +3.7387082848800355e+03 +2.6508496983175591e+05 +8.1863155976217557e+06 
+5.0000000000000000e-01 -1.0295980441864203e+00 +2.3007345397034134e+00 +1.9965787807929640e+01 +6.6278654745674672e+01 +3.7421147745079502e+03 +2.6561207733720465e+05 +8.1671265622277008e+06 
+5.9999999999999998e-01 -1.0295980006531700e+00 +2.3007386663610818e+00 +1.9965736769525300e+01 +6.6158236167403373e+01 +3.7455209717800049e+03 +2.6613911921255500e+05 +8.1479336786422785e+06 
+6.9999999999999996e-01 -1.0295979594948548e+00 +2.3007427514505152e+00 +1.9965685439400279e+01 +6.6037804532338598e+01 +3.7489268110931989e+03 +2.6666609583076288e+05 +8.1287371396546578e+06 
+7.9999999999999993e-01 -1.0295979207115671e+00 +2.3007467949724254e+00 +1.9965633825722197e+01 +6.5917359793320216e+01 +3.7523321948533389e+03 +2.6719300756658887e+05 +8.1095372226034030e+06 
+8.9999999999999991e-01 -1.0295978843033253e+00 +2.3007507969279319e+00 +1.9965581931037296e+01 +6.5796901889637326e+01 +3.7557370857815999e+03 +2.6771985485229723e+05 +8.0903340439724885e+06 
+9.9999999999999989e-01 -1.0295978503765848e+00 +2.3007546965852601e+00 +1.9965527276216019e+01 +6.5677368267927690e+01 +3.7591916286399105e+03 +2.6824295980777143e+05 +8.0709171958466535e+06 
+1.0999999999999999e+00 -1.0295978648408703e+00 +2.3007544470150942e+00 +1.9964719814423884e+01 +6.5718079811179791e+01 +3.7694662126898002e+03 +2.6796864696378104e+05 +8.0455922154521868e+06 
+1.2000000000000000e+00 -1.0295978817347953e+00 +2.3007541511449401e+00 +1.9963909733519593e+01 +6.5760204379113262e+01 +3.7796703635490981e+03 +2.6768603466816543e+05 +8.0207550620171912e+06 
+1.3000000000000000e+00 -1.0295979010035006e+00 +2.3007538137153887e+00 +1.9963099341209517e+01 +6.5802315704674825e+01 +3.7898744045499570e+03 +2.6740335689169902e+05 +7.9959136206661928e+06 
+1.4000000000000001e+00 -1.0295979226469574e+00 +2.3007534347286458e+00 +1.9962288634698506e+01 +6.5844413731203900e+01 +3.8000783675399957e+03 +2.6712061379997758e+05 +7.9710678139224108e+06 
+1.5000000000000002e+00 -1.0295979466651850e+00 +2.3007530141812658e+00 +1.9961477614836312e+01 +6.5886498495357685e+01 +3.8102822445068646e+03 +2.6683780525268946e+05 +7.9462176720325323e+06 
+1.6000000000000003e+00 -1.0295979730581726e+00 +2.3007525520797989e+00 +1.9960666280254980e+01 +6.5928569870418400e+01 +3.8204860513618760e+03 +2.6655493164076097e+05 +7.9213631611413565e+06 
+1.7000000000000004e+00 -1.0295980018258997e+00 +2.3007520484201835e+00 +1.9959854629114879e+01 +6.5970627907692119e+01 +3.8306898086160454e+03 +2.6627199276888539e+05 +7.8965042354347976e+06 
+1.8000000000000005e+00 -1.0295980329683947e+00 +2.3007515032071106e+00 +1.9959042662723675e+01 +6.6012672510038584e+01 +3.8408935038021173e+03 +2.6598898893459624e+05 +7.8716409366932027e+06 
+1.9000000000000006e+00 -1.0295980664856335e+00 +2.3007509164403723e+00 +1.9958230378873232e+01 +6.6054703663329917e+01 +3.8510971615019330e+03 +2.6570592015860340e+05 +7.8467732082114201e+06 
+2.0000000000000004e+00 -1.0295981026717869e+00 +2.3007503811885242e+00 +1.9957442059509830e+01 +6.6094603564983046e+01 +3.8609497005815924e+03 +2.6542841588106530e+05 +7.8228671359076612e+06 
+2.1000000000000005e+00 -1.0295982121034488e+00 +2.3007467940549389e+00 +1.9960556782036221e+01 +6.6079228262737502e+01 +3.8330943741722394e+03 +2.6548613440940267e+05 +7.8839592862041453e+06 
+2.2000000000000006e+00 -1.0295983240187794e+00 +2.3007431429073923e+00 +1.9963686757251228e+01 +6.6062576356578532e+01 +3.8051769654884283e+03 +2.6555286116070847e+05 +7.9448230235113604e+06 
+2.3000000000000007e+00 -1.0295984383082732e+00 +2.3007394499540754e+00 +1.9966816373978229e+01 +6.6045915513170755e+01 +3.7772601405811629e+03 +2.6561950899332121e+05 +8.0056800340346247e+06 
+2.4000000000000008e+00 -1.0295985549719084e+00 +2.3007357151809078e+00 +1.9969945630485974e+01 +6.6029245983035850e+01 +3.7493439303110722e+03 +2.6568607710765500e+05 +8.0665302008633558e+06 
+2.5000000000000009e+00 -1.0295986740096492e+00 +2.3007319385708658e+00 +1.9973074523565192e+01 +6.6012568049832439e+01 +3.7214283823956362e+03 +2.6575256461979094e+05 +8.1273733605594346e+06 
+2.6000000000000010e+00 -1.0295987954214465e+00 +2.3007281201113701e+00 +1.9976203049415609e+01 +6.5995881937309207e+01 +3.6935135501670588e+03 +2.6581897082159761e+05 +8.1882093355954019e+06 
+2.7000000000000011e+00 -1.0295989192072836e+00 +2.3007242597858384e+00 +1.9979331206678044e+01 +6.5979187924494383e+01 +3.6655994602139758e+03 +2.6588529484061571e+05 +8.2490380208821790e+06 
+2.8000000000000012e+00 -1.0295990453670958e+00 +2.3007203575763162e+00 +1.9982458989902963e+01 +6.5962486318064691e+01 +3.6376861848348426e+03 +2.6595153570538195e+05 +8.3098591864727540e+06 
+2.9000000000000012e+00 -1.0295991739008410e+00 +2.3007164134707390e+00 +1.9985586396194403e+01 +6.5945777326264178e+01 +3.6097737665276372e+03 +2.6601769276944658e+05 +8.3706726852902444e+06 
+3.0000000000000013e+00 -1.0295993040370099e+00 +2.3007122319156048e+00 +1.9988644380271534e+01 +6.5931224677888750e+01 +3.5826300502963777e+03 +2.6608601838257856e+05 +8.4299175390590988e+06 
+3.1000000000000014e+00 -1.0295993206334140e+00 +2.3007061274725933e+00 +1.9985757141808154e+01 +6.5982248925916139e+01 +3.6089479072568129e+03 +2.6614906190672331e+05 +8.3663093069053404e+06 
+3.2000000000000015e+00 -1.0295993395210978e+00 +2.3006999950081819e+00 +1.9982861828414482e+01 +6.6034520487575890e+01 +3.6351942617041118e+03 +2.6621013025270624e+05 +8.3028956654602597e+06 
+3.3000000000000016e+00 -1.0295993607844240e+00 +2.3006938211090744e+00 +1.9979966322769847e+01 +6.6086777101693983e+01 +3.6614386735925104e+03 +2.6627113862658181e+05 +8.2394836275465544e+06 
