# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0318909664372962e+00 +2.2728680389870441e+00 +1.8712163708526855e+01 +3.5515112692504329e+02 +3.3220955050440047e+04 -5.4431393830548855e+05 -1.9805719973424226e+08 
+1.0000000000000001e-01 -1.0318939245165022e+00 +2.2726143397421907e+00 +1.8808268958348386e+01 +3.5883311505328322e+02 +3.1478252819018140e+04 -5.6170009107790107e+05 -1.8975118751854122e+08 
+2.0000000000000001e-01 -1.0318969487656693e+00 +2.2723770264633552e+00 +1.8909645602815715e+01 +3.6202674637451662e+02 +2.9642514061719510e+04 -5.7655721969266725e+05 -1.8101333428529164e+08 
+3.0000000000000004e-01 -1.0319000394539202e+00 +2.2721574397253734e+00 +1.9016521592711356e+01 +3.6469007689570657e+02 +2.7710387898533696e+04 -5.8865270249732689e+05 -1.7183054412333414e+08 
+4.0000000000000002e-01 -1.0319031968505015e+00 +2.2719569200408345e+00 +1.9129124888908809e+01 +3.6678116471300098e+02 +2.5678523379928018e+04 -5.9775393187423341e+05 -1.6218972128326729e+08 
+5.0000000000000000e-01 -1.0319064212247475e+00 +2.2717768078619489e+00 +1.9247683458313922e+01 +3.6825806995797365e+02 +2.3543569574292182e+04 -6.0362831396499695e+05 -1.5207777064641368e+08 
+5.9999999999999998e-01 -1.0319097115820552e+00 +2.2716181524276169e+00 +1.9372282181911274e+01 +3.6908880515674605e+02 +2.1304520049059516e+04 -6.0609880046406062e+05 -1.4149184026478630e+08 
+6.9999999999999996e-01 -1.0319130618803425e+00 +2.2714808472049155e+00 +1.9502436588953941e+01 +3.6928105414968485e+02 +1.8969660152053286e+04 -6.0520984493999730e+05 -1.3046958337113383e+08 
+7.9999999999999993e-01 -1.0319164648179138e+00 +2.2713644988680435e+00 +1.9637520630081706e+01 +3.6885238838230174e+02 +1.6549576593402624e+04 -6.0106113380043430e+05 -1.1905866329797179e+08 
+8.9999999999999991e-01 -1.0319199130931391e+00 +2.2712687140579422e+00 +1.9776908258403356e+01 +3.6782038042694290e+02 +1.4054856153855168e+04 -5.9375236102602771e+05 -1.0730674417959082e+08 
+9.9999999999999989e-01 -1.0319233994045660e+00 +2.2711930994021787e+00 +1.9919973444835527e+01 +3.6620260340265628e+02 +1.1496085373401496e+04 -5.8338322466606088e+05 -9.5261489403765932e+07 
+1.0999999999999999e+00 -1.0319269164507714e+00 +2.2711372615197147e+00 +2.0066090157659097e+01 +3.6401663079265001e+02 +8.8838509517281927e+03 -5.7005342550477560e+05 -8.2970563541667968e+07 
+1.2000000000000000e+00 -1.0319304569304657e+00 +2.2711008070387257e+00 +2.0214632377013171e+01 +3.6128003589768639e+02 +6.2287394564324350e+03 -5.5386266366193152e+05 -7.0481630904965237e+07 
+1.3000000000000000e+00 -1.0319340135424602e+00 +2.2710833425984238e+00 +2.0364974090066543e+01 +3.5801039176932932e+02 +3.5413374145752878e+03 -5.3491063803047908e+05 -5.7842355972193316e+07 
