# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px[rad] py[rad] pz[rad]
0.0000000000000000e+00 +9.1013000000000002e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0000000000000000e+00
-1.0000000000000001e-01 +9.1012994833301661e+00 +0.0000000000000000e+00 -9.9999999998220360e-02 +1.0333400906500706e-05 +0.0000000000000000e+00 +9.9999999994661037e-01
-2.0000000000000001e-01 +9.1012979333189676e+00 +0.0000000000000000e+00 -1.9999999998576279e-01 +2.0666827355503218e-05 +0.0000000000000000e+00 +9.9999999978644105e-01
-3.0000000000000004e-01 +9.1012953499638289e+00 +0.0000000000000000e+00 -2.9999999995194926e-01 +3.1000279801543515e-05 +0.0000000000000000e+00 +9.9999999951949126e-01
-4.0000000000000002e-01 +9.1012917332621281e+00 +0.0000000000000000e+00 -3.9999999988610169e-01 +4.1333758647556213e-05 +0.0000000000000000e+00 +9.9999999914576010e-01
-5.0000000000000000e-01 +9.1012870832112078e+00 +0.0000000000000000e+00 -4.9999999977754189e-01 +5.1667264244875660e-05 +0.0000000000000000e+00 +9.9999999866524680e-01
-5.9999999999999998e-01 +9.1012813998083768e+00 +0.0000000000000000e+00 -5.9999999961559158e-01 +6.2000796893236962e-05 +0.0000000000000000e+00 +9.9999999807795048e-01
-6.9999999999999996e-01 +9.1012746830509190e+00 +0.0000000000000000e+00 -6.9999999938957247e-01 +7.2334356840776860e-05 +0.0000000000000000e+00 +9.9999999738387024e-01
-7.9999999999999993e-01 +9.1012669329360918e+00 +0.0000000000000000e+00 -7.9999999908880615e-01 +8.2667944284034510e-05 +0.0000000000000000e+00 +9.9999999658300531e-01
-8.9999999999999991e-01 +9.1012581494611400e+00 +0.0000000000000000e+00 -8.9999999870261405e-01 +9.3001559367952185e-05 +0.0000000000000000e+00 +9.9999999567535480e-01
-9.9999999999999989e-01 +9.1012483326232942e+00 +0.0000000000000000e+00 -9.9999999822031760e-01 +1.0333520218587582e-04 +0.0000000000000000e+00 +9.9999999466091782e-01
-1.0999999999999999e+00 +9.1012374824197781e+00 +0.0000000000000000e+00 -1.0999999976312380e+00 +1.1366887277955545e-04 +0.0000000000000000e+00 +9.9999999353969349e-01
-1.2000000000000000e+00 +9.1012255988478135e+00 +0.0000000000000000e+00 -1.1999999969246966e+00 +1.2400257113914562e-04 +0.0000000000000000e+00 +9.9999999231168102e-01
-1.3000000000000000e+00 +9.1012126819046273e+00 +0.0000000000000000e+00 -1.2999999960900146e+00 +1.3433629720320550e-04 +0.0000000000000000e+00 +9.9999999097687942e-01
-1.4000000000000001e+00 +9.1011987315874538e+00 +0.0000000000000000e+00 -1.3999999951165130e+00 +1.4467005085869915e-04 +0.0000000000000000e+00 +9.9999998953528801e-01
-1.5000000000000002e+00 +9.1011837478935416e+00 +0.0000000000000000e+00 -1.4999999939935125e+00 +1.5500383194099547e-04 +0.0000000000000000e+00 +9.9999998798690581e-01
-1.6000000000000003e+00 +9.1011677308201584e+00 +0.0000000000000000e+00 -1.5999999927103343e+00 +1.6533764023732859e-04 +0.0000000000000000e+00 +9.9999998633173215e-01
-1.7000000000000004e+00 +9.1011506803645936e+00 +0.0000000000000000e+00 -1.6999999912562991e+00 +1.7567147552486389e-04 +0.0000000000000000e+00 +9.9999998456976613e-01
-1.8000000000000005e+00 +9.1011325965241596e+00 +0.0000000000000000e+00 -1.7999999896207277e+00 +1.8600533760876475e-04 +0.0000000000000000e+00 +9.9999998270100698e-01
-1.9000000000000006e+00 +9.1011134792961847e+00 +0.0000000000000000e+00 -1.8999999877929408e+00 +1.9633922632565469e-04 +0.0000000000000000e+00 +9.9999998072545382e-01
-2.0000000000000004e+00 +9.1010933286780116e+00 +0.0000000000000000e+00 -1.9999999857622588e+00 +2.0667314154361913e-04 +0.0000000000000000e+00 +9.9999997864310597e-01
-2.1000000000000005e+00 +9.1010721446669951e+00 +0.0000000000000000e+00 -2.0999999835180021e+00 +2.1700708316220734e-04 +0.0000000000000000e+00 +9.9999997645396255e-01
-2.2000000000000006e+00 +9.1010499272605010e+00 +0.0000000000000000e+00 -2.1999999810494915e+00 +2.2734105111243445e-04 +0.0000000000000000e+00 +9.9999997415802278e-01
-2.3000000000000007e+00 +9.1010266764558967e+00 +0.0000000000000000e+00 -2.2999999783460470e+00 +2.3767504535678380e-04 +0.0000000000000000e+00 +9.9999997175528588e-01
-2.4000000000000008e+00 +9.1010023922505532e+00 +0.0000000000000000e+00 -2.3999999753969887e+00 +2.4800906588920928e-04 +0.0000000000000000e+00 +9.9999996924575096e-01
-2.5000000000000009e+00 +9.1009770746418415e+00 +0.0000000000000000e+00 -2.4999999721916373e+00 +2.5834311273513792e-04 +0.0000000000000000e+00 +9.9999996662941726e-01
-2.6000000000000010e+00 +9.1009507236271272e+00 +0.0000000000000000e+00 -2.5999999687193123e+00 +2.6867718595147253e-04 +0.0000000000000000e+00 +9.9999996390628398e-01
-2.7000000000000011e+00 +9.1009233392037689e+00 +0.0000000000000000e+00 -2.6999999649693338e+00 +2.7901128562659482e-04 +0.0000000000000000e+00 +9.9999996107635025e-01
-2.8000000000000012e+00 +9.1008949213691164e+00 +0.0000000000000000e+00 -2.7999999609310220e+00 +2.8934541188036818e-04 +0.0000000000000000e+00 +9.9999995813961517e-01
-2.9000000000000012e+00 +9.1008654701205032e+00 +0.0000000000000000e+00 -2.8999999565936965e+00 +2.9967956486414099e-04 +0.0000000000000000e+00 +9.9999995509607797e-01
-3.0000000000000013e+00 +9.1008349854552471e+00 +0.0000000000000000e+00 -2.9999999519466773e+00 +3.1001374476075013e-04 +0.0000000000000000e+00 +9.9999995194573765e-01
-3.1000000000000014e+00 +9.1008034673706462e+00 +0.0000000000000000e+00 -3.0999999469792838e+00 +3.2034795178452426e-04 +0.0000000000000000e+00 +9.9999994868859332e-01
-3.2000000000000015e+00 +9.1007709158639774e+00 +0.0000000000000000e+00 -3.1999999416808356e+00 +3.3068218618128762e-04 +0.0000000000000000e+00 +9.9999994532464409e-01
-3.3000000000000016e+00 +9.1007373309324890e+00 +0.0000000000000000e+00 -3.2999999360406522e+00 +3.4101644822836396e-04 +0.0000000000000000e+00 +9.9999994185388907e-01
-3.4000000000000017e+00 +9.1007027125733995e+00 +0.0000000000000000e+00 -3.3999999300480530e+00 +3.5135073823458040e-04 +0.0000000000000000e+00 +9.9999993827632716e-01
-3.5000000000000018e+00 +9.1006670607838984e+00 +0.0000000000000000e+00 -3.4999999236923571e+00 +3.6168505654027175e-04 +0.0000000000000000e+00 +9.9999993459195746e-01
-3.6000000000000019e+00 +9.1006303755611366e+00 +0.0000000000000000e+00 -3.5999999169628842e+00 +3.7201940351419956e-04 +0.0000000000000000e+00 +9.9999993080077898e-01
-3.7000000000000020e+00 +9.1005926569022275e+00 +0.0000000000000000e+00 -3.6999999098489527e+00 +3.8235377951961996e-04 +0.0000000000000000e+00 +9.9999992690279060e-01
-3.8000000000000020e+00 +9.1005539048042525e+00 +0.0000000000000000e+00 -3.7999999023398821e+00 +3.9268818488034799e-04 +0.0000000000000000e+00 +9.9999992289799133e-01
-3.9000000000000021e+00 +9.1005141192642629e+00 +0.0000000000000000e+00 -3.8999998944249907e+00 +4.0302261987767139e-04 +0.0000000000000000e+00 +9.9999991878638017e-01
