# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -4.1057056405279194e-02 +9.2834976491655091e-02 +7.9753817190208565e-01 -5.7477662273251244e+00 +3.9899345667154540e+02 +4.3480560609914726e+04 -8.2909147323867143e+05 
-1.0000000000000001e-01 -4.1057034120955613e-02 +9.2833362429942015e-02 +7.9716368590850506e-01 -5.7069697006550015e+00 +4.0677878728871974e+02 +4.3295897415077387e+04 -8.6621430838841409e+05 
-2.0000000000000001e-01 -4.1057012672193832e-02 +9.2831841552105304e-02 +7.9684061796962391e-01 -5.6642198452185397e+00 +4.1370859829828504e+02 +4.3097939313214061e+04 -9.0041248474910343e+05 
-3.0000000000000004e-01 -4.1056992069686299e-02 +9.2830423589131003e-02 +7.9656987765245912e-01 -5.6201785789739267e+00 +4.1976073589040038e+02 +4.2890399670265644e+04 -9.3150142446266592e+05 
-4.0000000000000002e-01 -4.1056972324127722e-02 +9.2829118271279112e-02 +7.9635237473025500e-01 -5.5755077964659820e+00 +4.2491304188923499e+02 +4.2676991724973588e+04 -9.5929652614158741e+05 
-5.0000000000000000e-01 -4.1056953446212040e-02 +9.2827935328132216e-02 +7.9618901880104676e-01 -5.5308693688090660e+00 +4.2914336129448293e+02 +4.2461428581778528e+04 -9.8361320192763791e+05 
-5.9999999999999998e-01 -4.1056935446636945e-02 +9.2826884488764583e-02 +7.9608071989362639e-01 -5.4869251509087444e+00 +4.3242953081333940e+02 +4.2247423256417205e+04 -1.0042668235323637e+06 
-6.9999999999999996e-01 -4.1056918336099271e-02 +9.2825975481948583e-02 +7.9602838786166297e-01 -5.4443369867448128e+00 +4.3474939068693828e+02 +4.2038688701890795e+04 -1.0210727796567057e+06 
-7.9999999999999993e-01 -4.1056902125298812e-02 +9.2825218035607601e-02 +7.9603293287630317e-01 -5.4037666937252835e+00 +4.3608077573734408e+02 +4.1838937714933330e+04 -1.0338464350854198e+06 
-8.9999999999999991e-01 -4.1056886824936488e-02 +9.2824621877492297e-02 +7.9609526522302865e-01 -5.3658760834918988e+00 +4.3640151905921527e+02 +4.1651883057323452e+04 -1.0424031480367406e+06 
-9.9999999999999989e-01 -4.1056872445714744e-02 +9.2824196734987041e-02 +7.9621629533070826e-01 -5.3313269560591223e+00 +4.3568945209762029e+02 +4.1481237418624201e+04 -1.0465582728294340e+06 
