fieldmap_name:		BD-034
timestamp:		2017-03-31_14-32-43
filename:		2017-03-31_BD-034_Model09_Hall_I=991.63A.dat
nr_magnets:		1

magnet_name:		BD-034
gap[mm]:		28
control_gap[mm]:	--
magnet_length[mm]:	1206
current_main[A]:	991.63
NI_main[A.esp]:		11899.56
center_pos_z[mm]:	0
center_pos_x[mm]:	0
rotation[deg]:		0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	2.7321297540e-04  -4.3537984667e-03  2.6058717828e-04
-48.000	0.000	-741.500	2.5401192180e-04  -4.4369650512e-03  2.6856605582e-04
-46.000	0.000	-741.500	2.3523338073e-04  -4.5188873777e-03  2.7460852827e-04
-44.000	0.000	-741.500	2.1589831435e-04  -4.5992664527e-03  2.8021040377e-04
-42.000	0.000	-741.500	1.9598810978e-04  -4.6778422819e-03  2.8495144910e-04
-40.000	0.000	-741.500	1.7595133759e-04  -4.7540521636e-03  2.9000535529e-04
-38.000	0.000	-741.500	1.5579916550e-04  -4.8269452617e-03  2.9480008680e-04
-36.000	0.000	-741.500	1.3601366727e-04  -4.8976079806e-03  2.9809901018e-04
-34.000	0.000	-741.500	1.1660601063e-04  -4.9664005982e-03  3.0125353624e-04
-32.000	0.000	-741.500	9.6898686526e-05  -5.0329628366e-03  3.0343615727e-04
-30.000	0.000	-741.500	7.7044320618e-05  -5.0955527346e-03  3.0622043379e-04
-28.000	0.000	-741.500	5.8437018098e-05  -5.1560923923e-03  3.0731637242e-04
-26.000	0.000	-741.500	3.9924641298e-05  -5.2128379913e-03  3.0844748476e-04
-24.000	0.000	-741.500	2.1280113005e-05  -5.2665212296e-03  3.0984517676e-04
-22.000	0.000	-741.500	2.8310200193e-06  -5.3171309646e-03  3.0995254913e-04
-20.000	0.000	-741.500	-1.4998263850e-05  -5.3633282260e-03  3.0909727269e-04
-18.000	0.000	-741.500	-3.1325487788e-05  -5.4067026929e-03  3.0902877653e-04
-16.000	0.000	-741.500	-4.8743426868e-05  -5.4474772174e-03  3.0787359797e-04
-14.000	0.000	-741.500	-6.4408032051e-05  -5.4832635668e-03  3.0683689927e-04
-12.000	0.000	-741.500	-8.0854378461e-05  -5.5156792766e-03  3.0447285597e-04
-10.000	0.000	-741.500	-9.7417986056e-05  -5.5443250700e-03  3.0241797104e-04
-8.000	0.000	-741.500	-1.1215194692e-04  -5.5688908111e-03  2.9954298338e-04
-6.000	0.000	-741.500	-1.2703481087e-04  -5.5910237489e-03  2.9686422797e-04
-4.000	0.000	-741.500	-1.4123644319e-04  -5.6073365301e-03  2.9341720478e-04
-2.000	0.000	-741.500	-1.5432130232e-04  -5.6205776651e-03  2.8964806449e-04
0.000	0.000	-741.500	-1.6791801582e-04  -5.6289884786e-03  2.8523654125e-04
2.000	0.000	-741.500	-1.8093028469e-04  -5.6341549355e-03  2.8101014277e-04
4.000	0.000	-741.500	-1.9300446409e-04  -5.6360510363e-03  2.7641349477e-04
6.000	0.000	-741.500	-2.0487390174e-04  -5.6332040994e-03  2.7163172199e-04
8.000	0.000	-741.500	-2.1537343095e-04  -5.6265891032e-03  2.6568181192e-04
10.000	0.000	-741.500	-2.2631408557e-04  -5.6159163399e-03  2.5988740666e-04
12.000	0.000	-741.500	-2.3631478942e-04  -5.6017763677e-03  2.5438734978e-04
14.000	0.000	-741.500	-2.4572732607e-04  -5.5833594903e-03  2.4847446466e-04
16.000	0.000	-741.500	-2.5578572987e-04  -5.5615664021e-03  2.4251344711e-04
18.000	0.000	-741.500	-2.6505308600e-04  -5.5364602444e-03  2.3598224526e-04
20.000	0.000	-741.500	-2.7393329410e-04  -5.5072461779e-03  2.3008602138e-04
22.000	0.000	-741.500	-2.8161297102e-04  -5.4740987700e-03  2.2367515063e-04
24.000	0.000	-741.500	-2.9016745361e-04  -5.4388175522e-03  2.1714950254e-04
26.000	0.000	-741.500	-2.9888945217e-04  -5.4001434097e-03  2.1034246479e-04
28.000	0.000	-741.500	-3.0613544884e-04  -5.3583363367e-03  2.0391678406e-04
30.000	0.000	-741.500	-3.1359921628e-04  -5.3139571778e-03  1.9735966475e-04
32.000	0.000	-741.500	-3.2209599891e-04  -5.2658415304e-03  1.9056373449e-04
34.000	0.000	-741.500	-3.3080682974e-04  -5.2150479423e-03  1.8327907484e-04
36.000	0.000	-741.500	-3.3777921698e-04  -5.1613739895e-03  1.7653683076e-04
38.000	0.000	-741.500	-3.4569341627e-04  -5.1064854922e-03  1.6882823539e-04
40.000	0.000	-741.500	-3.5386819597e-04  -5.0484789212e-03  1.6170463428e-04
42.000	0.000	-741.500	-3.6271862345e-04  -4.9888826711e-03  1.5584913785e-04
44.000	0.000	-741.500	-3.7035549073e-04  -4.9264914831e-03  1.4945492833e-04
46.000	0.000	-741.500	-3.7864567033e-04  -4.8629488919e-03  1.4183889535e-04
48.000	0.000	-741.500	-3.8746817848e-04  -4.7972873478e-03  1.3459681439e-04
50.000	0.000	-741.500	-3.9611386420e-04  -4.7297111318e-03  1.2682157410e-04
-50.000	0.000	-739.500	2.8251383472e-04  -4.6265918468e-03  2.6683513923e-04
-48.000	0.000	-739.500	2.6200801779e-04  -4.7156343011e-03  2.7501950526e-04
-46.000	0.000	-739.500	2.4258174827e-04  -4.8042236226e-03  2.8114528386e-04
-44.000	0.000	-739.500	2.2254683736e-04  -4.8904154258e-03  2.8676937433e-04
-42.000	0.000	-739.500	2.0144168549e-04  -4.9749506943e-03  2.9138083232e-04
-40.000	0.000	-739.500	1.8104196201e-04  -5.0566501686e-03  2.9665688823e-04
-38.000	0.000	-739.500	1.5991447468e-04  -5.1352612828e-03  3.0083885676e-04
-36.000	0.000	-739.500	1.3960037047e-04  -5.2112353125e-03  3.0438029359e-04
-34.000	0.000	-739.500	1.1912805674e-04  -5.2853039560e-03  3.0743670352e-04
-32.000	0.000	-739.500	9.8763697742e-05  -5.3570697933e-03  3.0947307598e-04
-30.000	0.000	-739.500	7.8211348595e-05  -5.4238381701e-03  3.1203150028e-04
-28.000	0.000	-739.500	5.8692014641e-05  -5.4889871542e-03  3.1303857902e-04
-26.000	0.000	-739.500	3.9511435220e-05  -5.5503179372e-03  3.1393643415e-04
-24.000	0.000	-739.500	2.0068414102e-05  -5.6080403716e-03  3.1510827394e-04
-22.000	0.000	-739.500	1.0851312763e-06  -5.6621266010e-03  3.1486761174e-04
-20.000	0.000	-739.500	-1.6978674961e-05  -5.7117984996e-03  3.1404010402e-04
-18.000	0.000	-739.500	-3.3961072500e-05  -5.7583560388e-03  3.1328664621e-04
-16.000	0.000	-739.500	-5.2082578686e-05  -5.8022746364e-03  3.1210740144e-04
-14.000	0.000	-739.500	-6.8285096285e-05  -5.8404046482e-03  3.1044868351e-04
-12.000	0.000	-739.500	-8.4906403828e-05  -5.8753441592e-03  3.0846599723e-04
-10.000	0.000	-739.500	-1.0195766905e-04  -5.9056223450e-03  3.0569467944e-04
-8.000	0.000	-739.500	-1.1705271991e-04  -5.9317220520e-03  3.0263456702e-04
-6.000	0.000	-739.500	-1.3215707721e-04  -5.9556303791e-03  2.9960222330e-04
-4.000	0.000	-739.500	-1.4654111581e-04  -5.9730258505e-03  2.9589047169e-04
-2.000	0.000	-739.500	-1.5988097148e-04  -5.9864211249e-03  2.9151041966e-04
0.000	0.000	-739.500	-1.7359866875e-04  -5.9951847878e-03  2.8685268048e-04
2.000	0.000	-739.500	-1.8686407287e-04  -6.0007542357e-03  2.8225418122e-04
4.000	0.000	-739.500	-1.9885635557e-04  -6.0020746350e-03  2.7725210997e-04
6.000	0.000	-739.500	-2.1073323838e-04  -5.9984124305e-03  2.7201678151e-04
8.000	0.000	-739.500	-2.2142448032e-04  -5.9908595980e-03  2.6602244149e-04
10.000	0.000	-739.500	-2.3178627417e-04  -5.9790651452e-03  2.5980224926e-04
12.000	0.000	-739.500	-2.4193588111e-04  -5.9633503508e-03  2.5400969525e-04
14.000	0.000	-739.500	-2.5193472368e-04  -5.9429835166e-03  2.4765065944e-04
16.000	0.000	-739.500	-2.6168415357e-04  -5.9188096240e-03  2.4117499503e-04
18.000	0.000	-739.500	-2.7085472269e-04  -5.8910682391e-03  2.3440868473e-04
20.000	0.000	-739.500	-2.7983357908e-04  -5.8590740914e-03  2.2819219499e-04
22.000	0.000	-739.500	-2.8713541441e-04  -5.8230426045e-03  2.2137404976e-04
24.000	0.000	-739.500	-2.9584066138e-04  -5.7844613171e-03  2.1515015503e-04
26.000	0.000	-739.500	-3.0424810216e-04  -5.7420729713e-03  2.0770813933e-04
28.000	0.000	-739.500	-3.1136939249e-04  -5.6965516948e-03  2.0092146530e-04
30.000	0.000	-739.500	-3.1898206302e-04  -5.6479364870e-03  1.9407925385e-04
32.000	0.000	-739.500	-3.2725921360e-04  -5.5958689272e-03  1.8740180344e-04
34.000	0.000	-739.500	-3.3562012216e-04  -5.5405477252e-03  1.7981724166e-04
36.000	0.000	-739.500	-3.4298896388e-04  -5.4818633121e-03  1.7280286417e-04
38.000	0.000	-739.500	-3.5046948292e-04  -5.4225809122e-03  1.6497949144e-04
40.000	0.000	-739.500	-3.5879130442e-04  -5.3594357409e-03  1.5777443544e-04
42.000	0.000	-739.500	-3.6750958041e-04  -5.2942997565e-03  1.5190783152e-04
44.000	0.000	-739.500	-3.7531954753e-04  -5.2267848249e-03  1.4518965366e-04
46.000	0.000	-739.500	-3.8341056925e-04  -5.1577247847e-03  1.3799015140e-04
48.000	0.000	-739.500	-3.9244898687e-04  -5.0865996474e-03  1.3034820095e-04
50.000	0.000	-739.500	-4.0118959832e-04  -5.0134316983e-03  1.2281917660e-04
-50.000	0.000	-737.500	2.9154666849e-04  -4.9179785290e-03  2.7277209056e-04
-48.000	0.000	-737.500	2.7025166517e-04  -5.0139424012e-03  2.8089351417e-04
-46.000	0.000	-737.500	2.4970303860e-04  -5.1091244337e-03  2.8675271310e-04
-44.000	0.000	-737.500	2.2918791523e-04  -5.2016842386e-03  2.9252120090e-04
-42.000	0.000	-737.500	2.0691201280e-04  -5.2923999415e-03  2.9746588347e-04
-40.000	0.000	-737.500	1.8604696716e-04  -5.3802148516e-03  3.0253459964e-04
-38.000	0.000	-737.500	1.6377664860e-04  -5.4652775370e-03  3.0621673129e-04
-36.000	0.000	-737.500	1.4302700286e-04  -5.5471404362e-03  3.0967115948e-04
-34.000	0.000	-737.500	1.2142116434e-04  -5.6269995227e-03  3.1271646192e-04
-32.000	0.000	-737.500	1.0040907690e-04  -5.7037368212e-03  3.1466212324e-04
-30.000	0.000	-737.500	7.9303925025e-05  -5.7759836479e-03  3.1676514062e-04
-28.000	0.000	-737.500	5.8483550314e-05  -5.8459666677e-03  3.1790921169e-04
-26.000	0.000	-737.500	3.8526813531e-05  -5.9118064936e-03  3.1851642093e-04
-24.000	0.000	-737.500	1.8655696025e-05  -5.9738764031e-03  3.1919768008e-04
-22.000	0.000	-737.500	-8.1524442371e-07  -6.0323119646e-03  3.1913844015e-04
-20.000	0.000	-737.500	-1.9310869626e-05  -6.0855662124e-03  3.1776666562e-04
-18.000	0.000	-737.500	-3.7201576020e-05  -6.1355501041e-03  3.1675218188e-04
-16.000	0.000	-737.500	-5.5771652767e-05  -6.1823676375e-03  3.1544334977e-04
-14.000	0.000	-737.500	-7.2061650933e-05  -6.2233798710e-03  3.1340882856e-04
-12.000	0.000	-737.500	-8.9133390326e-05  -6.2608506117e-03  3.1090964418e-04
-10.000	0.000	-737.500	-1.0678771306e-04  -6.2932421792e-03  3.0788285421e-04
-8.000	0.000	-737.500	-1.2239089572e-04  -6.3211692743e-03  3.0460984830e-04
-6.000	0.000	-737.500	-1.3708949210e-04  -6.3466227099e-03  3.0105360149e-04
-4.000	0.000	-737.500	-1.5183648198e-04  -6.3650098736e-03  2.9710118768e-04
-2.000	0.000	-737.500	-1.6589851765e-04  -6.3789307078e-03  2.9213984387e-04
0.000	0.000	-737.500	-1.7908760894e-04  -6.3884483540e-03  2.8724514499e-04
2.000	0.000	-737.500	-1.9289464806e-04  -6.3938042352e-03  2.8220234629e-04
4.000	0.000	-737.500	-2.0504514030e-04  -6.3946603591e-03  2.7670228941e-04
6.000	0.000	-737.500	-2.1714723902e-04  -6.3900250333e-03  2.7114484385e-04
8.000	0.000	-737.500	-2.2758348442e-04  -6.3813356545e-03  2.6467658443e-04
10.000	0.000	-737.500	-2.3743900776e-04  -6.3683805132e-03  2.5814538258e-04
12.000	0.000	-737.500	-2.4786408543e-04  -6.3508921867e-03  2.5217325754e-04
14.000	0.000	-737.500	-2.5784059253e-04  -6.3284268276e-03  2.4510704512e-04
16.000	0.000	-737.500	-2.6763283206e-04  -6.3017012773e-03  2.3855733080e-04
18.000	0.000	-737.500	-2.7654282077e-04  -6.2714453768e-03  2.3158368076e-04
20.000	0.000	-737.500	-2.8514197428e-04  -6.2360935891e-03  2.2486365165e-04
22.000	0.000	-737.500	-2.9273044806e-04  -6.1967843179e-03  2.1767525688e-04
24.000	0.000	-737.500	-3.0109321791e-04  -6.1543476874e-03  2.1125698114e-04
26.000	0.000	-737.500	-3.0951927158e-04  -6.1080315714e-03  2.0300411895e-04
28.000	0.000	-737.500	-3.1627574934e-04  -6.0584172429e-03  1.9626742862e-04
30.000	0.000	-737.500	-3.2395914884e-04  -6.0054657027e-03  1.8932710103e-04
32.000	0.000	-737.500	-3.3183612236e-04  -5.9487665313e-03  1.8251080705e-04
34.000	0.000	-737.500	-3.3994761824e-04  -5.8886465785e-03  1.7508360132e-04
36.000	0.000	-737.500	-3.4776503053e-04  -5.8244744299e-03  1.6762862689e-04
38.000	0.000	-737.500	-3.5473369519e-04  -5.7599420036e-03  1.5970528678e-04
40.000	0.000	-737.500	-3.6348547437e-04  -5.6914576649e-03  1.5260760315e-04
42.000	0.000	-737.500	-3.7207904401e-04  -5.6208543732e-03  1.4639296466e-04
44.000	0.000	-737.500	-3.7946835991e-04  -5.5476325681e-03  1.3915088370e-04
46.000	0.000	-737.500	-3.8798003285e-04  -5.4724552350e-03  1.3228275478e-04
48.000	0.000	-737.500	-3.9678020554e-04  -5.3953093741e-03  1.2472966422e-04
50.000	0.000	-737.500	-4.0545008802e-04  -5.3159758473e-03  1.1728394602e-04
-50.000	0.000	-735.500	3.0029658638e-04  -5.2291173446e-03  2.7797594781e-04
-48.000	0.000	-735.500	2.7854742863e-04  -5.3327826176e-03  2.8610107392e-04
-46.000	0.000	-735.500	2.5709607707e-04  -5.4348043555e-03  2.9173812313e-04
-44.000	0.000	-735.500	2.3547907083e-04  -5.5346217138e-03  2.9775097562e-04
-42.000	0.000	-735.500	2.1229485954e-04  -5.6321659796e-03  3.0292521290e-04
-40.000	0.000	-735.500	1.9057920500e-04  -5.7267425969e-03  3.0729600869e-04
-38.000	0.000	-735.500	1.6730565186e-04  -5.8180785718e-03  3.1126693498e-04
-36.000	0.000	-735.500	1.4564025211e-04  -5.9064060419e-03  3.1443812227e-04
-34.000	0.000	-735.500	1.2348719473e-04  -5.9931401188e-03  3.1723906003e-04
-32.000	0.000	-735.500	1.0164869513e-04  -6.0753688671e-03  3.1915880388e-04
-30.000	0.000	-735.500	7.9895814812e-05  -6.1532854252e-03  3.2126182125e-04
-28.000	0.000	-735.500	5.8103847432e-05  -6.2285147572e-03  3.2208562647e-04
-26.000	0.000	-735.500	3.7493798336e-05  -6.2995358968e-03  3.2249475221e-04
-24.000	0.000	-735.500	1.6917252436e-05  -6.3658269984e-03  3.2248364473e-04
-22.000	0.000	-735.500	-2.9780618218e-06  -6.4290650248e-03  3.2238737985e-04
-20.000	0.000	-735.500	-2.2316850777e-05  -6.4866611764e-03  3.2059907458e-04
-18.000	0.000	-735.500	-4.1019079018e-05  -6.5402051320e-03  3.1919212634e-04
-16.000	0.000	-735.500	-5.9414194633e-05  -6.5903060212e-03  3.1768891321e-04
-14.000	0.000	-735.500	-7.6013166712e-05  -6.6345254693e-03  3.1515270388e-04
-12.000	0.000	-735.500	-9.4039747177e-05  -6.6745794384e-03  3.1243692352e-04
-10.000	0.000	-735.500	-1.1186716976e-04  -6.7092756691e-03  3.0871591567e-04
-8.000	0.000	-735.500	-1.2772534896e-04  -6.7394442859e-03  3.0528740495e-04
-6.000	0.000	-735.500	-1.4245558724e-04  -6.7662664055e-03  3.0127204872e-04
-4.000	0.000	-735.500	-1.5756180584e-04  -6.7853406968e-03  2.9702158403e-04
-2.000	0.000	-735.500	-1.7209288624e-04  -6.8002123671e-03  2.9126420372e-04
0.000	0.000	-735.500	-1.8521683243e-04  -6.8103057147e-03  2.8621400003e-04
2.000	0.000	-735.500	-1.9863858480e-04  -6.8152846043e-03  2.8054918210e-04
4.000	0.000	-735.500	-2.1097520590e-04  -6.8160441589e-03  2.7491768663e-04
6.000	0.000	-735.500	-2.2334346890e-04  -6.8103985698e-03  2.6873266811e-04
8.000	0.000	-735.500	-2.3361778219e-04  -6.8002272239e-03  2.6172199312e-04
10.000	0.000	-735.500	-2.4368735372e-04  -6.7859163984e-03  2.5500751775e-04
12.000	0.000	-735.500	-2.5400447665e-04  -6.7663759745e-03  2.4875585431e-04
14.000	0.000	-735.500	-2.6360872602e-04  -6.7414759551e-03  2.4118795376e-04
16.000	0.000	-735.500	-2.7314038514e-04  -6.7122191752e-03  2.3432908108e-04
18.000	0.000	-735.500	-2.8211924153e-04  -6.6793299045e-03  2.2699443774e-04
20.000	0.000	-735.500	-2.9033869216e-04  -6.6403530544e-03  2.2008558137e-04
22.000	0.000	-735.500	-2.9819519150e-04  -6.5970454432e-03  2.1242511844e-04
24.000	0.000	-735.500	-3.0598654574e-04  -6.5507943258e-03  2.0538297223e-04
26.000	0.000	-735.500	-3.1420041251e-04  -6.5003405874e-03  1.9679503421e-04
28.000	0.000	-735.500	-3.2083962908e-04  -6.4459479362e-03  1.9011943505e-04
30.000	0.000	-735.500	-3.2874452193e-04  -6.3880713623e-03  1.8298102396e-04
32.000	0.000	-735.500	-3.3593095736e-04  -6.3264211578e-03  1.7584631537e-04
34.000	0.000	-735.500	-3.4427325304e-04  -6.2608840395e-03  1.6844872961e-04
36.000	0.000	-735.500	-3.5177052368e-04  -6.1911053009e-03  1.6084380411e-04
38.000	0.000	-735.500	-3.5895695911e-04  -6.1208121452e-03  1.5255206572e-04
40.000	0.000	-735.500	-3.6728994835e-04  -6.0463033686e-03  1.4574317672e-04
42.000	0.000	-735.500	-3.7575508907e-04  -5.9696830675e-03  1.3914347871e-04
44.000	0.000	-735.500	-3.8306436956e-04  -5.8901471167e-03  1.3152929697e-04
46.000	0.000	-735.500	-3.9162071343e-04  -5.8085404975e-03  1.2509621126e-04
48.000	0.000	-735.500	-4.0039482807e-04  -5.7249634935e-03  1.1768566676e-04
50.000	0.000	-735.500	-4.0921175235e-04  -5.6388274033e-03  1.1023624607e-04
-50.000	0.000	-733.500	3.0929963952e-04  -5.5620473914e-03  2.8285768797e-04
-48.000	0.000	-733.500	2.8638717638e-04  -5.6733583519e-03  2.9054221712e-04
-46.000	0.000	-733.500	2.6441280271e-04  -5.7834064834e-03  2.9624776249e-04
-44.000	0.000	-733.500	2.4148172669e-04  -5.8909048142e-03  3.0239390482e-04
-42.000	0.000	-733.500	2.1777077072e-04  -5.9964457598e-03  3.0714605763e-04
-40.000	0.000	-733.500	1.9489553335e-04  -6.0978026554e-03  3.1147427473e-04
-38.000	0.000	-733.500	1.7086443574e-04  -6.1964630393e-03  3.1534893614e-04
-36.000	0.000	-733.500	1.4837820769e-04  -6.2914519332e-03  3.1832574242e-04
-34.000	0.000	-733.500	1.2555880898e-04  -6.3850851428e-03  3.2100079533e-04
-32.000	0.000	-733.500	1.0273010383e-04  -6.4737506055e-03  3.2270949694e-04
-30.000	0.000	-733.500	8.0277378983e-05  -6.5576377455e-03  3.2470514195e-04
-28.000	0.000	-733.500	5.7658999447e-05  -6.6386445208e-03  3.2492544043e-04
-26.000	0.000	-733.500	3.6377025153e-05  -6.7153948191e-03  3.2509205272e-04
-24.000	0.000	-733.500	1.5420776371e-05  -6.7865775266e-03  3.2491433294e-04
-22.000	0.000	-733.500	-5.3083951973e-06  -6.8548334417e-03  3.2434414865e-04
-20.000	0.000	-733.500	-2.5466151154e-05  -6.9171262034e-03  3.2242255355e-04
-18.000	0.000	-733.500	-4.4486659751e-05  -6.9744512181e-03  3.2021771756e-04
-16.000	0.000	-733.500	-6.3512752215e-05  -7.0282087405e-03  3.1854789214e-04
-14.000	0.000	-733.500	-8.0316466045e-05  -7.0757431151e-03  3.1553961465e-04
-12.000	0.000	-733.500	-9.9217852170e-05  -7.1188111602e-03  3.1272756941e-04
-10.000	0.000	-733.500	-1.1650550105e-04  -7.1563060431e-03  3.0843082353e-04
-8.000	0.000	-733.500	-1.3285878302e-04  -7.1884859011e-03  3.0429698744e-04
-6.000	0.000	-733.500	-1.4819766270e-04  -7.2163164269e-03  2.9983362926e-04
-4.000	0.000	-733.500	-1.6341183603e-04  -7.2369005419e-03  2.9514441887e-04
-2.000	0.000	-733.500	-1.7819605168e-04  -7.2525447665e-03  2.8907232646e-04
0.000	0.000	-733.500	-1.9161222019e-04  -7.2630429623e-03  2.8341306227e-04
2.000	0.000	-733.500	-2.0503211128e-04  -7.2678027139e-03  2.7730579615e-04
4.000	0.000	-733.500	-2.1696111016e-04  -7.2679364252e-03  2.7142438225e-04
6.000	0.000	-733.500	-2.2938521182e-04  -7.2615591380e-03  2.6446369094e-04
8.000	0.000	-733.500	-2.3960182516e-04  -7.2501732476e-03  2.5716607256e-04
10.000	0.000	-733.500	-2.4969559345e-04  -7.2339867494e-03  2.5006653767e-04
12.000	0.000	-733.500	-2.6014859044e-04  -7.2123088014e-03  2.4334280607e-04
14.000	0.000	-733.500	-2.6943269817e-04  -7.1846008444e-03  2.3565087193e-04
16.000	0.000	-733.500	-2.7878753487e-04  -7.1527886926e-03  2.2787192914e-04
18.000	0.000	-733.500	-2.8763796235e-04  -7.1167924907e-03  2.2042991344e-04
20.000	0.000	-733.500	-2.9559124870e-04  -7.0740735807e-03  2.1309341885e-04
22.000	0.000	-733.500	-3.0296939686e-04  -7.0261640715e-03  2.0544036091e-04
24.000	0.000	-733.500	-3.1053553518e-04  -6.9760483256e-03  1.9764475690e-04
26.000	0.000	-733.500	-3.1843856674e-04  -6.9208794059e-03  1.8907533135e-04
28.000	0.000	-733.500	-3.2488048672e-04  -6.8612645849e-03  1.8205169762e-04
30.000	0.000	-733.500	-3.3278724085e-04  -6.7977182795e-03  1.7483553413e-04
32.000	0.000	-733.500	-3.3957908309e-04  -6.7307530500e-03  1.6743424588e-04
34.000	0.000	-733.500	-3.4802747223e-04  -6.6594050605e-03  1.5933688849e-04
36.000	0.000	-733.500	-3.5531255596e-04  -6.5835480282e-03  1.5202260888e-04
38.000	0.000	-733.500	-3.6220304650e-04  -6.5070020111e-03  1.4371976300e-04
40.000	0.000	-733.500	-3.7001115234e-04  -6.4260360920e-03  1.3665725307e-04
42.000	0.000	-733.500	-3.7857494136e-04  -6.3426095132e-03  1.3010013376e-04
44.000	0.000	-733.500	-3.8611688293e-04  -6.2558791505e-03  1.2265256431e-04
46.000	0.000	-733.500	-3.9449082051e-04  -6.1679249577e-03  1.1626205729e-04
48.000	0.000	-733.500	-4.0344361886e-04  -6.0766614098e-03  1.0886262028e-04
50.000	0.000	-733.500	-4.1239827850e-04  -5.9835463315e-03  1.0139098462e-04
-50.000	0.000	-731.500	3.1816495731e-04  -5.9178736448e-03  2.8711185515e-04
-48.000	0.000	-731.500	2.9393284052e-04  -6.0376864168e-03  2.9423175376e-04
-46.000	0.000	-731.500	2.7134982547e-04  -6.1565520670e-03  2.9989842293e-04
-44.000	0.000	-731.500	2.4758303084e-04  -6.2723943557e-03  3.0592238291e-04
-42.000	0.000	-731.500	2.2277577587e-04  -6.3858762681e-03  3.1057827084e-04
-40.000	0.000	-731.500	1.9874095568e-04  -6.4950924180e-03  3.1471395818e-04
-38.000	0.000	-731.500	1.7406399091e-04  -6.6020986169e-03  3.1831648618e-04
-36.000	0.000	-731.500	1.5063595081e-04  -6.7050154778e-03  3.2125441626e-04
-34.000	0.000	-731.500	1.2685798845e-04  -6.8050742593e-03  3.2372583192e-04
-32.000	0.000	-731.500	1.0311911316e-04  -6.9008579927e-03  3.2506983775e-04
-30.000	0.000	-731.500	8.0431865940e-05  -6.9913749857e-03  3.2671374569e-04
-28.000	0.000	-731.500	5.6860506621e-05  -7.0789781862e-03  3.2636571113e-04
-26.000	0.000	-731.500	3.4802374965e-05  -7.1618012070e-03  3.2668782822e-04
-24.000	0.000	-731.500	1.3434781394e-05  -7.2383063679e-03  3.2607876774e-04
-22.000	0.000	-731.500	-7.8229961481e-06  -7.3119367353e-03  3.2487730799e-04
-20.000	0.000	-731.500	-2.8187355143e-05  -7.3788611086e-03  3.2260397583e-04
-18.000	0.000	-731.500	-4.8386059449e-05  -7.4408307346e-03  3.2024733752e-04
-16.000	0.000	-731.500	-6.7816051548e-05  -7.4983693160e-03  3.1787588923e-04
-14.000	0.000	-731.500	-8.5072058516e-05  -7.5498834595e-03  3.1433445240e-04
