X[mm]	Y[mm]	Z[mm]	Bx, By, Bz [T]
-28.000	0.000	-737.500	-9.6712557662e-06, -5.4461865317e-03, 3.5512854645e-04
-26.000	0.000	-737.500	-3.3093711995e-05, -5.5083381537e-03, 3.5597086415e-04
-24.000	0.000	-737.500	-5.4044376911e-05, -5.5669742821e-03, 3.5550249849e-04
-22.000	0.000	-737.500	-7.5694886355e-05, -5.6220763461e-03, 3.5536920865e-04
-20.000	0.000	-737.500	-9.5901035816e-05, -5.6734289218e-03, 3.5388635925e-04
-18.000	0.000	-737.500	-1.1516723451e-04, -5.7202575978e-03, 3.5226096378e-04
-16.000	0.000	-737.500	-1.3472007166e-04, -5.7649617495e-03, 3.4934709992e-04
-14.000	0.000	-737.500	-1.5282668754e-04, -5.8037621749e-03, 3.4575567941e-04
-12.000	0.000	-737.500	-1.7044378450e-04, -5.8385846885e-03, 3.4226422627e-04
-10.000	0.000	-737.500	-1.8741315302e-04, -5.8684394551e-03, 3.3832662244e-04
-8.000	0.000	-737.500	-2.0459843102e-04, -5.8939616035e-03, 3.3316534388e-04
-6.000	0.000	-737.500	-2.1972512379e-04, -5.9166089585e-03, 3.2800221408e-04
-4.000	0.000	-737.500	-2.3556841268e-04, -5.9334008719e-03, 3.2285389426e-04
-2.000	0.000	-737.500	-2.4842991717e-04, -5.9458694526e-03, 3.1622272505e-04
0.000	0.000	-737.500	-2.6143101831e-04, -5.9535299971e-03, 3.0994699538e-04
2.000	0.000	-737.500	-2.7465919667e-04, -5.9578291875e-03, 3.0308812270e-04
4.000	0.000	-737.500	-2.8646907308e-04, -5.9573853402e-03, 2.9645880473e-04
6.000	0.000	-737.500	-2.9764983393e-04, -5.9518010354e-03, 2.8897606158e-04
8.000	0.000	-737.500	-3.0754816691e-04, -5.9420809652e-03, 2.8233748737e-04
10.000	0.000	-737.500	-3.1720267108e-04, -5.9279279933e-03, 2.7433454361e-04
12.000	0.000	-737.500	-3.2587999871e-04, -5.9106940897e-03, 2.6598541654e-04
14.000	0.000	-737.500	-3.3454615862e-04, -5.8870290430e-03, 2.5756964455e-04
16.000	0.000	-737.500	-3.4293684780e-04, -5.8605802008e-03, 2.5015724881e-04
18.000	0.000	-737.500	-3.5015120256e-04, -5.8297653126e-03, 2.4059370325e-04
20.000	0.000	-737.500	-3.5634743244e-04, -5.7947923738e-03, 2.3158923450e-04
22.000	0.000	-737.500	-3.6352642272e-04, -5.7568759288e-03, 2.2327713238e-04
24.000	0.000	-737.500	-3.6909725961e-04, -5.7157912683e-03, 2.1387649662e-04
26.000	0.000	-737.500	-3.7430514523e-04, -5.6693358697e-03, 2.0479242422e-04
28.000	0.000	-737.500	-3.7964890491e-04, -5.6203845265e-03, 1.9561764068e-04
30.000	0.000	-737.500	-3.8525882886e-04, -5.5684098217e-03, 1.8764987063e-04
32.000	0.000	-737.500	-3.8996044396e-04, -5.5133411856e-03, 1.7810298630e-04
34.000	0.000	-737.500	-3.9496917169e-04, -5.4545249183e-03, 1.6994083525e-04
36.000	0.000	-737.500	-3.9953677401e-04, -5.3938701203e-03, 1.6137511220e-04
38.000	0.000	-737.500	-4.0537749776e-04, -5.3291129846e-03, 1.5213368374e-04
40.000	0.000	-737.500	-4.1075662192e-04, -5.2637708620e-03, 1.4369569678e-04
42.000	0.000	-737.500	-4.1628464918e-04, -5.1953682358e-03, 1.3557612442e-04
44.000	0.000	-737.500	-4.2089319985e-04, -5.1251382215e-03, 1.2718626990e-04
46.000	0.000	-737.500	-4.2698333628e-04, -5.0522024101e-03, 1.1847429828e-04
48.000	0.000	-737.500	-4.3358532708e-04, -4.9786964684e-03, 1.1088788525e-04
50.000	0.000	-737.500	-4.3917105428e-04, -4.9016118918e-03, 1.0268130425e-04
-50.000	0.000	-735.500	2.5213574285e-04, -4.8618922011e-03, 3.2328708622e-04
-48.000	0.000	-735.500	2.2858113513e-04, -4.9613474245e-03, 3.2947025350e-04
-46.000	0.000	-735.500	2.0447372468e-04, -5.0592501109e-03, 3.3541090733e-04
-44.000	0.000	-735.500	1.8009456609e-04, -5.1547887069e-03, 3.4045925977e-04
-42.000	0.000	-735.500	1.5564467854e-04, -5.2484367734e-03, 3.4499481661e-04
-40.000	0.000	-735.500	1.3087278805e-04, -5.3385712035e-03, 3.4997652414e-04
-38.000	0.000	-735.500	1.0661089064e-04, -5.4260926915e-03, 3.5319029012e-04
-36.000	0.000	-735.500	8.2914824984e-05, -5.5104125362e-03, 3.5604491406e-04
-34.000	0.000	-735.500	5.7632941406e-05, -5.5921064392e-03, 3.5760921835e-04
-32.000	0.000	-735.500	3.4560407442e-05, -5.6721716640e-03, 3.6002694783e-04
-30.000	0.000	-735.500	9.7624589095e-06, -5.7473137122e-03, 3.6168751701e-04
-28.000	0.000	-735.500	-1.1806153835e-05, -5.8179058613e-03, 3.6175601318e-04
-26.000	0.000	-735.500	-3.5922870725e-05, -5.8854115074e-03, 3.6227991627e-04
-24.000	0.000	-735.500	-5.7575241458e-05, -5.9485882495e-03, 3.6148017727e-04
-22.000	0.000	-735.500	-7.9892092235e-05, -6.0081120726e-03, 3.6126173004e-04
-20.000	0.000	-735.500	-1.0112195045e-04, -6.0635502720e-03, 3.5938826738e-04
-18.000	0.000	-735.500	-1.2113452589e-04, -6.1140912942e-03, 3.5723711757e-04
-16.000	0.000	-735.500	-1.4134439793e-04, -6.1621865135e-03, 3.5442692358e-04
-14.000	0.000	-735.500	-1.5977301674e-04, -6.2042665805e-03, 3.5009130149e-04
-12.000	0.000	-735.500	-1.7796711318e-04, -6.2415627536e-03, 3.4592784544e-04
-10.000	0.000	-735.500	-1.9506863319e-04, -6.2736126144e-03, 3.4188101800e-04
-8.000	0.000	-735.500	-2.1297609118e-04, -6.3012017170e-03, 3.3607365400e-04
-6.000	0.000	-735.500	-2.2826471606e-04, -6.3252493267e-03, 3.3067171325e-04
-4.000	0.000	-735.500	-2.4408194691e-04, -6.3431276445e-03, 3.2476623312e-04
-2.000	0.000	-735.500	-2.5734176717e-04, -6.3561366418e-03, 3.1808137772e-04
0.000	0.000	-735.500	-2.7073560022e-04, -6.3641091793e-03, 3.1124657126e-04
2.000	0.000	-735.500	-2.8422994285e-04, -6.3681743749e-03, 3.0411556517e-04
4.000	0.000	-735.500	-2.9595047741e-04, -6.3674092490e-03, 2.9677536808e-04
6.000	0.000	-735.500	-3.0686693527e-04, -6.3609223928e-03, 2.8874280437e-04
8.000	0.000	-735.500	-3.1675223923e-04, -6.3500639193e-03, 2.8149331842e-04
10.000	0.000	-735.500	-3.2652400458e-04, -6.3339275628e-03, 2.7320528252e-04
12.000	0.000	-735.500	-3.3489049701e-04, -6.3144149954e-03, 2.6446924468e-04
14.000	0.000	-735.500	-3.4371114387e-04, -6.2885529974e-03, 2.5574801683e-04
16.000	0.000	-735.500	-3.5126983703e-04, -6.2594039295e-03, 2.4755254331e-04
18.000	0.000	-735.500	-3.5855864334e-04, -6.2253743982e-03, 2.3747620215e-04
20.000	0.000	-735.500	-3.6451848956e-04, -6.1870883900e-03, 2.2805890516e-04
22.000	0.000	-735.500	-3.7140153495e-04, -6.1454335993e-03, 2.1944134717e-04
24.000	0.000	-735.500	-3.7669317855e-04, -6.0999346081e-03, 2.0975932177e-04
26.000	0.000	-735.500	-3.8139107107e-04, -6.0492524461e-03, 1.9982737792e-04
28.000	0.000	-735.500	-3.8664735019e-04, -5.9956620629e-03, 1.9084327289e-04
30.000	0.000	-735.500	-3.9197808085e-04, -5.9387066114e-03, 1.8224607863e-04
32.000	0.000	-735.500	-3.9615667384e-04, -5.8783898059e-03, 1.7265291311e-04
34.000	0.000	-735.500	-4.0097927271e-04, -5.8143643684e-03, 1.6418345494e-04
36.000	0.000	-735.500	-4.0493078848e-04, -5.7480101253e-03, 1.5561958313e-04
38.000	0.000	-735.500	-4.1060958012e-04, -5.6774736893e-03, 1.4593015274e-04
40.000	0.000	-735.500	-4.1604268166e-04, -5.6062816963e-03, 1.3742552086e-04
42.000	0.000	-735.500	-4.2130268335e-04, -5.5315574960e-03, 1.2911156749e-04
44.000	0.000	-735.500	-4.2595590495e-04, -5.4550894772e-03, 1.2084019282e-04
46.000	0.000	-735.500	-4.3147648705e-04, -5.3755925255e-03, 1.1178759163e-04
48.000	0.000	-735.500	-4.3878390624e-04, -5.2950927389e-03, 1.0384759030e-04
50.000	0.000	-735.500	-4.4421142391e-04, -5.2117478726e-03, 9.6046432540e-05
-50.000	0.000	-733.500	2.6138634739e-04, -5.1843500515e-03, 3.2987012300e-04
-48.000	0.000	-733.500	2.3649719571e-04, -5.2914342486e-03, 3.3669567322e-04
-46.000	0.000	-733.500	2.1109060579e-04, -5.3978164613e-03, 3.4221424258e-04
-44.000	0.000	-733.500	1.8593901242e-04, -5.5007184655e-03, 3.4782537432e-04
-42.000	0.000	-733.500	1.6043563549e-04, -5.6019063648e-03, 3.5191292922e-04
-40.000	0.000	-733.500	1.3477032646e-04, -5.6992909198e-03, 3.5685390930e-04
-38.000	0.000	-733.500	1.0957778473e-04, -5.7942185294e-03, 3.5974000444e-04
-36.000	0.000	-733.500	8.4457833266e-05, -5.8851292279e-03, 3.6267423203e-04
-34.000	0.000	-733.500	5.8414682634e-05, -5.9738095474e-03, 3.6431443748e-04
-32.000	0.000	-733.500	3.4039246623e-05, -6.0602706304e-03, 3.6651001724e-04
-30.000	0.000	-733.500	8.2306183599e-06, -6.1413071193e-03, 3.6784661807e-04
-28.000	0.000	-733.500	-1.4184880715e-05, -6.2178011376e-03, 3.6759484838e-04
-26.000	0.000	-733.500	-3.8420720078e-05, -6.2907295206e-03, 3.6783551058e-04
-24.000	0.000	-733.500	-6.1889708523e-05, -6.3595834225e-03, 3.6684694432e-04
-22.000	0.000	-733.500	-8.5072058516e-05, -6.4238038558e-03, 3.6646003355e-04
-20.000	0.000	-733.500	-1.0646012626e-04, -6.4834001058e-03, 3.6389790675e-04
-18.000	0.000	-733.500	-1.2768440061e-04, -6.5380861790e-03, 3.6107660527e-04
-16.000	0.000	-733.500	-1.4798733708e-04, -6.5897934611e-03, 3.5817570015e-04
-14.000	0.000	-733.500	-1.6695386831e-04, -6.6355840173e-03, 3.5338467113e-04
-12.000	0.000	-733.500	-1.8551836119e-04, -6.6755154176e-03, 3.4859364211e-04
-10.000	0.000	-733.500	-2.0304425501e-04, -6.7099999387e-03, 3.4411177146e-04
-8.000	0.000	-733.500	-2.2146728995e-04, -6.7400181303e-03, 3.3803227406e-04
-6.000	0.000	-733.500	-2.3715050802e-04, -6.7651614300e-03, 3.3241188608e-04
-4.000	0.000	-733.500	-2.5270343589e-04, -6.7842282929e-03, 3.2573073317e-04
-2.000	0.000	-733.500	-2.6648441697e-04, -6.7983571225e-03, 3.1873116566e-04
0.000	0.000	-733.500	-2.8007740790e-04, -6.8064930850e-03, 3.1130951368e-04
2.000	0.000	-733.500	-2.9375787939e-04, -6.8099640080e-03, 3.0334359488e-04
4.000	0.000	-733.500	-3.0577249755e-04, -6.8087680345e-03, 2.9583863675e-04
6.000	0.000	-733.500	-3.1610451078e-04, -6.8011483463e-03, 2.8684157299e-04
8.000	0.000	-733.500	-3.2628017577e-04, -6.7891217559e-03, 2.7900524153e-04
10.000	0.000	-733.500	-3.3584347680e-04, -6.7714124342e-03, 2.7060242827e-04
12.000	0.000	-733.500	-3.4350826341e-04, -6.7492293547e-03, 2.6130175989e-04
14.000	0.000	-733.500	-3.5242011341e-04, -6.7206578453e-03, 2.5212882760e-04
16.000	0.000	-733.500	-3.5973870034e-04, -6.6883721326e-03, 2.4336502104e-04
18.000	0.000	-733.500	-3.6691024546e-04, -6.6511298154e-03, 2.3274996680e-04
20.000	0.000	-733.500	-3.7244944045e-04, -6.6092800291e-03, 2.2309941260e-04
22.000	0.000	-733.500	-3.7913332795e-04, -6.5634597593e-03, 2.1389315785e-04
24.000	0.000	-733.500	-3.8439146836e-04, -6.5132660151e-03, 2.0392418905e-04
26.000	0.000	-733.500	-3.8840254537e-04, -6.4579392418e-03, 1.9361644193e-04
28.000	0.000	-733.500	-3.9343919243e-04, -6.3989948344e-03, 1.8454162576e-04
30.000	0.000	-733.500	-3.9813894624e-04, -6.3366537881e-03, 1.7499103894e-04
32.000	0.000	-733.500	-4.0225797800e-04, -6.2706523943e-03, 1.6563113063e-04
34.000	0.000	-733.500	-4.0643843228e-04, -6.2006898027e-03, 1.5711354002e-04
36.000	0.000	-733.500	-4.1009400317e-04, -6.1283129789e-03, 1.4802761637e-04
38.000	0.000	-733.500	-4.1610782676e-04, -6.0514958249e-03, 1.3794757271e-04
40.000	0.000	-733.500	-4.2082060959e-04, -5.9736071233e-03, 1.2955956943e-04
42.000	0.000	-733.500	-4.2590192758e-04, -5.8922010712e-03, 1.2086055655e-04
44.000	0.000	-733.500	-4.3020336562e-04, -5.8085256407e-03, 1.1253734694e-04
46.000	0.000	-733.500	-4.3594357978e-04, -5.7219029899e-03, 1.0342180333e-04
48.000	0.000	-733.500	-4.4267772208e-04, -5.6343870732e-03, 9.5607686838e-05
50.000	0.000	-733.500	-4.4832114923e-04, -5.5438496520e-03, 8.7899091466e-05
-50.000	0.000	-731.500	2.7041545857e-04, -5.5302983810e-03, 3.3589963672e-04
-48.000	0.000	-731.500	2.4489719134e-04, -5.6456671088e-03, 3.4333239619e-04
-46.000	0.000	-731.500	2.1795503829e-04, -5.7609578382e-03, 3.4825486379e-04
-44.000	0.000	-731.500	1.9158430086e-04, -5.8723189406e-03, 3.5415293892e-04
-42.000	0.000	-731.500	1.6489156049e-04, -5.9815833751e-03, 3.5817570015e-04
-40.000	0.000	-731.500	1.3848731987e-04, -6.0867436149e-03, 3.6296302667e-04
-38.000	0.000	-731.500	1.1236599511e-04, -6.1898443289e-03, 3.6571398073e-04
-36.000	0.000	-731.500	8.5695590210e-05, -6.2883301452e-03, 3.6852417472e-04
-34.000	0.000	-731.500	5.8654788869e-05, -6.3842011624e-03, 3.7038467865e-04
-32.000	0.000	-731.500	3.2773570349e-05, -6.4775112364e-03, 3.7190825550e-04
-30.000	0.000	-731.500	6.6485230171e-06, -6.5651645786e-03, 3.7285054057e-04
-28.000	0.000	-731.500	-1.6679007491e-05, -6.6481045968e-03, 3.7240624112e-04
-26.000	0.000	-731.500	-4.1629581691e-05, -6.7268791359e-03, 3.7245067107e-04
-24.000	0.000	-731.500	-6.6107388578e-05, -6.8018503308e-03, 3.7138805489e-04
-22.000	0.000	-731.500	-9.0246440932e-05, -6.8712762200e-03, 3.7028286003e-04
-20.000	0.000	-731.500	-1.1222639847e-04, -6.9355393666e-03, 3.6696172167e-04
-18.000	0.000	-731.500	-1.3444832352e-04, -6.9946806267e-03, 3.6397380791e-04
-16.000	0.000	-731.500	-1.5487596633e-04, -7.0502859653e-03, 3.6027131253e-04
-14.000	0.000	-731.500	-1.7462423879e-04, -7.1000878611e-03, 3.5538216739e-04
-12.000	0.000	-731.500	-1.9359077001e-04, -7.1431094786e-03, 3.5004316905e-04
-10.000	0.000	-731.500	-2.1159501501e-04, -7.1803369389e-03, 3.4518549512e-04
-8.000	0.000	-731.500	-2.2991940166e-04, -7.2126337942e-03, 3.3871538445e-04
-6.000	0.000	-731.500	-2.4635271905e-04, -7.2395320550e-03, 3.3211938894e-04
-4.000	0.000	-731.500	-2.6174557609e-04, -7.2595831818e-03, 3.2549007097e-04
-2.000	0.000	-731.500	-2.7652048531e-04, -7.2747445600e-03, 3.1745750725e-04
0.000	0.000	-731.500	-2.8956253480e-04, -7.2831442309e-03, 3.0946567098e-04
2.000	0.000	-731.500	-3.0335096103e-04, -7.2863811591e-03, 3.0111654391e-04
4.000	0.000	-731.500	-3.1524087286e-04, -7.2844516304e-03, 2.9305250898e-04
6.000	0.000	-731.500	-3.2593769866e-04, -7.2756062551e-03, 2.8342231851e-04
8.000	0.000	-731.500	-3.3576530267e-04, -7.2620642697e-03, 2.7484548797e-04
10.000	0.000	-731.500	-3.4497682015e-04, -7.2421877104e-03, 2.6589470540e-04
12.000	0.000	-731.500	-3.5259321326e-04, -7.2177779659e-03, 2.5634596983e-04
14.000	0.000	-731.500	-3.6119795063e-04, -7.1861998089e-03, 2.4661581198e-04
16.000	0.000	-731.500	-3.6865613421e-04, -7.1502927479e-03, 2.3756691328e-04
18.000	0.000	-731.500	-3.7485236408e-04, -7.1093715124e-03, 2.2631502984e-04
20.000	0.000	-731.500	-3.8013842382e-04, -7.0633859605e-03, 2.1610169634e-04
22.000	0.000	-731.500	-3.8635512787e-04, -7.0127037986e-03, 2.0635117477e-04
24.000	0.000	-731.500	-3.9141969426e-04, -6.9578283010e-03, 1.9585645163e-04
26.000	0.000	-731.500	-3.9523905854e-04, -6.8972459299e-03, 1.8560239069e-04
28.000	0.000	-731.500	-3.9995556395e-04, -6.8329363558e-03, 1.7588148908e-04
30.000	0.000	-731.500	-4.0364277675e-04, -6.7645337296e-03, 1.6598286769e-04
32.000	0.000	-731.500	-4.0792746319e-04, -6.6919210539e-03, 1.5659889316e-04
34.000	0.000	-731.500	-4.1127219888e-04, -6.6157965989e-03, 1.4765366433e-04
36.000	0.000	-731.500	-4.1508597930e-04, -6.5363665029e-03, 1.3848998828e-04
38.000	0.000	-731.500	-4.2109235773e-04, -6.4530104939e-03, 1.2824518357e-04
