# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0330783641085342e+00 +2.3402796344240184e+00 +2.7283051444080108e+01 -9.6866995504898546e+02 -1.3788818454934395e+05 +3.8184106330751940e+06 +7.1905247085820758e+08 
+1.0005104645227200e-01 -1.0330824902782128e+00 +2.3402085606757819e+00 +2.7280972201242303e+01 -9.6372959240165835e+02 -1.3718790606823243e+05 +3.7772592683148710e+06 +7.1496869534652817e+08 
+2.0010209290454301e-01 -1.0330866028374275e+00 +2.3401420686349579e+00 +2.7281092828393774e+01 -9.5899087676094859e+02 -1.3653098408718381e+05 +3.7377069875476281e+06 +7.1106688813105392e+08 
+3.0015313935681498e-01 -1.0330906980912975e+00 +2.3400815547045282e+00 +2.7283538398324325e+01 -9.5450416610565583e+02 -1.3592215442828854e+05 +3.7000768724279078e+06 +7.0737454368581605e+08 
+4.0020418580908601e-01 -1.0330947723452288e+00 +2.3400284152561244e+00 +2.7288434026410670e+01 -9.5031981704497230e+02 -1.3536615384157727e+05 +3.6646919952461268e+06 +7.0391916130647707e+08 
+5.0025523226135804e-01 -1.0330988219048109e+00 +2.3399840466232802e+00 +2.7295904861011596e+01 -9.4648818450941042e+02 -1.3486771983916574e+05 +3.6318754166676314e+06 +7.0072824436414731e+08 
+6.0030627871362996e-01 -1.0331028428803914e+00 +2.3399492712945671e+00 +2.7305976003425233e+01 -9.4304253894652527e+02 -1.3442952114365628e+05 +3.6018495577814435e+06 +6.9781946082259607e+08 
+7.0035732516590099e-01 -1.0331068305643154e+00 +2.3399226486808451e+00 +2.7318272808050814e+01 -9.3994869278778026e+02 -1.3404599481653946e+05 +3.5744391025406267e+06 +6.9517143802423489e+08 
+8.0040837161817302e-01 -1.0331107800357444e+00 +2.3399021803769853e+00 +2.7332320870457846e+01 -9.3715580927670010e+02 -1.3370953220007120e+05 +3.5493704753751899e+06 +6.9275312493459570e+08 
+9.0045941807044405e-01 -1.0331146863738148e+00 +2.3398858679741790e+00 +2.7347645793761046e+01 -9.3461305106854343e+02 -1.3341252490034062e+05 +3.5263700956657957e+06 +6.9053347214026821e+08 
+1.0005104645227201e+00 -1.0331185446577780e+00 +2.3398717130834119e+00 +2.7363773205464476e+01 -9.3226958092984205e+02 -1.3314736511271351e+05 +3.5051643818237670e+06 +6.8848143340051806e+08 
+1.1005615109749900e+00 -1.0331223499668902e+00 +2.3398577173344517e+00 +2.7380228743283052e+01 -9.3007456173998264e+02 -1.3290644534075054e+05 +3.4854797513944362e+06 +6.8656596426592517e+08 
+1.2006125574272599e+00 -1.0331260973803527e+00 +2.3398418823855680e+00 +2.7396538047039115e+01 -9.2797715679442797e+02 -1.3268215824730232e+05 +3.4670426228427771e+06 +6.8475602137317848e+08 
+1.3006636038795301e+00 -1.0331297819773408e+00 +2.3398222099404400e+00 +2.7412226764892122e+01 -9.2592653031023247e+02 -1.3246689676961568e+05 +3.4495794185699839e+06 +6.8302056297459245e+08 
+1.4007146503318000e+00 -1.0331333988369256e+00 +2.3397967017447741e+00 +2.7426820540023328e+01 -9.2387184736938650e+02 -1.3225305386158338e+05 +3.4328165646371422e+06 +6.8132854768409276e+08 
+1.5007656967840699e+00 -1.0331369430380051e+00 +2.3397633596099845e+00 +2.7439845006022185e+01 -9.2176227459887343e+02 -1.3203302240729626e+05 +3.4164804947447428e+06 +6.7964893406201005e+08 
+1.6008167432363500e+00 -1.0331404096593486e+00 +2.3397201854079079e+00 +2.7450825788835157e+01 -9.1954698005842602e+02 -1.3179919525367449e+05 +3.4002976496387101e+06 +6.7795068074492311e+08 
+1.7008677896886200e+00 -1.0331437937794843e+00 +2.3396651810912004e+00 +2.7459288494850281e+01 -9.1717513386052701e+02 -1.3154396498310863e+05 +3.3839944808112215e+06 +6.7620274535019004e+08 
+1.8009188361408901e+00 -1.0331470904766886e+00 +2.3395963487008089e+00 +2.7464758708602286e+01 -9.1459590839919235e+02 -1.3125972386496235e+05 +3.3672974518474038e+06 +6.7437408422330570e+08 
+1.9009698825931600e+00 -1.0331502948289604e+00 +2.3395116903629027e+00 +2.7466761990813239e+01 -9.1175847826915287e+02 -1.3093886382383856e+05 +3.3499330379692521e+06 +6.7243365228739262e+08 
+2.0010209290454299e+00 -1.0331534019139803e+00 +2.3394092083160811e+00 +2.7464823872677844e+01 -9.0861202111939156e+02 -1.3057377631983202e+05 +3.3316277311763498e+06 +6.7035040243320000e+08 
+2.1010719754977001e+00 -1.0331564068090224e+00 +2.3392869049116451e+00 +2.7458469842735511e+01 -9.0510571764237125e+02 -1.3015685210056664e+05 +3.3121080400944152e+06 +6.6809328433559597e+08 
+2.2011230219499698e+00 -1.0331593045910310e+00 +2.3391427826172650e+00 +2.7447225360958424e+01 -9.0118875171817456e+02 -1.2968048147284925e+05 +3.2911004909466533e+06 +6.6563124574036133e+08 
+2.3011740684022501e+00 -1.0331620903364302e+00 +2.3389748440367035e+00 +2.7430615831363529e+01 -8.9681031101155043e+02 -1.2913705376590815e+05 +3.2683316310679894e+06 +6.6293322985811710e+08 
+2.4012251148545198e+00 -1.0331647591212025e+00 +2.3387810919128729e+00 +2.7408166612781368e+01 -8.9191958707882395e+02 -1.2851895754824187e+05 +3.2435280295569715e+06 +6.5996817641758192e+08 
+2.5012761613067900e+00 -1.0331673060208637e+00 +2.3385595291400376e+00 +2.7379403016372745e+01 -8.8646577568951966e+02 -1.2781858056966405e+05 +3.2164162788160765e+06 +6.5670502132067037e+08 
+2.6013272077590601e+00 -1.0331697267942885e+00 +2.3383085613115648e+00 +2.7343925593769004e+01 -8.8040911218256895e+02 -1.2702925757793683e+05 +3.1867828605163503e+06 +6.5311517293780768e+08 
+2.7013782542113298e+00 -1.0331720199550793e+00 +2.3380281453143721e+00 +2.7301630086521076e+01 -8.7375339942103494e+02 -1.2614799056199031e+05 +3.1546554670459111e+06 +6.4917948552330327e+08 
+2.8014293006636000e+00 -1.0331741847100675e+00 +2.3377186119338158e+00 +2.7252484703634131e+01 -8.6651319704646255e+02 -1.2517266961480406e+05 +3.1201224961740850e+06 +6.4488106220086610e+08 
