fieldmap_name:     	BD-016
timestamp:         	2017-03-14_08-00-00
filename:          	2017-03-14_BD-0016_Model09_Hall_I=991.63A.dat
nr_magnets:        	1

magnet_name:       	BD-016
gap[mm]:           	28
control_gap[mm]:   	--
magnet_length[mm]: 	1206
current_main[A]:   	991.63
NI_main[A.esp]:   	11899.56
center_pos_z[mm]: 	0
center_pos_x[mm]: 	0
rotation[deg]:    	0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	1.4495343660e-04  -4.4835931602e-03  -8.5096302467e-05
-48.000	0.000	-741.500	1.3455069440e-04  -4.5687412723e-03  -8.5209228576e-05
-46.000	0.000	-741.500	1.2440294874e-04  -4.6524427022e-03  -8.4879706487e-05
-44.000	0.000	-741.500	1.1547620843e-04  -4.7341310338e-03  -8.3805982828e-05
-42.000	0.000	-741.500	1.0493759216e-04  -4.8135017026e-03  -8.3520890684e-05
-40.000	0.000	-741.500	9.5337065358e-05  -4.8913681190e-03  -8.4650151774e-05
-38.000	0.000	-741.500	8.5533658099e-05  -4.9662167451e-03  -8.4890813973e-05
-36.000	0.000	-741.500	7.6768849900e-05  -5.0374867363e-03  -8.5218484814e-05
-34.000	0.000	-741.500	6.6987778104e-05  -5.1077223219e-03  -8.5709065451e-05
-32.000	0.000	-741.500	5.8051731350e-05  -5.1744591279e-03  -8.6697631717e-05
-30.000	0.000	-741.500	4.8843936454e-05  -5.2389915543e-03  -8.8152712399e-05
-28.000	0.000	-741.500	3.9779460784e-05  -5.2992043621e-03  -8.9059823766e-05
-26.000	0.000	-741.500	3.1680993918e-05  -5.3565089486e-03  -9.1055468774e-05
-24.000	0.000	-741.500	2.2605350516e-05  -5.4107883166e-03  -9.2843774040e-05
-22.000	0.000	-741.500	1.5009431582e-05  -5.4618678983e-03  -9.4598756848e-05
-20.000	0.000	-741.500	7.1938805882e-06  -5.5082582983e-03  -9.6557376902e-05
-18.000	0.000	-741.500	-2.3079979119e-07  -5.5524833177e-03  -9.9710051714e-05
-16.000	0.000	-741.500	-7.4023449158e-06  -5.5923460053e-03  -1.0225181479e-04
-14.000	0.000	-741.500	-1.4162545251e-05  -5.6282734944e-03  -1.0453255194e-04
-12.000	0.000	-741.500	-2.1144238935e-05  -5.6610327681e-03  -1.0816840240e-04
-10.000	0.000	-741.500	-2.6240447227e-05  -5.6894222815e-03  -1.1136920965e-04
-8.000	0.000	-741.500	-3.2084893552e-05  -5.7137243141e-03  -1.1387024528e-04
-6.000	0.000	-741.500	-3.7477046738e-05  -5.7332517383e-03  -1.1690258899e-04
-4.000	0.000	-741.500	-4.2396432610e-05  -5.7497000879e-03  -1.2017744615e-04
-2.000	0.000	-741.500	-4.7900263115e-05  -5.7621445262e-03  -1.2369111426e-04
0.000	0.000	-741.500	-5.1490688899e-05  -5.7702433467e-03  -1.2603109134e-04
2.000	0.000	-741.500	-5.5542714265e-05  -5.7734078479e-03  -1.2988353778e-04
4.000	0.000	-741.500	-5.9097775565e-05  -5.7744682530e-03  -1.3315098995e-04
6.000	0.000	-741.500	-6.1778031204e-05  -5.7700502081e-03  -1.3631847474e-04
8.000	0.000	-741.500	-6.5321924772e-05  -5.7614908264e-03  -1.4065409683e-04
10.000	0.000	-741.500	-6.8487976746e-05  -5.7505320694e-03  -1.4437140218e-04
12.000	0.000	-741.500	-7.1203596870e-05  -5.7343808561e-03  -1.4704645509e-04
14.000	0.000	-741.500	-7.4646980852e-05  -5.7152712798e-03  -1.5082855412e-04
16.000	0.000	-741.500	-7.7353294532e-05  -5.6918550847e-03  -1.5356284695e-04
18.000	0.000	-741.500	-7.9813918112e-05  -5.6649103964e-03  -1.5746527708e-04
20.000	0.000	-741.500	-8.1898561388e-05  -5.6335439490e-03  -1.6002185014e-04
22.000	0.000	-741.500	-8.4457833266e-05  -5.6003352567e-03  -1.6308196256e-04
24.000	0.000	-741.500	-8.7988697813e-05  -5.5627178051e-03  -1.6537010471e-04
26.000	0.000	-741.500	-9.0881140358e-05  -5.5217668559e-03  -1.6727688983e-04
28.000	0.000	-741.500	-9.3673073315e-05  -5.4775511220e-03  -1.6970017305e-04
30.000	0.000	-741.500	-9.6120667875e-05  -5.4310418675e-03  -1.7266402060e-04
32.000	0.000	-741.500	-9.9377922993e-05  -5.3815723929e-03  -1.7556492572e-04
34.000	0.000	-741.500	-1.0271149094e-04  -5.3281714341e-03  -1.7650721080e-04
36.000	0.000	-741.500	-1.0686402590e-04  -5.2731455113e-03  -1.7829181357e-04
38.000	0.000	-741.500	-1.1144651853e-04  -5.2157499267e-03  -1.8007086260e-04
40.000	0.000	-741.500	-1.1575540172e-04  -5.1544488573e-03  -1.8254783200e-04
42.000	0.000	-741.500	-1.2181575753e-04  -5.0912108309e-03  -1.8392145779e-04
44.000	0.000	-741.500	-1.2648200815e-04  -5.0268604005e-03  -1.8464714688e-04
46.000	0.000	-741.500	-1.3234878994e-04  -4.9601403084e-03  -1.8625402987e-04
48.000	0.000	-741.500	-1.3861761007e-04  -4.8912808352e-03  -1.8734256351e-04
50.000	0.000	-741.500	-1.4581335195e-04  -4.8209765369e-03  -1.8818488121e-04
-50.000	0.000	-739.500	1.4931443588e-04  -4.7634379555e-03  -8.9293080975e-05
-48.000	0.000	-739.500	1.3839983930e-04  -4.8550784950e-03  -8.9583726862e-05
-46.000	0.000	-739.500	1.2821486787e-04  -4.9447802204e-03  -8.9500420716e-05
-44.000	0.000	-739.500	1.1852686051e-04  -5.0327065566e-03  -8.8789541604e-05
-42.000	0.000	-739.500	1.0779653151e-04  -5.1181239484e-03  -8.8619226817e-05
-40.000	0.000	-739.500	9.7395650593e-05  -5.2016619534e-03  -9.0053943775e-05
-38.000	0.000	-739.500	8.6942653598e-05  -5.2825461600e-03  -9.0446408285e-05
-36.000	0.000	-739.500	7.8542657972e-05  -5.3595750235e-03  -9.1064725012e-05
-34.000	0.000	-739.500	6.8722499115e-05  -5.4347987842e-03  -9.1696000474e-05
-32.000	0.000	-739.500	5.9207591594e-05  -5.5069118996e-03  -9.2969658883e-05
-30.000	0.000	-739.500	4.9515861653e-05  -5.5758326572e-03  -9.4687616737e-05
