# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.0353428223912444e+00 +2.2838034575188835e+00 +2.4905979848524268e+01 +2.0203746216395845e+02 -1.1187158923891856e+05 -4.2560334774859680e+05 +5.8913444584925056e+08 
+1.0000000000000001e-01 -1.0353439802759168e+00 +2.2834298548236651e+00 +2.4893905885054480e+01 +2.0755522837590888e+02 -1.1198623443590396e+05 -4.6536518225307885e+05 +5.8993283290683198e+08 
+2.0000000000000001e-01 -1.0353450243976718e+00 +2.2830503182773771e+00 +2.4873428434681074e+01 +2.1339241234077420e+02 -1.1198756992562812e+05 -5.0671466599441000e+05 +5.9028694165254927e+08 
+3.0000000000000004e-01 -1.0353459432899899e+00 +2.2826642375287749e+00 +2.4843809143966212e+01 +2.1957232676350813e+02 -1.1186356553798416e+05 -5.4967194980552711e+05 +5.9014598288111770e+08 
+4.0000000000000002e-01 -1.0353467254864177e+00 +2.2822710023108805e+00 +2.4804309671138267e+01 +2.2611828254568761e+02 -1.1160219148426894e+05 -5.9425717636440031e+05 +5.8945916981473100e+08 
+5.0000000000000000e-01 -1.0353473595205596e+00 +2.2818700024556033e+00 +2.4754191687231586e+01 +2.3305358834041334e+02 -1.1119141843343625e+05 -6.4049047754069220e+05 +5.8817571865393400e+08 
+5.9999999999999998e-01 -1.0353478380376893e+00 +2.2814610311746688e+00 +2.4692953666631350e+01 +2.4038828853237192e+02 -1.1062251751976807e+05 -6.8833949312777107e+05 +5.8625788243684053e+08 
+6.9999999999999996e-01 -1.0353481701401583e+00 +2.2810454990826989e+00 +2.4621040249254570e+01 +2.4807920706028523e+02 -1.0989990811616214e+05 -7.3756079794016678e+05 +5.8371987503721750e+08 
+7.9999999999999993e-01 -1.0353483690472531e+00 +2.2806252222603347e+00 +2.4539132367381491e+01 +2.5606981818062576e+02 -1.0903128375282561e+05 -7.8785791461429489e+05 +5.8058885727874851e+08 
+8.9999999999999991e-01 -1.0353484479784487e+00 +2.2802020168491741e+00 +2.4447910980927347e+01 +2.6430359438162640e+02 -1.0802433863479963e+05 -8.3893435560666036e+05 +5.7689199373643112e+08 
+9.9999999999999989e-01 -1.0353484201533618e+00 +2.2797776990438665e+00 +2.4348057069107725e+01 +2.7272400644102009e+02 -1.0688676745635751e+05 -8.9049362293104292e+05 +5.7265645176155317e+08 
+1.0999999999999999e+00 -1.0353482987917928e+00 +2.2793540850832943e+00 +2.4240251636717510e+01 +2.8127452351950041e+02 -1.0562626551164671e+05 -9.4223920814625174e+05 +5.6790940196178281e+08 
+1.2000000000000000e+00 -1.0353480971137219e+00 +2.2789329912457412e+00 +2.4125175712933125e+01 +2.8989861315540509e+02 -1.0425052865555056e+05 -9.9387459180701582e+05 +5.6267801795120060e+08 
+1.3000000000000000e+00 -1.0353478283393736e+00 +2.2785162338338982e+00 +2.4003510357914077e+01 +2.9853974154397582e+02 -1.0276725340868255e+05 -1.0451032445502605e+06 +5.5698947677501237e+08 
+1.4000000000000001e+00 -1.0353475056892285e+00 +2.2781056291756898e+00 +2.3875936665114519e+01 +3.0714137334138348e+02 -1.0118413698841183e+05 -1.0956286253628947e+06 +5.5087095899834239e+08 
+1.5000000000000002e+00 -1.0353471423839831e+00 +2.2777029936069444e+00 +2.3743135754806154e+01 +3.1564697202301710e+02 -9.9508877171971923e+04 -1.1451541831548859e+06 +5.4434964800235164e+08 
+1.6000000000000003e+00 -1.0353467516446704e+00 +2.2773101434695331e+00 +2.3605788789170120e+01 +3.2399999977009679e+02 -9.7749172562113308e+04 -1.1933833555261709e+06 +5.3745273116599786e+08 
