fieldmap_name:		BD-028
timestamp:		2017-03-30_15-08-00
filename:		2017-03-30_BD-028_Model09_Hall_I=991.63A.dat
nr_magnets:		1

magnet_name:		BD-028
gap[mm]:		28
control_gap:		--
magnet_length[mm]:	1206
current_main[A]:	991.63
NI_main[A.esp]:		11899.56
center_pos_z[mm]:	0
center_pos_x[mm]:	0
rotation[deg]:		0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	2.6251242701e-04  -4.4368164831e-03  3.0667769197e-04
-48.000	0.000	-741.500	2.4201219395e-04  -4.5223935857e-03  3.1415858387e-04
-46.000	0.000	-741.500	2.2036912966e-04  -4.6053688888e-03  3.2198380785e-04
-44.000	0.000	-741.500	2.0006805448e-04  -4.6865372320e-03  3.2964982453e-04
-42.000	0.000	-741.500	1.7823700003e-04  -4.7654714818e-03  3.3696225289e-04
-40.000	0.000	-741.500	1.5652692935e-04  -4.8419710714e-03  3.4500037035e-04
-38.000	0.000	-741.500	1.3495087145e-04  -4.9155884391e-03  3.5082069308e-04
-36.000	0.000	-741.500	1.1265077227e-04  -4.9849586153e-03  3.5624114631e-04
-34.000	0.000	-741.500	9.1160333653e-05  -5.0539926561e-03  3.5973815320e-04
-32.000	0.000	-741.500	6.8685273342e-05  -5.1200107637e-03  3.6366464954e-04
-30.000	0.000	-741.500	4.6991954259e-05  -5.1826675174e-03  3.6719868138e-04
-28.000	0.000	-741.500	2.5300496465e-05  -5.2413036458e-03  3.7020510762e-04
-26.000	0.000	-741.500	4.0929737163e-06  -5.2977855364e-03  3.7234700120e-04
-24.000	0.000	-741.500	-1.7043820064e-05  -5.3511344964e-03  3.7414456270e-04
-22.000	0.000	-741.500	-3.8498894201e-05  -5.4005296869e-03  3.7513127772e-04
-20.000	0.000	-741.500	-5.8407237480e-05  -5.4455904021e-03  3.7547560979e-04
-18.000	0.000	-741.500	-7.9222028325e-05  -5.4883260260e-03  3.7479620189e-04
-16.000	0.000	-741.500	-9.9305332736e-05  -5.5268181725e-03  3.7405200032e-04
-14.000	0.000	-741.500	-1.1807270608e-04  -5.5608254185e-03  3.7340221238e-04
-12.000	0.000	-741.500	-1.3626121866e-04  -5.5913654556e-03  3.7176756067e-04
-10.000	0.000	-741.500	-1.5423754433e-04  -5.6180222932e-03  3.6915174769e-04
-8.000	0.000	-741.500	-1.7156614155e-04  -5.6407513606e-03  3.6713944145e-04
-6.000	0.000	-741.500	-1.8792128482e-04  -5.6587188194e-03  3.6298894414e-04
-4.000	0.000	-741.500	-2.0357844485e-04  -5.6738913401e-03  3.5923831632e-04
-2.000	0.000	-741.500	-2.1995220100e-04  -5.6847293855e-03  3.5481938809e-04
0.000	0.000	-741.500	-2.3324366317e-04  -5.6905866842e-03  3.4988581300e-04
2.000	0.000	-741.500	-2.4698369590e-04  -5.6937493284e-03  3.4444684729e-04
4.000	0.000	-741.500	-2.6027515807e-04  -5.6929303466e-03  3.3924299004e-04
6.000	0.000	-741.500	-2.7362618147e-04  -5.6868520528e-03  3.3402062032e-04
8.000	0.000	-741.500	-2.8459103284e-04  -5.6776185432e-03  3.2671929944e-04
10.000	0.000	-741.500	-2.9567500669e-04  -5.6642845531e-03  3.1999371659e-04
12.000	0.000	-741.500	-3.0575016209e-04  -5.6477860618e-03  3.1364393702e-04
14.000	0.000	-741.500	-3.1659402970e-04  -5.6276996500e-03  3.0620747505e-04
