fieldmap_name:     	BD-019
timestamp:         	2017-03-15_08-00-00
filename:          	2017-03-15_BD-019_Model09_Hall_I=991.63A_3.dat
nr_magnets:        	1

magnet_name:       	BD-019
gap[mm]:           	28
control_gap[mm]:   	--
magnet_length[mm]: 	1206
current_main[A]:   	991.63
NI_main[A.esp]:   	11899.56
center_pos_z[mm]: 	0
center_pos_x[mm]: 	0
rotation[deg]:    	0

X[mm]	Y[mm]	Z[mm]	Bx  By  Bz [T]
---------------------------------------------------------------------------------------------
-50.000	0.000	-741.500	1.8948290599e-04  -4.1061780998e-03  2.9284887174e-05
-48.000	0.000	-741.500	1.7684475613e-04  -4.1860910422e-03  3.2082122430e-05
-46.000	0.000	-741.500	1.6542575033e-04  -4.2649584364e-03  3.3513136893e-05
-44.000	0.000	-741.500	1.5272059409e-04  -4.3413410286e-03  3.5468054451e-05
-42.000	0.000	-741.500	1.4105403690e-04  -4.4156603808e-03  3.6723200384e-05
-40.000	0.000	-741.500	1.2874719642e-04  -4.4882154863e-03  3.7167499829e-05
-38.000	0.000	-741.500	1.1678469434e-04  -4.5587834931e-03  3.8000561288e-05
-36.000	0.000	-741.500	1.0453183123e-04  -4.6269948379e-03  3.8981722563e-05
-34.000	0.000	-741.500	9.2582358173e-05  -4.6918466857e-03  3.8926185132e-05
-32.000	0.000	-741.500	8.2008377417e-05  -4.7541933033e-03  3.8733655373e-05
-30.000	0.000	-741.500	6.9615917661e-05  -4.8149279567e-03  3.8115338645e-05
-28.000	0.000	-741.500	5.8574753457e-05  -4.8729103854e-03  3.7674741695e-05
-26.000	0.000	-741.500	4.8360001408e-05  -4.9268517608e-03  3.7136028618e-05
-24.000	0.000	-741.500	3.7689233643e-05  -4.9788338940e-03  3.5227392252e-05
-22.000	0.000	-741.500	2.7487510615e-05  -5.0268288298e-03  3.3961138833e-05
-20.000	0.000	-741.500	1.7363961710e-05  -5.0717112632e-03  3.2668967947e-05
-18.000	0.000	-741.500	7.9477024869e-06  -5.1127940666e-03  3.0567801822e-05
-16.000	0.000	-741.500	-2.2912463141e-06  -5.1507829386e-03  2.9660690454e-05
-14.000	0.000	-741.500	-1.0936932040e-05  -5.1845506185e-03  2.6744975346e-05
-12.000	0.000	-741.500	-2.0066552813e-05  -5.2156310722e-03  2.4351312086e-05
-10.000	0.000	-741.500	-2.7889548961e-05  -5.2425293330e-03  2.2048359962e-05
-8.000	0.000	-741.500	-3.5450103411e-05  -5.2656743912e-03  1.8934561351e-05
-6.000	0.000	-741.500	-4.2657013020e-05  -5.2868193509e-03  1.4800725264e-05
-4.000	0.000	-741.500	-5.0219428758e-05  -5.3014403125e-03  1.2627360479e-05
-2.000	0.000	-741.500	-5.7225319194e-05  -5.3142190291e-03  9.4969006386e-06
0.000	0.000	-741.500	-6.4486206173e-05  -5.3218442887e-03  5.9147363626e-06
2.000	0.000	-741.500	-7.1002577697e-05  -5.3267804649e-03  2.6787554043e-06
4.000	0.000	-741.500	-7.6988481959e-05  -5.3268603203e-03  -8.8859889016e-07
6.000	0.000	-741.500	-8.3443430958e-05  -5.3236846764e-03  -4.3115558650e-06
8.000	0.000	-741.500	-8.9058938780e-05  -5.3170808228e-03  -7.9270425993e-06
10.000	0.000	-741.500	-9.4544156398e-05  -5.3066531969e-03  -1.1818365239e-05
12.000	0.000	-741.500	-9.9346281086e-05  -5.2925057963e-03  -1.5152462325e-05
14.000	0.000	-741.500	-1.0429172500e-04  -5.2746924770e-03  -1.7481331916e-05
16.000	0.000	-741.500	-1.0926322695e-04  -5.2525521107e-03  -2.0791362782e-05
18.000	0.000	-741.500	-1.1399090009e-04  -5.2287050680e-03  -2.4197658528e-05
20.000	0.000	-741.500	-1.1967155302e-04  -5.2005476924e-03  -2.7109671141e-05
22.000	0.000	-741.500	-1.2424660049e-04  -5.1694078114e-03  -3.0523371877e-05
24.000	0.000	-741.500	-1.2904314132e-04  -5.1360115518e-03  -3.3813039018e-05
26.000	0.000	-741.500	-1.3423055275e-04  -5.0978406839e-03  -3.7093449921e-05
28.000	0.000	-741.500	-1.4006941521e-04  -5.0585276984e-03  -4.0038784992e-05
30.000	0.000	-741.500	-1.4616141292e-04  -5.0151383747e-03  -4.3060021219e-05
32.000	0.000	-741.500	-1.5033069947e-04  -4.9690711104e-03  -4.5529585635e-05
34.000	0.000	-741.500	-1.5639477786e-04  -4.9207288966e-03  -4.7619644274e-05
36.000	0.000	-741.500	-1.6328526840e-04  -4.8692723232e-03  -5.0792682811e-05
38.000	0.000	-741.500	-1.6931212101e-04  -4.8172456196e-03  -5.2984560074e-05
40.000	0.000	-741.500	-1.7596064403e-04  -4.7609104401e-03  -5.5087577447e-05
42.000	0.000	-741.500	-1.8463424908e-04  -4.7027998714e-03  -5.7610828045e-05
44.000	0.000	-741.500	-1.9193422313e-04  -4.6443067397e-03  -5.9386174578e-05
46.000	0.000	-741.500	-2.0086840859e-04  -4.5816091299e-03  -6.1824267783e-05
48.000	0.000	-741.500	-2.0830425670e-04  -4.5189003774e-03  -6.4545601884e-05
50.000	0.000	-741.500	-2.1798481891e-04  -4.4544050931e-03  -6.6161741116e-05
-50.000	0.000	-739.500	1.9304168987e-04  -4.3706516644e-03  2.4675280431e-05
-48.000	0.000	-739.500	1.7955106981e-04  -4.4566800427e-03  2.7083753673e-05
-46.000	0.000	-739.500	1.6798316092e-04  -4.5414307350e-03  2.8455528210e-05
-44.000	0.000	-739.500	1.5472147937e-04  -4.6240791882e-03  2.9923567626e-05
-42.000	0.000	-739.500	1.4273105796e-04  -4.7041128423e-03  3.1088002422e-05
-40.000	0.000	-739.500	1.3023250476e-04  -4.7823803926e-03  3.1310152144e-05
-38.000	0.000	-739.500	1.1789960624e-04  -4.8584509917e-03  3.1654484214e-05
-36.000	0.000	-739.500	1.0558532060e-04  -4.9319253626e-03  3.2459776958e-05
-34.000	0.000	-739.500	9.3040235178e-05  -5.0016391026e-03  3.1909956395e-05
-32.000	0.000	-739.500	8.2375051279e-05  -5.0689088968e-03  3.1643376728e-05
-30.000	0.000	-739.500	6.9152456790e-05  -5.1342473052e-03  3.0706645398e-05
-28.000	0.000	-739.500	5.8591505055e-05  -5.1962967866e-03  2.9797682783e-05
-26.000	0.000	-739.500	4.8149675792e-05  -5.2547769185e-03  2.9040522479e-05
-24.000	0.000	-739.500	3.7132708340e-05  -5.3106589652e-03  2.6359915827e-05
-22.000	0.000	-739.500	2.6558727584e-05  -5.3622808207e-03  2.4971480061e-05
-20.000	0.000	-739.500	1.6500323781e-05  -5.4106416055e-03  2.3571936809e-05
-18.000	0.000	-739.500	6.7937035309e-06  -5.4548443397e-03  2.0845048965e-05
-16.000	0.000	-739.500	-3.2702841380e-06  -5.4955520086e-03  1.9565836813e-05
-14.000	0.000	-739.500	-1.1988560121e-05  -5.5320291998e-03  1.6457591945e-05
-12.000	0.000	-739.500	-2.0907855278e-05  -5.5653790318e-03  1.3314173371e-05
-10.000	0.000	-739.500	-2.8684319210e-05  -5.5941938215e-03  1.0907551377e-05
-8.000	0.000	-739.500	-3.6040131909e-05  -5.6189248446e-03  7.3846270268e-06
-6.000	0.000	-739.500	-4.2573255031e-05  -5.6411339236e-03  3.1415673263e-06
-4.000	0.000	-739.500	-5.0340412520e-05  -5.6566890073e-03  5.1649810491e-07
-2.000	0.000	-739.500	-5.7255099812e-05  -5.6698967144e-03  -2.6935653858e-06
0.000	0.000	-739.500	-6.4253545094e-05  -5.6777931108e-03  -6.9070051233e-06
2.000	0.000	-739.500	-7.0511197497e-05  -5.6827738575e-03  -1.0244804704e-05
4.000	0.000	-739.500	-7.6325863204e-05  -5.6824470076e-03  -1.4191664775e-05
6.000	0.000	-739.500	-8.2268957827e-05  -5.6787309471e-03  -1.7949697581e-05
8.000	0.000	-739.500	-8.7839794722e-05  -5.6710871166e-03  -2.1748457837e-05
10.000	0.000	-739.500	-9.3101657703e-05  -5.6593539482e-03  -2.6276609681e-05
12.000	0.000	-739.500	-9.7470102138e-05  -5.6435741552e-03  -2.9507036896e-05
14.000	0.000	-739.500	-1.0249744275e-04  -5.6237681658e-03  -3.2041394981e-05
16.000	0.000	-739.500	-1.0699431610e-04  -5.5996481291e-03  -3.5677245440e-05
18.000	0.000	-739.500	-1.1157308615e-04  -5.5733069989e-03  -3.9076136195e-05
20.000	0.000	-739.500	-1.1661345579e-04  -5.5424716826e-03  -4.1851156479e-05
22.000	0.000	-739.500	-1.2096887120e-04  -5.5076733113e-03  -4.5577718074e-05
24.000	0.000	-739.500	-1.2530008986e-04  -5.4712258337e-03  -4.8998823802e-05
26.000	0.000	-739.500	-1.3060848506e-04  -5.4296620410e-03  -5.2127432394e-05
28.000	0.000	-739.500	-1.3616257036e-04  -5.3862430036e-03  -5.5154222364e-05
30.000	0.000	-739.500	-1.4203121344e-04  -5.3387977699e-03  -5.7821870282e-05
32.000	0.000	-739.500	-1.4599203566e-04  -5.2887414512e-03  -6.0406212054e-05
34.000	0.000	-739.500	-1.5186998518e-04  -5.2358827660e-03  -6.2451840749e-05
36.000	0.000	-739.500	-1.5884237242e-04  -5.1799152927e-03  -6.5565639360e-05
38.000	0.000	-739.500	-1.6499393137e-04  -5.1225308507e-03  -6.7764921613e-05
40.000	0.000	-739.500	-1.7183788969e-04  -5.0617534840e-03  -6.9364399615e-05
42.000	0.000	-739.500	-1.8027138852e-04  -4.9986937393e-03  -7.1693269207e-05
44.000	0.000	-739.500	-1.8754530452e-04  -4.9349765806e-03  -7.3302003448e-05
46.000	0.000	-739.500	-1.9657255441e-04  -4.8669620887e-03  -7.5343929647e-05
48.000	0.000	-739.500	-2.0400281866e-04  -4.7985706051e-03  -7.7941230153e-05
50.000	0.000	-739.500	-2.1412822885e-04  -4.7286470126e-03  -7.9298194708e-05
-50.000	0.000	-737.500	1.9600486138e-04  -4.6538596708e-03  1.8862362691e-05
-48.000	0.000	-737.500	1.8251796390e-04  -4.7464826171e-03  2.0832090231e-05
-46.000	0.000	-737.500	1.7029115884e-04  -4.8377108801e-03  2.2185352291e-05
-44.000	0.000	-737.500	1.5653437451e-04  -4.9270987553e-03  2.3001752521e-05
-42.000	0.000	-737.500	1.4399859553e-04  -5.0131865608e-03  2.4156931079e-05
-40.000	0.000	-737.500	1.3145164881e-04  -5.0977552572e-03  2.4131013611e-05
-38.000	0.000	-737.500	1.1870554422e-04  -5.1798335802e-03  2.4129162363e-05
-36.000	0.000	-737.500	1.0610089756e-04  -5.2583184114e-03  2.4247642215e-05
-34.000	0.000	-737.500	9.3131438322e-05  -5.3338968786e-03  2.3592300534e-05
-32.000	0.000	-737.500	8.2363883547e-05  -5.4068549752e-03  2.2909190137e-05
-30.000	0.000	-737.500	6.8765308754e-05  -5.4769364213e-03  2.1694771654e-05
-28.000	0.000	-737.500	5.8161547379e-05  -5.5434578036e-03  2.0500716895e-05
-26.000	0.000	-737.500	4.7485195748e-05  -5.6068778260e-03  1.9108578634e-05
-24.000	0.000	-737.500	3.6449615410e-05  -5.6668120685e-03  1.6191012278e-05
-22.000	0.000	-737.500	2.5687644502e-05  -5.7227349714e-03  1.4595236771e-05
-20.000	0.000	-737.500	1.5763253480e-05  -5.7744032544e-03  1.2260813437e-05
-18.000	0.000	-737.500	5.8891172526e-06  -5.8222756216e-03  9.4172969880e-06
-16.000	0.000	-737.500	-4.3740283007e-06  -5.8661700769e-03  7.5919667678e-06
-14.000	0.000	-737.500	-1.2924788307e-05  -5.9051859261e-03  4.5651767982e-06
-12.000	0.000	-737.500	-2.1293142026e-05  -5.9411431289e-03  6.2757296618e-07
-10.000	0.000	-737.500	-2.9292960594e-05  -5.9720583005e-03  -2.0234137228e-06
-8.000	0.000	-737.500	-3.6719502263e-05  -5.9985684270e-03  -6.3016471294e-06
-6.000	0.000	-737.500	-4.2869199925e-05  -6.0218026262e-03  -1.0585434279e-05
-4.000	0.000	-737.500	-5.0472564013e-05  -6.0388396770e-03  -1.3560389313e-05
-2.000	0.000	-737.500	-5.7309077183e-05  -6.0522033807e-03  -1.7351744578e-05
0.000	0.000	-737.500	-6.3440161958e-05  -6.0603931991e-03  -2.1985417541e-05
2.000	0.000	-737.500	-6.9854162607e-05  -6.0652885191e-03  -2.5539813101e-05
4.000	0.000	-737.500	-7.5331935071e-05  -6.0648613857e-03  -2.9851368966e-05
6.000	0.000	-737.500	-8.0908355832e-05  -6.0604414837e-03  -3.3540905608e-05
8.000	0.000	-737.500	-8.6071570515e-05  -6.0513843988e-03  -3.7780262813e-05
10.000	0.000	-737.500	-9.0808550101e-05  -6.0381915485e-03  -4.2562035591e-05
12.000	0.000	-737.500	-9.4802875519e-05  -6.0207050791e-03  -4.6073852455e-05
14.000	0.000	-737.500	-9.9556606702e-05  -5.9986315685e-03  -4.8760012850e-05
16.000	0.000	-737.500	-1.0367563846e-04  -5.9721047281e-03  -5.2369945841e-05
18.000	0.000	-737.500	-1.0825440851e-04  -5.9432936526e-03  -5.5983581328e-05
20.000	0.000	-737.500	-1.1297649779e-04  -5.9090839825e-03  -5.9271397221e-05
22.000	0.000	-737.500	-1.1689264908e-04  -5.8705454084e-03  -6.2825792782e-05
