# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
-0.0000000000000000e+00 -1.0342217556732551e+00 +2.2796477024468085e+00 +2.0037294212543632e+01 +4.2561847272783081e+02 -2.1733069119233489e+04 -2.2563510987937069e+06 +1.8343283579423961e+08 
-1.0000000000000001e-01 -1.0342220578255679e+00 +2.2804986334094441e+00 +2.0093003706217942e+01 +4.0104369159222955e+02 -2.3331272564327490e+04 -2.1159860831241733e+06 +1.9188663232271683e+08 
-2.0000000000000001e-01 -1.0342223811532691e+00 +2.2813869999467276e+00 +2.0150553730747369e+01 +3.7526777616406542e+02 -2.4926642401757137e+04 -1.9686631024736506e+06 +2.0023783333015877e+08 
-2.9999999999999999e-01 -1.0342227230443111e+00 +2.2823106367924826e+00 +2.0209998850266498e+01 +3.4836177050045376e+02 -2.6521135833401044e+04 -1.8147890708011820e+06 +2.0849670160834211e+08 
-4.0000000000000002e-01 -1.0342230808870303e+00 +2.2832673786471909e+00 +2.0271393677424665e+01 +3.2039671917397391e+02 -2.8116710931791866e+04 -1.6547709031364352e+06 +2.1667350380388945e+08 
-5.0000000000000000e-01 -1.0342234520699860e+00 +2.2842550601614779e+00 +2.0334792853884167e+01 +2.9144366782914148e+02 -2.9715326269395442e+04 -1.4890155190587635e+06 +2.2477850867201310e+08 
-5.9999999999999998e-01 -1.0342238339820835e+00 +2.2852715159396246e+00 +2.0400251066192602e+01 +2.6157366311033297e+02 -3.1318941243848367e+04 -1.3179298424107214e+06 +2.3282198871124318e+08 
-6.9999999999999996e-01 -1.0342242240123520e+00 +2.2863145805415201e+00 +2.0467823015406609e+01 +2.3085775265256018e+02 -3.2929515492623155e+04 -1.1419208014155484e+06 +2.4081421737571260e+08 
-8.0000000000000004e-01 -1.0342246195500540e+00 +2.2873820884761544e+00 +2.0537563434037917e+01 +1.9936698533896447e+02 -3.4549009241455846e+04 -9.6139533039807063e+05 +2.4876547082789311e+08 
-9.0000000000000002e-01 -1.0342250179845818e+00 +2.2884718742008423e+00 +2.0609527072082340e+01 +1.6717241136215765e+02 -3.6179383034817482e+04 -7.7676037027100881e+05 +2.5668602666328427e+08 
-1.0000000000000000e+00 -1.0342254167055072e+00 +2.2895817721195906e+00 +2.0683768701216799e+01 +1.3434508232191732e+02 -3.7822597837218076e+04 -5.8842286933409481e+05 +2.6458616447576249e+08 
-1.1000000000000001e+00 -1.0342258131024185e+00 +2.2907096165893113e+00 +2.0760343097427310e+01 +1.0095605110095748e+02 -3.9480614704423955e+04 -3.9678978268827114e+05 +2.7247616431469506e+08 
-1.2000000000000000e+00 -1.0342262045649733e+00 +2.2918532419060114e+00 +2.0839305044864421e+01 +6.7076372312247514e+01 -4.1155394866931536e+04 -2.0226807504234108e+05 +2.8036630713210559e+08 
-1.3000000000000000e+00 -1.0342265884829038e+00 +2.2930104823148927e+00 +2.0920709339210887e+01 +3.2777102055950387e+01 -4.2848899808541079e+04 -5.2647194553398713e+03 +2.8826687521797997e+08 
-1.3999999999999999e+00 -1.0342269622458757e+00 +2.2941791719956641e+00 +2.1004610767897990e+01 -1.8707015878730371e+00 -4.4563090898043687e+04 +1.9381329955765785e+05 +2.9618815048946625e+08 
-1.5000000000000000e+00 -1.0342273232435386e+00 +2.2953571450795467e+00 +2.1091064116799568e+01 -3.6795979054795339e+01 -4.6299929524040621e+04 +3.9455898887160799e+05 +3.0414041517221427e+08 
